DATE,TIME,当日実績(万kW),
2019/07/01,00:00,101,
2019/07/01,01:00,96,
2019/07/01,02:00,94,
2019/07/01,03:00,94,
2019/07/01,04:00,94,
2019/07/01,05:00,96,
2019/07/01,06:00,99,
2019/07/01,07:00,108,
2019/07/01,08:00,124,
2019/07/01,09:00,133,
2019/07/01,10:00,138,
2019/07/01,11:00,140,
2019/07/01,12:00,139,
2019/07/01,13:00,141,
2019/07/01,14:00,143,
2019/07/01,15:00,143,
2019/07/01,16:00,140,
2019/07/01,17:00,135,
2019/07/01,18:00,133,
2019/07/01,19:00,135,
2019/07/01,20:00,134,
2019/07/01,21:00,128,
2019/07/01,22:00,122,
2019/07/01,23:00,113,
