DATE,TIME,当日実績(万kW),
2019/05/19,00:00,83,
2019/05/19,01:00,79,
2019/05/19,02:00,78,
2019/05/19,03:00,79,
2019/05/19,04:00,80,
2019/05/19,05:00,78,
2019/05/19,06:00,75,
2019/05/19,07:00,82,
2019/05/19,08:00,90,
2019/05/19,09:00,98,
2019/05/19,10:00,102,
2019/05/19,11:00,105,
2019/05/19,12:00,104,
2019/05/19,13:00,105,
2019/05/19,14:00,107,
2019/05/19,15:00,106,
2019/05/19,16:00,107,
2019/05/19,17:00,107,
2019/05/19,18:00,109,
2019/05/19,19:00,112,
2019/05/19,20:00,111,
2019/05/19,21:00,107,
2019/05/19,22:00,100,
2019/05/19,23:00,93,
