DATE,TIME,当日実績(万kW),
2019/07/16,00:00,105,
2019/07/16,01:00,100,
2019/07/16,02:00,98,
2019/07/16,03:00,98,
2019/07/16,04:00,97,
2019/07/16,05:00,98,
2019/07/16,06:00,102,
2019/07/16,07:00,113,
2019/07/16,08:00,128,
2019/07/16,09:00,136,
2019/07/16,10:00,139,
2019/07/16,11:00,140,
2019/07/16,12:00,140,
2019/07/16,13:00,142,
2019/07/16,14:00,144,
2019/07/16,15:00,144,
2019/07/16,16:00,145,
2019/07/16,17:00,142,
2019/07/16,18:00,138,
2019/07/16,19:00,140,
2019/07/16,20:00,139,
2019/07/16,21:00,133,
2019/07/16,22:00,127,
2019/07/16,23:00,119,
