DATE,TIME,当日実績(万kW),
2019/07/04,00:00,100,
2019/07/04,01:00,95,
2019/07/04,02:00,94,
2019/07/04,03:00,93,
2019/07/04,04:00,92,
2019/07/04,05:00,93,
2019/07/04,06:00,96,
2019/07/04,07:00,105,
2019/07/04,08:00,119,
2019/07/04,09:00,130,
2019/07/04,10:00,133,
2019/07/04,11:00,132,
2019/07/04,12:00,127,
2019/07/04,13:00,128,
2019/07/04,14:00,123,
2019/07/04,15:00,127,
2019/07/04,16:00,127,
2019/07/04,17:00,125,
2019/07/04,18:00,125,
2019/07/04,19:00,126,
2019/07/04,20:00,123,
2019/07/04,21:00,118,
2019/07/04,22:00,110,
2019/07/04,23:00,103,
