DATE,TIME,当日実績(万kW),
2019/05/18,00:00,76,
2019/05/18,01:00,74,
2019/05/18,02:00,73,
2019/05/18,03:00,76,
2019/05/18,04:00,77,
2019/05/18,05:00,77,
2019/05/18,06:00,75,
2019/05/18,07:00,80,
2019/05/18,08:00,88,
2019/05/18,09:00,96,
2019/05/18,10:00,100,
2019/05/18,11:00,99,
2019/05/18,12:00,103,
2019/05/18,13:00,106,
2019/05/18,14:00,105,
2019/05/18,15:00,105,
2019/05/18,16:00,105,
2019/05/18,17:00,104,
2019/05/18,18:00,102,
2019/05/18,19:00,105,
2019/05/18,20:00,103,
2019/05/18,21:00,99,
2019/05/18,22:00,94,
2019/05/18,23:00,89,
