DATE,TIME,当日実績(万kW),
2019/06/23,00:00,90,
2019/06/23,01:00,86,
2019/06/23,02:00,85,
2019/06/23,03:00,86,
2019/06/23,04:00,85,
2019/06/23,05:00,85,
2019/06/23,06:00,84,
2019/06/23,07:00,90,
2019/06/23,08:00,98,
2019/06/23,09:00,100,
2019/06/23,10:00,102,
2019/06/23,11:00,101,
2019/06/23,12:00,97,
2019/06/23,13:00,97,
2019/06/23,14:00,97,
2019/06/23,15:00,95,
2019/06/23,16:00,96,
2019/06/23,17:00,98,
2019/06/23,18:00,100,
2019/06/23,19:00,102,
2019/06/23,20:00,100,
2019/06/23,21:00,96,
2019/06/23,22:00,91,
2019/06/23,23:00,85,
