DATE,TIME,当日実績(万kW)
2022/12/27,00:00,70
2022/12/27,01:00,68
2022/12/27,02:00,70
2022/12/27,03:00,72
2022/12/27,04:00,73
2022/12/27,05:00,72
2022/12/27,06:00,73
2022/12/27,07:00,78
2022/12/27,08:00,82
2022/12/27,09:00,82
2022/12/27,10:00,83
2022/12/27,11:00,84
2022/12/27,12:00,82
2022/12/27,13:00,84
2022/12/27,14:00,84
2022/12/27,15:00,85
2022/12/27,16:00,86
2022/12/27,17:00,89
2022/12/27,18:00,92
2022/12/27,19:00,92
2022/12/27,20:00,90
2022/12/27,21:00,85
2022/12/27,22:00,80
2022/12/27,23:00,76
