DATE,TIME,当日実績(万kW),
2019/05/04,00:00,68,
2019/05/04,01:00,66,
2019/05/04,02:00,66,
2019/05/04,03:00,69,
2019/05/04,04:00,69,
2019/05/04,05:00,67,
2019/05/04,06:00,63,
2019/05/04,07:00,66,
2019/05/04,08:00,71,
2019/05/04,09:00,76,
2019/05/04,10:00,79,
2019/05/04,11:00,81,
2019/05/04,12:00,82,
2019/05/04,13:00,82,
2019/05/04,14:00,82,
2019/05/04,15:00,82,
2019/05/04,16:00,83,
2019/05/04,17:00,77,
2019/05/04,18:00,81,
2019/05/04,19:00,84,
2019/05/04,20:00,83,
2019/05/04,21:00,79,
2019/05/04,22:00,74,
2019/05/04,23:00,70,
