DATE,TIME,当日実績(万kW)
2023/09/07,00:00,100
2023/09/07,01:00,95
2023/09/07,02:00,94
2023/09/07,03:00,93
2023/09/07,04:00,92
2023/09/07,05:00,94
2023/09/07,06:00,98
2023/09/07,07:00,109
2023/09/07,08:00,126
2023/09/07,09:00,136
2023/09/07,10:00,141
2023/09/07,11:00,143
2023/09/07,12:00,143
2023/09/07,13:00,145
2023/09/07,14:00,144
2023/09/07,15:00,144
2023/09/07,16:00,141
2023/09/07,17:00,136
2023/09/07,18:00,132
2023/09/07,19:00,131
2023/09/07,20:00,127
2023/09/07,21:00,119
2023/09/07,22:00,113
2023/09/07,23:00,106
