DATE,TIME,当日実績(万kW),
2019/05/05,00:00,65,
2019/05/05,01:00,62,
2019/05/05,02:00,63,
2019/05/05,03:00,65,
2019/05/05,04:00,66,
2019/05/05,05:00,64,
2019/05/05,06:00,60,
2019/05/05,07:00,62,
2019/05/05,08:00,69,
2019/05/05,09:00,69,
2019/05/05,10:00,77,
2019/05/05,11:00,81,
2019/05/05,12:00,81,
2019/05/05,13:00,81,
2019/05/05,14:00,79,
2019/05/05,15:00,77,
2019/05/05,16:00,79,
2019/05/05,17:00,80,
2019/05/05,18:00,80,
2019/05/05,19:00,84,
2019/05/05,20:00,82,
2019/05/05,21:00,79,
2019/05/05,22:00,75,
2019/05/05,23:00,70,
