DATE,TIME,当日実績(万kW),
2019/06/01,00:00,86,
2019/06/01,01:00,82,
2019/06/01,02:00,81,
2019/06/01,03:00,82,
2019/06/01,04:00,83,
2019/06/01,05:00,81,
2019/06/01,06:00,80,
2019/06/01,07:00,87,
2019/06/01,08:00,97,
2019/06/01,09:00,101,
2019/06/01,10:00,107,
2019/06/01,11:00,109,
2019/06/01,12:00,110,
2019/06/01,13:00,111,
2019/06/01,14:00,111,
2019/06/01,15:00,111,
2019/06/01,16:00,111,
2019/06/01,17:00,108,
2019/06/01,18:00,108,
2019/06/01,19:00,110,
2019/06/01,20:00,109,
2019/06/01,21:00,105,
2019/06/01,22:00,101,
2019/06/01,23:00,95,
