DATE,TIME,当日実績(万kW),
2019/05/23,00:00,70,
2019/05/23,01:00,67,
2019/05/23,02:00,67,
2019/05/23,03:00,69,
2019/05/23,04:00,70,
2019/05/23,05:00,70,
2019/05/23,06:00,71,
2019/05/23,07:00,78,
2019/05/23,08:00,86,
2019/05/23,09:00,93,
2019/05/23,10:00,96,
2019/05/23,11:00,98,
2019/05/23,12:00,96,
2019/05/23,13:00,100,
2019/05/23,14:00,100,
2019/05/23,15:00,99,
2019/05/23,16:00,96,
2019/05/23,17:00,95,
2019/05/23,18:00,94,
2019/05/23,19:00,96,
2019/05/23,20:00,94,
2019/05/23,21:00,88,
2019/05/23,22:00,82,
2019/05/23,23:00,76,
