DATE,TIME,当日実績(万kW),
2019/05/17,00:00,73,
2019/05/17,01:00,70,
2019/05/17,02:00,70,
2019/05/17,03:00,72,
2019/05/17,04:00,74,
2019/05/17,05:00,74,
2019/05/17,06:00,75,
2019/05/17,07:00,82,
2019/05/17,08:00,91,
2019/05/17,09:00,98,
2019/05/17,10:00,101,
2019/05/17,11:00,100,
2019/05/17,12:00,101,
2019/05/17,13:00,103,
2019/05/17,14:00,103,
2019/05/17,15:00,101,
2019/05/17,16:00,99,
2019/05/17,17:00,97,
2019/05/17,18:00,98,
2019/05/17,19:00,100,
2019/05/17,20:00,97,
2019/05/17,21:00,93,
2019/05/17,22:00,88,
2019/05/17,23:00,82,
