DATE,TIME,当日実績(万kW)
2020/03/29,00:00,68
2020/03/29,01:00,65
2020/03/29,02:00,66
2020/03/29,03:00,69
2020/03/29,04:00,69
2020/03/29,05:00,66
2020/03/29,06:00,62
2020/03/29,07:00,65
2020/03/29,08:00,69
2020/03/29,09:00,73
2020/03/29,10:00,74
2020/03/29,11:00,81
2020/03/29,12:00,77
2020/03/29,13:00,75
2020/03/29,14:00,79
2020/03/29,15:00,78
2020/03/29,16:00,77
2020/03/29,17:00,78
2020/03/29,18:00,83
2020/03/29,19:00,85
2020/03/29,20:00,83
2020/03/29,21:00,80
2020/03/29,22:00,74
2020/03/29,23:00,69
