DATE,TIME,当日実績(万kW),
2019/08/16,00:00,104,
2019/08/16,01:00,97,
2019/08/16,02:00,95,
2019/08/16,03:00,94,
2019/08/16,04:00,93,
2019/08/16,05:00,93,
2019/08/16,06:00,94,
2019/08/16,07:00,102,
2019/08/16,08:00,117,
2019/08/16,09:00,128,
2019/08/16,10:00,136,
2019/08/16,11:00,139,
2019/08/16,12:00,134,
2019/08/16,13:00,131,
2019/08/16,14:00,134,
2019/08/16,15:00,136,
2019/08/16,16:00,135,
2019/08/16,17:00,133,
2019/08/16,18:00,133,
2019/08/16,19:00,136,
2019/08/16,20:00,133,
2019/08/16,21:00,127,
2019/08/16,22:00,120,
2019/08/16,23:00,112,
