DATE,TIME,当日実績(万kW),
2019/06/24,00:00,79,
2019/06/24,01:00,76,
2019/06/24,02:00,76,
2019/06/24,03:00,78,
2019/06/24,04:00,78,
2019/06/24,05:00,79,
2019/06/24,06:00,80,
2019/06/24,07:00,88,
2019/06/24,08:00,96,
2019/06/24,09:00,106,
2019/06/24,10:00,107,
2019/06/24,11:00,108,
2019/06/24,12:00,105,
2019/06/24,13:00,107,
2019/06/24,14:00,108,
2019/06/24,15:00,108,
2019/06/24,16:00,107,
2019/06/24,17:00,106,
2019/06/24,18:00,107,
2019/06/24,19:00,109,
2019/06/24,20:00,108,
2019/06/24,21:00,103,
2019/06/24,22:00,97,
2019/06/24,23:00,90,
