DATE,TIME,当日実績(万kW),
2019/07/11,00:00,99,
2019/07/11,01:00,94,
2019/07/11,02:00,92,
2019/07/11,03:00,92,
2019/07/11,04:00,92,
2019/07/11,05:00,93,
2019/07/11,06:00,95,
2019/07/11,07:00,107,
2019/07/11,08:00,124,
2019/07/11,09:00,134,
2019/07/11,10:00,139,
2019/07/11,11:00,141,
2019/07/11,12:00,139,
2019/07/11,13:00,142,
2019/07/11,14:00,142,
2019/07/11,15:00,142,
2019/07/11,16:00,142,
2019/07/11,17:00,140,
2019/07/11,18:00,137,
2019/07/11,19:00,134,
2019/07/11,20:00,131,
2019/07/11,21:00,125,
2019/07/11,22:00,117,
2019/07/11,23:00,108,
