DATE,TIME,当日実績(万kW)
2022/04/08,00:00,63
2022/04/08,01:00,60
2022/04/08,02:00,63
2022/04/08,03:00,66
2022/04/08,04:00,67
2022/04/08,05:00,67
2022/04/08,06:00,67
2022/04/08,07:00,71
2022/04/08,08:00,77
2022/04/08,09:00,82
2022/04/08,10:00,85
2022/04/08,11:00,84
2022/04/08,12:00,81
2022/04/08,13:00,86
2022/04/08,14:00,87
2022/04/08,15:00,85
2022/04/08,16:00,84
2022/04/08,17:00,83
2022/04/08,18:00,83
2022/04/08,19:00,85
2022/04/08,20:00,82
2022/04/08,21:00,77
2022/04/08,22:00,75
2022/04/08,23:00,71
