DATE,TIME,当日実績(万kW)
2019/09/03,00:00,106
2019/09/03,01:00,100
2019/09/03,02:00,98
2019/09/03,03:00,96
2019/09/03,04:00,95
2019/09/03,05:00,96
2019/09/03,06:00,100
2019/09/03,07:00,110
2019/09/03,08:00,124
2019/09/03,09:00,134
2019/09/03,10:00,138
2019/09/03,11:00,140
2019/09/03,12:00,139
2019/09/03,13:00,142
2019/09/03,14:00,142
2019/09/03,15:00,142
2019/09/03,16:00,140
2019/09/03,17:00,136
2019/09/03,18:00,134
2019/09/03,19:00,137
2019/09/03,20:00,133
2019/09/03,21:00,126
2019/09/03,22:00,117
2019/09/03,23:00,110
