DATE,TIME,当日実績(万kW)
2023/04/03,00:00,65
2023/04/03,01:00,63
2023/04/03,02:00,63
2023/04/03,03:00,67
2023/04/03,04:00,68
2023/04/03,05:00,68
2023/04/03,06:00,69
2023/04/03,07:00,71
2023/04/03,08:00,76
2023/04/03,09:00,81
2023/04/03,10:00,82
2023/04/03,11:00,86
2023/04/03,12:00,82
2023/04/03,13:00,85
2023/04/03,14:00,83
2023/04/03,15:00,84
2023/04/03,16:00,84
2023/04/03,17:00,82
2023/04/03,18:00,83
2023/04/03,19:00,84
2023/04/03,20:00,82
2023/04/03,21:00,76
2023/04/03,22:00,74
2023/04/03,23:00,70
