DATE,TIME,当日実績(万kW),
2019/05/24,00:00,70,
2019/05/24,01:00,67,
2019/05/24,02:00,67,
2019/05/24,03:00,69,
2019/05/24,04:00,70,
2019/05/24,05:00,70,
2019/05/24,06:00,70,
2019/05/24,07:00,77,
2019/05/24,08:00,87,
2019/05/24,09:00,93,
2019/05/24,10:00,96,
2019/05/24,11:00,98,
2019/05/24,12:00,97,
2019/05/24,13:00,99,
2019/05/24,14:00,100,
2019/05/24,15:00,99,
2019/05/24,16:00,99,
2019/05/24,17:00,97,
2019/05/24,18:00,95,
2019/05/24,19:00,95,
2019/05/24,20:00,93,
2019/05/24,21:00,89,
2019/05/24,22:00,85,
2019/05/24,23:00,81,
