DATE,TIME,当日実績(万kW),
2019/05/09,00:00,70,
2019/05/09,01:00,67,
2019/05/09,02:00,68,
2019/05/09,03:00,70,
2019/05/09,04:00,71,
2019/05/09,05:00,71,
2019/05/09,06:00,71,
2019/05/09,07:00,77,
2019/05/09,08:00,87,
2019/05/09,09:00,91,
2019/05/09,10:00,96,
2019/05/09,11:00,98,
2019/05/09,12:00,95,
2019/05/09,13:00,101,
2019/05/09,14:00,104,
2019/05/09,15:00,99,
2019/05/09,16:00,98,
2019/05/09,17:00,97,
2019/05/09,18:00,96,
2019/05/09,19:00,99,
2019/05/09,20:00,96,
2019/05/09,21:00,91,
2019/05/09,22:00,84,
2019/05/09,23:00,78,
