DATE,TIME,当日実績(万kW),
2019/06/07,00:00,92,
2019/06/07,01:00,87,
2019/06/07,02:00,86,
2019/06/07,03:00,87,
2019/06/07,04:00,87,
2019/06/07,05:00,88,
2019/06/07,06:00,90,
2019/06/07,07:00,101,
2019/06/07,08:00,115,
2019/06/07,09:00,124,
2019/06/07,10:00,129,
2019/06/07,11:00,131,
2019/06/07,12:00,130,
2019/06/07,13:00,132,
2019/06/07,14:00,133,
2019/06/07,15:00,132,
2019/06/07,16:00,131,
2019/06/07,17:00,128,
2019/06/07,18:00,126,
2019/06/07,19:00,125,
2019/06/07,20:00,123,
2019/06/07,21:00,117,
2019/06/07,22:00,110,
2019/06/07,23:00,102,
