DATE,TIME,当日実績(万kW),
2019/06/05,00:00,82,
2019/06/05,01:00,78,
2019/06/05,02:00,78,
2019/06/05,03:00,80,
2019/06/05,04:00,81,
2019/06/05,05:00,81,
2019/06/05,06:00,83,
2019/06/05,07:00,93,
2019/06/05,08:00,103,
2019/06/05,09:00,114,
2019/06/05,10:00,116,
2019/06/05,11:00,120,
2019/06/05,12:00,119,
2019/06/05,13:00,121,
2019/06/05,14:00,120,
2019/06/05,15:00,123,
2019/06/05,16:00,122,
2019/06/05,17:00,119,
2019/06/05,18:00,116,
2019/06/05,19:00,119,
2019/06/05,20:00,117,
2019/06/05,21:00,111,
2019/06/05,22:00,104,
2019/06/05,23:00,95,
