DATE,TIME,当日実績(万kW),
2019/07/03,00:00,102,
2019/07/03,01:00,96,
2019/07/03,02:00,95,
2019/07/03,03:00,95,
2019/07/03,04:00,94,
2019/07/03,05:00,95,
2019/07/03,06:00,97,
2019/07/03,07:00,108,
2019/07/03,08:00,126,
2019/07/03,09:00,133,
2019/07/03,10:00,138,
2019/07/03,11:00,141,
2019/07/03,12:00,139,
2019/07/03,13:00,137,
2019/07/03,14:00,139,
2019/07/03,15:00,138,
2019/07/03,16:00,132,
2019/07/03,17:00,131,
2019/07/03,18:00,130,
2019/07/03,19:00,133,
2019/07/03,20:00,132,
2019/07/03,21:00,126,
2019/07/03,22:00,118,
2019/07/03,23:00,110,
