DATE,TIME,当日実績(万kW),
2019/04/20,00:00,67,
2019/04/20,01:00,64,
2019/04/20,02:00,65,
2019/04/20,03:00,67,
2019/04/20,04:00,67,
2019/04/20,05:00,66,
2019/04/20,06:00,65,
2019/04/20,07:00,71,
2019/04/20,08:00,79,
2019/04/20,09:00,84,
2019/04/20,10:00,86,
2019/04/20,11:00,87,
2019/04/20,12:00,85,
2019/04/20,13:00,87,
2019/04/20,14:00,86,
2019/04/20,15:00,86,
2019/04/20,16:00,86,
2019/04/20,17:00,87,
2019/04/20,18:00,90,
2019/04/20,19:00,91,
2019/04/20,20:00,89,
2019/04/20,21:00,86,
2019/04/20,22:00,81,
2019/04/20,23:00,76,
