DATE,TIME,当日実績(万kW),
2019/08/28,00:00,108,
2019/08/28,01:00,102,
2019/08/28,02:00,100,
2019/08/28,03:00,100,
2019/08/28,04:00,99,
2019/08/28,05:00,100,
2019/08/28,06:00,104,
2019/08/28,07:00,113,
2019/08/28,08:00,128,
2019/08/28,09:00,137,
2019/08/28,10:00,140,
2019/08/28,11:00,143,
2019/08/28,12:00,141,
2019/08/28,13:00,144,
2019/08/28,14:00,145,
2019/08/28,15:00,145,
2019/08/28,16:00,144,
2019/08/28,17:00,141,
2019/08/28,18:00,138,
2019/08/28,19:00,140,
2019/08/28,20:00,137,
2019/08/28,21:00,130,
2019/08/28,22:00,122,
2019/08/28,23:00,112,
