DATE,TIME,当日実績(万kW),
2019/06/14,00:00,80,
2019/06/14,01:00,77,
2019/06/14,02:00,77,
2019/06/14,03:00,79,
2019/06/14,04:00,79,
2019/06/14,05:00,79,
2019/06/14,06:00,81,
2019/06/14,07:00,89,
2019/06/14,08:00,102,
2019/06/14,09:00,111,
2019/06/14,10:00,115,
2019/06/14,11:00,115,
2019/06/14,12:00,113,
2019/06/14,13:00,117,
2019/06/14,14:00,115,
2019/06/14,15:00,113,
2019/06/14,16:00,112,
2019/06/14,17:00,108,
2019/06/14,18:00,108,
2019/06/14,19:00,110,
2019/06/14,20:00,108,
2019/06/14,21:00,103,
2019/06/14,22:00,96,
2019/06/14,23:00,90,
