DATE,TIME,当日実績(万kW),
2019/08/21,00:00,99,
2019/08/21,01:00,93,
2019/08/21,02:00,92,
2019/08/21,03:00,91,
2019/08/21,04:00,91,
2019/08/21,05:00,92,
2019/08/21,06:00,94,
2019/08/21,07:00,104,
2019/08/21,08:00,120,
2019/08/21,09:00,130,
2019/08/21,10:00,133,
2019/08/21,11:00,136,
2019/08/21,12:00,133,
2019/08/21,13:00,138,
2019/08/21,14:00,137,
2019/08/21,15:00,138,
2019/08/21,16:00,137,
2019/08/21,17:00,135,
2019/08/21,18:00,132,
2019/08/21,19:00,134,
2019/08/21,20:00,131,
2019/08/21,21:00,126,
2019/08/21,22:00,117,
2019/08/21,23:00,109,
