DATE,TIME,当日実績(万kW),
2019/07/27,00:00,101,
2019/07/27,01:00,95,
2019/07/27,02:00,93,
2019/07/27,03:00,92,
2019/07/27,04:00,90,
2019/07/27,05:00,90,
2019/07/27,06:00,90,
2019/07/27,07:00,100,
2019/07/27,08:00,111,
2019/07/27,09:00,120,
2019/07/27,10:00,124,
2019/07/27,11:00,127,
2019/07/27,12:00,127,
2019/07/27,13:00,129,
2019/07/27,14:00,130,
2019/07/27,15:00,131,
2019/07/27,16:00,133,
2019/07/27,17:00,132,
2019/07/27,18:00,130,
2019/07/27,19:00,131,
2019/07/27,20:00,130,
2019/07/27,21:00,126,
2019/07/27,22:00,122,
2019/07/27,23:00,115,
