DATE,TIME,当日実績(万kW),
2019/08/18,00:00,102,
2019/08/18,01:00,96,
2019/08/18,02:00,95,
2019/08/18,03:00,94,
2019/08/18,04:00,94,
2019/08/18,05:00,93,
2019/08/18,06:00,92,
2019/08/18,07:00,97,
2019/08/18,08:00,108,
2019/08/18,09:00,120,
2019/08/18,10:00,126,
2019/08/18,11:00,121,
2019/08/18,12:00,122,
2019/08/18,13:00,118,
2019/08/18,14:00,118,
2019/08/18,15:00,118,
2019/08/18,16:00,122,
2019/08/18,17:00,125,
2019/08/18,18:00,125,
2019/08/18,19:00,128,
2019/08/18,20:00,127,
2019/08/18,21:00,122,
2019/08/18,22:00,115,
2019/08/18,23:00,107,
