DATE,TIME,当日実績(万kW),
2019/05/26,00:00,74,
2019/05/26,01:00,71,
2019/05/26,02:00,71,
2019/05/26,03:00,73,
2019/05/26,04:00,74,
2019/05/26,05:00,72,
2019/05/26,06:00,70,
2019/05/26,07:00,74,
2019/05/26,08:00,80,
2019/05/26,09:00,86,
2019/05/26,10:00,89,
2019/05/26,11:00,91,
2019/05/26,12:00,92,
2019/05/26,13:00,91,
2019/05/26,14:00,92,
2019/05/26,15:00,90,
2019/05/26,16:00,93,
2019/05/26,17:00,93,
2019/05/26,18:00,93,
2019/05/26,19:00,97,
2019/05/26,20:00,97,
2019/05/26,21:00,93,
2019/05/26,22:00,88,
2019/05/26,23:00,82,
