DATE,TIME,当日実績(万kW)
2020/11/15,00:00,73
2020/11/15,01:00,70
2020/11/15,02:00,70
2020/11/15,03:00,73
2020/11/15,04:00,73
2020/11/15,05:00,72
2020/11/15,06:00,69
2020/11/15,07:00,71
2020/11/15,08:00,77
2020/11/15,09:00,82
2020/11/15,10:00,87
2020/11/15,11:00,86
2020/11/15,12:00,89
2020/11/15,13:00,89
2020/11/15,14:00,88
2020/11/15,15:00,89
2020/11/15,16:00,88
2020/11/15,17:00,91
2020/11/15,18:00,97
2020/11/15,19:00,95
2020/11/15,20:00,92
2020/11/15,21:00,88
2020/11/15,22:00,82
2020/11/15,23:00,77
