DATE,TIME,当日実績(万kW),
2019/05/14,00:00,76,
2019/05/14,01:00,72,
2019/05/14,02:00,73,
2019/05/14,03:00,74,
2019/05/14,04:00,75,
2019/05/14,05:00,76,
2019/05/14,06:00,78,
2019/05/14,07:00,86,
2019/05/14,08:00,98,
2019/05/14,09:00,107,
2019/05/14,10:00,111,
2019/05/14,11:00,115,
2019/05/14,12:00,115,
2019/05/14,13:00,114,
2019/05/14,14:00,114,
2019/05/14,15:00,111,
2019/05/14,16:00,111,
2019/05/14,17:00,108,
2019/05/14,18:00,105,
2019/05/14,19:00,107,
2019/05/14,20:00,104,
2019/05/14,21:00,99,
2019/05/14,22:00,92,
2019/05/14,23:00,85,
