月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,風力実績
,14時,3270,0,2069,241,14,27,870,151
,15時,3402,0,2313,296,14,27,519,147
,16時,3518,0,2579,377,15,27,218,138
,17時,3588,0,2725,438,16,27,33,142
,18時,3751,0,2804,467,15,27,0,151
,19時,3698,0,3032,401,15,27,0,156
,20時,3515,0,2948,343,15,27,0,167
,21時,3324,0,2840,325,15,27,0,173
,22時,3179,0,2760,323,15,27,0,152
,23時,3283,0,2868,319,16,27,0,145
2020/4/9,0時,3180,0,2773,285,13,27,0,129
,1時,3292,0,2865,299,13,27,0,116
,2時,3410,0,2911,320,13,27,0,119
,3時,3502,0,2942,384,13,27,0,121
,4時,3574,0,2964,414,14,27,0,134
,5時,3572,0,3017,378,13,27,19,151
,6時,3609,0,3080,316,13,27,76,151
,7時,3609,0,3050,264,13,27,186,132
,8時,3905,0,3215,245,13,27,287,131
,9時,4039,0,3164,217,14,27,386,123
,10時,3942,0,3110,213,13,27,479,126
,11時,3874,0,2985,213,13,27,558,132
,12時,3679,0,2744,194,13,27,575,138
,13時,3836,0,2992,259,13,27,520,128
,14時,3791,0,3085,245,13,27,398,124
,15時,3742,0,3005,289,13,27,311,114
,16時,3751,0,3026,332,14,27,172,96
,17時,3810,0,3117,391,14,27,39,76
,18時,3921,0,3208,444,14,27,0,62
,19時,3851,0,3178,403,14,27,0,58
,20時,3666,0,3091,349,15,27,0,47
,21時,3551,0,3118,272,14,27,0,33
,22時,3321,0,2981,251,14,27,0,28
,23時,3406,0,3047,243,14,27,0,20
2020/4/10,0時,3292,0,3043,209,13,27,0,15
,1時,3374,0,3101,262,13,27,0,9
,2時,3484,0,3181,299,14,27,0,8
,3時,3592,0,3258,354,13,27,0,6
,4時,3654,0,3264,406,13,27,0,5
,5時,3597,0,3147,401,13,27,29,8
,6時,3619,0,3135,288,13,27,177,4
,7時,3485,0,2908,280,13,27,442,4
,8時,3654,0,2740,254,13,27,735,24
,9時,3762,0,2650,191,13,27,872,51
,10時,3805,0,2634,185,13,27,964,71
,11時,3618,0,2461,183,13,27,964,114
,12時,3395,0,2166,153,13,27,975,154
,13時,3417,0,2293,189,13,27,989,176
,14時,3224,0,1920,224,13,27,797,192
,15時,3266,0,2223,264,13,27,550,183
,16時,3439,0,2547,312,14,27,290,165
,17時,3571,0,2905,346,14,27,57,137
,18時,3734,0,2992,457,14,27,0,118
,19時,3702,0,3012,410,14,27,0,117
,20時,3517,0,2923,321,14,27,0,124
,21時,3361,0,2924,264,14,27,0,108
,22時,3229,0,2939,207,14,27,0,83
,23時,3274,0,2912,196,14,27,0,96
2020/4/11,0時,3201,0,2911,195,13,27,0,106
,1時,3298,0,2941,257,13,27,0,97
,2時,3393,0,2977,292,13,27,0,94
,3時,3473,0,3033,333,13,27,0,83
,4時,3507,0,2989,360,13,27,0,69
,5時,3347,0,2690,344,13,27,44,75
,6時,3162,0,2380,235,13,27,294,63
,7時,2937,0,2015,227,13,27,575,65
,8時,2972,0,1772,215,13,27,925,69
,9時,3127,0,1727,173,13,27,1153,67
,10時,3113,0,1695,155,13,27,1219,64
,11時,3175,0,1790,150,13,27,1201,67
,12時,3186,0,2032,124,13,27,974,63
,13時,3127,0,2132,166,13,27,744,71
,14時,3066,0,2153,192,13,27,504,88
,15時,3111,0,2246,255,13,27,343,67
,16時,3190,0,2388,319,14,27,184,48
,17時,3353,0,2559,392,14,27,36,41
,18時,3556,0,2580,455,14,27,0,32
,19時,3525,0,2739,364,14,27,0,28
,20時,3386,0,2836,311,14,27,0,29
,21時,3214,0,2804,232,14,27,0,33
,22時,3068,0,2755,199,14,27,0,35
,23時,3185,0,2846,196,14,27,0,24
2020/4/12,0時,3135,0,2880,176,13,27,0,20
,1時,3250,0,2932,217,13,27,0,21
,2時,3366,0,2988,250,13,27,0,21
,3時,3434,0,3018,276,13,27,0,17
,4時,3454,0,3090,288,13,27,0,15
,5時,3356,0,2999,290,13,27,48,19
,6時,3136,0,2646,249,13,27,288,19
,7時,2827,0,2084,228,13,27,623,18
,8時,2812,0,2018,199,13,27,939,31
,9時,2770,0,1920,157,13,27,1073,38
,10時,2836,0,1724,146,13,27,1340,60
,11時,2879,0,1584,151,13,27,1468,100
,12時,2847,0,1560,121,12,27,1398,129
,13時,2765,0,1597,146,13,27,1300,144
,14時,2652,0,1656,173,13,27,1140,143
,15時,2673,0,1909,192,13,27,837,122
,16時,2808,0,2333,239,14,27,410,105
,17時,3070,0,2424,327,14,27,76,89
,18時,3343,0,2609,354,14,27,0,80
,19時,3391,0,2734,342,14,27,0,70
,20時,3279,0,2753,317,14,27,0,60
,21時,3150,0,2727,289,13,27,0,47
,22時,3047,0,2779,208,14,27,0,22
,23時,3095,0,2789,214,14,27,0,22
2020/4/13,0時,3071,0,2809,187,13,27,0,24
,1時,3214,0,2897,225,13,27,0,30
,2時,3298,0,2860,294,13,27,0,36
,3時,3401,0,2895,352,13,27,0,35
,4時,3462,0,2884,317,13,27,0,39
,5時,3421,0,2887,299,12,27,54,42
,6時,3359,0,2775,260,13,27,328,50
,7時,3231,0,2534,241,13,27,622,59
,8時,3385,0,2597,198,13,27,879,58
,9時,3567,0,2570,162,13,27,1170,69
,10時,3635,0,2414,139,13,27,1397,81
,11時,3635,0,2323,149,13,27,1475,87
,12時,3380,0,2092,118,13,27,1448,116
,13時,3391,0,2199,149,13,27,1311,122
,14時,3303,0,2237,179,13,27,1122,157
,15時,3247,0,2517,213,14,27,747,164
,16時,3391,0,2689,255,14,27,379,151
,17時,3484,0,2867,303,14,27,77,140
,18時,3643,0,2915,389,14,27,0,125
,19時,3584,0,2910,372,14,27,0,129
,20時,3399,0,2871,298,14,27,0,124
,21時,3264,0,2844,240,14,27,0,100
,22時,3127,0,2782,233,13,27,0,65
,23時,3196,0,2824,241,14,27,0,42
2020/4/14,0時,3055,0,2710,192,13,27,0,40
,1時,3202,0,2829,214,13,27,0,39
,2時,3304,0,2846,265,13,27,0,45
,3時,3405,0,2862,325,13,27,0,45
,4時,3456,0,2910,363,13,27,0,49
,5時,3386,0,2813,329,13,27,48,63
,6時,3302,0,2691,278,13,27,306,52
,7時,3245,0,2492,216,13,27,670,64
,8時,3416,0,2550,196,13,27,935,85
,9時,3504,0,2453,150,12,27,1138,113
,10時,3431,0,2212,158,13,27,1288,167
,11時,3444,0,2063,159,13,27,1399,201
,12時,3235,0,1901,127,13,27,1398,218
,13時,3313,0,2009,160,13,27,1311,245
,14時,3239,0,2181,182,12,27,1118,246
,15時,3286,0,2624,209,14,27,789,226
,16時,3401,0,2692,238,14,27,409,221
,17時,3455,0,2802,303,14,27,80,206
,18時,3635,0,2873,386,14,27,0,188
,19時,3594,0,2886,357,13,27,0,167
,20時,3439,0,2880,282,14,27,0,144
,21時,3266,0,2822,249,14,27,0,137
,22時,3081,0,2636,255,14,27,0,113
,23時,3131,0,2670,251,14,27,0,80
2020/4/15,0時,3055,0,2742,236,14,27,0,59
,1時,3169,0,2748,280,14,27,0,48
,2時,3314,0,2804,304,14,27,0,37
,3時,3398,0,2707,365,13,27,0,33
,4時,3449,0,2869,355,14,27,0,34
,5時,3396,0,2835,297,14,27,45,45
,6時,3372,0,2834,287,14,27,151,54
,7時,3254,0,2648,237,14,27,319,48
,8時,3378,0,2587,211,14,27,574,52
,9時,3467,0,2508,183,14,27,831,49
,10時,3448,0,2350,162,14,27,984,71
,11時,3521,0,2377,160,14,27,1063,86
,12時,3410,0,2596,129,14,27,907,109
,13時,3563,0,2620,155,14,27,828,130
,14時,3482,0,2593,205,14,27,658,178
,15時,3358,0,2519,230,14,27,452,185
,16時,3471,0,2753,242,15,27,222,171
,17時,3535,0,2896,322,15,27,48,159
,18時,3680,0,2931,428,16,27,0,152
,19時,3658,0,2918,427,15,27,0,118
,20時,3490,0,2886,361,15,27,0,86
,21時,3316,0,2838,272,15,27,0,60
,22時,3094,0,2714,231,15,27,0,57
,23時,3150,0,2726,229,15,27,0,62
2020/4/16,0時,3080,0,2695,196,15,27,0,78
,1時,3197,0,2746,226,14,27,0,78
,2時,3364,0,2815,291,14,27,0,70
,3時,3440,0,2807,367,14,27,0,66
,4時,3471,0,2801,383,14,27,0,77
,5時,3410,0,2798,326,15,27,67,75
,6時,3301,0,2676,224,14,27,304,78
,7時,3212,0,2368,189,14,27,691,91
,8時,3451,0,2344,163,14,27,920,98
,9時,3684,0,2513,138,14,27,1084,106
,10時,3669,0,2536,146,14,27,1146,120
,11時,3601,0,2503,145,14,27,1122,135
,12時,3405,0,2512,120,14,27,1130,146
,13時,3417,0,2448,140,14,27,1048,159
,14時,3371,0,2469,168,14,27,954,150
,15時,3310,0,2460,183,13,27,703,149
,16時,3417,0,2729,206,15,27,354,124
,17時,3485,0,2869,337,15,27,78,96
,18時,3643,0,2940,398,15,27,0,80
,19時,3653,0,2980,397,15,27,0,65
,20時,3492,0,2934,343,15,27,0,50
,21時,3346,0,2891,277,15,27,0,32
,22時,3181,0,2811,216,15,27,0,17
,23時,3222,0,2809,216,15,27,0,15
2020/4/17,0時,3136,0,2806,194,13,27,0,19
,1時,3238,0,2824,236,12,27,0,21
,2時,3373,0,2863,311,13,27,0,33
,3時,3442,0,2862,347,13,27,0,42
,4時,3500,0,2854,374,13,27,0,69
,5時,3407,0,2800,347,13,27,67,84
,6時,3291,0,2629,254,13,27,411,89
,7時,3137,0,2446,180,12,27,813,103
,8時,3312,0,2516,156,13,27,1185,121
,9時,3453,0,2496,120,13,27,1396,124
,10時,3478,0,2389,128,13,27,1523,127
,11時,3498,0,2460,127,13,27,1559,129
,12時,3268,0,2386,104,14,27,1518,134
,13時,3359,0,2524,130,13,27,1403,126
,14時,3309,0,2478,158,13,27,1154,118
,15時,3227,0,2574,169,13,27,723,119
,16時,3313,0,2730,219,15,27,380,114
,17時,3339,0,2814,303,14,27,77,96
,18時,3513,0,2847,404,14,27,0,95
,19時,3499,0,2789,404,14,27,0,128
,20時,3318,0,2693,342,15,27,0,156
,21時,3157,0,2657,294,14,27,0,168
,22時,2937,0,2508,230,14,27,0,192
,23時,2961,0,2479,232,15,27,0,250
2020/4/18,0時,2898,0,2416,203,13,27,0,251
,1時,2987,0,2421,238,13,27,0,253
,2時,3071,0,2415,294,14,27,0,256
,3時,3164,0,2449,291,13,27,0,273
,4時,3207,0,2459,300,13,27,0,274
,5時,3078,0,2386,311,14,27,81,278
,6時,2919,0,2163,222,13,27,374,251
,7時,2764,0,1943,189,13,27,740,225
,8時,2835,0,1734,157,13,27,1073,233
,9時,2904,0,1589,149,14,27,1247,236
,10時,2993,0,1787,130,13,27,1186,239
,11時,2984,0,1813,131,13,27,1180,243
,12時,2941,0,2060,109,13,27,1050,241
,13時,2981,0,2144,120,13,27,892,235
,14時,2990,0,2208,154,13,27,670,237
,15時,2957,0,2304,185,14,27,388,225
,16時,3008,0,2435,288,14,27,170,206
,17時,3127,0,2632,336,14,27,35,211
,18時,3280,0,2694,385,14,27,5,229
,19時,3265,0,2689,389,14,27,0,231
,20時,3123,0,2620,287,14,27,0,230
,21時,3020,0,2616,262,15,27,0,203
,22時,2872,0,2550,236,14,27,0,189
,23時,2914,0,2595,239,14,27,0,191
2020/4/19,0時,2814,0,2460,219,13,27,0,194
,1時,2952,0,2526,236,13,27,0,185
,2時,3021,0,2518,277,13,27,0,182
,3時,3086,0,2445,340,14,27,0,172
,4時,3105,0,2374,354,13,27,0,161
,5時,2952,0,2245,281,13,27,62,136
,6時,2809,0,2002,225,13,27,294,110
,7時,2484,0,1560,176,13,27,538,124
,8時,2443,0,1263,175,13,27,940,148
,9時,2436,0,1083,163,13,27,1217,160
,10時,2427,0,942,176,13,27,1342,163
,11時,2460,0,864,184,13,27,1446,169
,12時,2413,0,868,175,14,27,1390,177
,13時,2322,0,945,207,13,27,1271,170
,14時,2288,0,1048,229,13,27,1070,162
,15時,2358,0,1220,228,13,27,735,156
,16時,2568,0,1659,275,14,27,382,140
,17時,2825,0,2201,381,14,27,83,145
,18時,3082,0,2452,409,14,27,0,158
,19時,3122,0,2525,372,14,27,0,180
,20時,2999,0,2489,372,15,27,0,166
,21時,2898,0,2482,309,14,27,0,155
,22時,2764,0,2401,306,14,27,0,154
,23時,2809,0,2388,311,14,27,0,180
2020/4/20,0時,2733,0,2133,298,13,27,0,211
,1時,2843,0,2230,312,13,27,0,226
,2時,2978,0,2334,348,13,27,0,223
,3時,3086,0,2432,398,13,27,0,207
,4時,3109,0,2500,384,13,27,0,179
,5時,3097,0,2504,359,13,27,69,178
,6時,3082,0,2355,345,13,27,265,183
,7時,2976,0,2054,337,13,27,487,221
,8時,3261,0,2122,327,13,27,721,240
,9時,3371,0,2127,309,13,27,737,254
,10時,3409,0,2224,321,13,27,646,255
,11時,3468,0,2315,351,13,27,528,276
,12時,3403,0,2415,294,13,27,428,276
,13時,3555,0,2665,307,13,27,308,270
,14時,3575,0,2693,424,13,27,210,267
,15時,3489,0,2601,457,13,27,112,270
,16時,3534,0,2678,463,14,27,57,295
,17時,3525,0,2730,462,14,27,14,288
,18時,3581,0,2801,428,14,27,0,283
,19時,3463,0,2712,435,14,27,1,289
,20時,3278,0,2579,404,14,27,0,295
,21時,3155,0,2539,392,14,27,0,278
,22時,2920,0,2362,359,14,27,0,261
,23時,2937,0,2393,395,14,27,0,260
2020/4/21,0時,2861,0,2305,370,14,27,0,279
,1時,2931,0,2350,389,13,27,0,288
,2時,3088,0,2533,408,13,27,0,262
,3時,3184,0,2594,445,13,27,0,267
,4時,3198,0,2631,452,13,27,0,221
,5時,3145,0,2558,442,13,27,48,179
,6時,3052,0,2384,445,13,27,144,149
,7時,2939,0,2127,411,13,27,343,135
,8時,3148,0,2053,383,14,27,681,179
,9時,3407,0,2030,354,13,27,1097,170
,10時,3498,0,2038,351,13,27,1142,208
,11時,3491,0,2063,362,13,27,948,268
,12時,3293,0,1889,344,13,27,815,279
,13時,3337,0,2096,352,13,27,748,296
,14時,3164,0,2010,376,13,27,691,270
,15時,3145,0,2128,389,14,27,550,285
,16時,3163,0,2272,415,13,27,311,288
,17時,3240,0,2426,477,14,27,88,323
,18時,3373,0,2609,491,14,27,0,306
,19時,3394,0,2689,493,14,27,0,241
,20時,3251,0,2601,452,14,27,0,241
,21時,3111,0,2476,440,14,27,0,249
,22時,2910,0,2354,451,14,27,0,246
,23時,2960,0,2441,419,15,27,0,234
2020/4/22,0時,2920,0,2441,401,13,27,0,238
,1時,3018,0,2536,422,13,27,0,226
,2時,3184,0,2680,430,13,27,0,218
,3時,3272,0,2690,482,13,27,0,216
,4時,3280,0,2649,490,13,27,0,234
,5時,3195,0,2453,493,14,27,81,243
,6時,3172,0,2373,425,13,27,276,241
,7時,3119,0,2392,420,13,27,426,261
,8時,3300,0,2163,416,13,27,776,280
,9時,3480,0,2004,371,13,27,1099,284
,10時,3363,0,2021,369,14,27,1091,299
,11時,3349,0,1882,360,13,27,1186,301
,12時,3218,0,1608,337,14,27,1326,310
,13時,3280,0,1787,362,13,27,1290,318
,14時,3251,0,1941,371,14,27,968,327
,15時,3218,0,2052,413,15,27,601,322
,16時,3356,0,2440,449,14,27,245,291
,17時,3418,0,2614,466,15,27,53,258
,18時,3517,0,2717,509,14,27,0,267
,19時,3450,0,2674,492,14,27,0,288
,20時,3343,0,2746,366,15,27,0,261
,21時,3194,0,2680,364,14,27,0,235
,22時,2984,0,2497,374,14,27,0,227
,23時,3039,0,2502,358,15,27,0,197
2020/4/23,0時,3002,0,2596,327,14,27,0,204
,1時,3066,0,2596,340,14,27,0,223
,2時,3237,0,2715,395,15,27,0,205
,3時,3337,0,2709,449,14,27,0,217
,4時,3373,0,2741,462,14,27,0,226
,5時,3269,0,2655,456,15,27,82,214
,6時,3135,0,2425,363,14,27,264,220
,7時,3068,0,2262,335,14,27,510,223
,8時,3319,0,2118,329,14,27,871,232
,9時,3452,0,2061,303,15,27,977,225
,10時,3449,0,1913,302,14,27,930,221
,11時,3587,0,1951,289,14,27,1026,225
,12時,3339,0,1930,263,15,27,975,220
,13時,3440,0,2197,303,14,27,794,231
,14時,3411,0,2343,381,14,27,626,253
,15時,3426,0,2447,434,16,27,423,249
,16時,3518,0,2704,452,15,27,209,232
,17時,3570,0,2778,519,15,27,42,236
,18時,3658,0,2802,536,16,27,0,236
,19時,3597,0,2817,514,15,27,0,210
,20時,3444,0,2842,436,15,27,0,193
,21時,3279,0,2789,373,16,27,0,186
,22時,3068,0,2579,368,15,27,0,165
,23時,3136,0,2695,354,16,27,0,147
2020/4/24,0時,3039,0,2651,329,14,27,0,121
,1時,3164,0,2747,342,15,27,0,105
,2時,3322,0,2768,450,14,27,0,102
,3時,3390,0,2769,475,15,27,0,98
,4時,3420,0,2775,491,14,27,0,88
,5時,3357,0,2770,455,14,27,84,83
,6時,3295,0,2626,368,15,27,383,97
,7時,3156,0,2455,312,14,27,794,99
,8時,3362,0,2402,289,15,27,1185,116
,9時,3552,0,2392,272,14,27,1293,124
,10時,3475,0,1966,244,14,27,1321,133
,11時,3422,0,1938,226,15,27,1292,148
,12時,3138,0,1962,194,14,27,1189,162
,13時,3273,0,2219,242,14,27,1083,139
,14時,3264,0,2176,278,15,27,885,120
,15時,3234,0,2243,309,14,27,642,120
,16時,3395,0,2614,384,15,27,276,132
,17時,3401,0,2767,425,16,27,57,124
,18時,3501,0,2809,451,15,27,0,122
,19時,3494,0,2813,455,16,27,0,104
,20時,3319,0,2807,365,15,27,0,93
,21時,3154,0,2699,331,15,27,0,79
,22時,2949,0,2565,319,16,27,0,89
,23時,2986,0,2593,307,15,27,0,96
2020/4/25,0時,2960,0,2623,299,14,27,0,91
,1時,3080,0,2669,311,15,27,0,101
,2時,3198,0,2666,423,14,27,0,87
,3時,3294,0,2671,473,15,27,0,71
,4時,3270,0,2650,483,14,27,0,62
,5時,3131,0,2579,428,15,27,93,71
,6時,3029,0,2373,324,14,27,370,81
,7時,2883,0,2162,298,14,27,577,112
,8時,2980,0,1918,262,15,27,789,138
,9時,3134,0,1799,244,14,27,991,161
,10時,3131,0,1712,223,14,27,1085,173
,11時,3180,0,1678,213,15,27,1183,163
,12時,2887,0,1574,194,14,27,1043,156
,13時,2806,0,1597,212,14,27,930,152
,14時,2878,0,1726,247,15,27,756,149
,15時,2963,0,2058,264,14,27,402,126
,16時,3030,0,2374,351,14,27,149,145
,17時,3175,0,2436,405,15,27,32,144
,18時,3270,0,2472,414,16,27,0,166
,19時,3245,0,2499,398,15,27,0,158
,20時,3130,0,2522,366,15,27,0,114
,21時,2988,0,2530,323,16,27,0,103
,22時,2832,0,2490,321,15,27,0,120
,23時,2882,0,2438,344,15,27,0,135
2020/4/26,0時,2827,0,2375,327,15,27,0,127
,1時,2917,0,2509,335,14,27,0,115
,2時,3062,0,2587,414,15,27,0,101
,3時,3187,0,2666,441,14,27,0,76
,4時,3198,0,2618,434,14,27,0,69
,5時,3144,0,2539,391,14,27,40,68
,6時,2959,0,2416,294,15,27,69,62
,7時,2809,0,2266,287,14,27,139,74
,8時,2991,0,2274,286,14,27,301,78
,9時,3087,0,2345,257,14,27,367,89
,10時,3067,0,2454,239,15,27,407,109
,11時,3006,0,2388,245,14,27,435,116
,12時,2926,0,2083,236,14,27,686,112
,13時,2783,0,1940,265,15,27,686,121
,14時,2753,0,2094,274,14,27,556,129
,15時,2710,0,2100,286,14,27,316,151
,16時,2871,0,2395,304,16,27,213,140
,17時,3035,0,2582,337,15,27,61,131
,18時,3180,0,2620,417,15,27,0,133
,19時,3180,0,2603,428,16,27,0,136
,20時,3058,0,2541,422,15,27,0,117
