月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,風力実績
,21時,3040,0,1872,720,14,274,0,316
,22時,2879,0,1786,645,15,273,0,305
,23時,2859,0,1674,641,15,272,0,269
2023/4/5,0時,2840,0,1694,642,15,273,0,216
,1時,2950,0,1548,666,14,273,0,163
,2時,3050,0,1586,672,15,274,0,125
,3時,3162,0,1571,702,15,271,0,114
,4時,3194,0,1559,723,14,263,0,90
,5時,3195,0,1614,763,15,263,52,78
,6時,3241,0,1550,752,15,260,279,69
,7時,3085,0,1331,646,15,263,450,54
,8時,3322,0,1459,568,15,273,802,48
,9時,3431,0,1557,539,14,272,1033,53
,10時,3483,0,1488,519,16,271,1149,41
,11時,3469,0,1549,518,15,272,1130,54
,12時,3227,0,1514,500,16,273,1061,64
,13時,3240,0,1490,525,15,272,996,78
,14時,3122,0,1480,566,15,272,880,99
,15時,3042,0,1568,634,16,272,596,109
,16時,3136,0,1701,677,15,271,262,95
,17時,3209,0,1905,763,16,272,32,99
,18時,3362,0,2153,812,15,273,0,96
,19時,3273,0,2023,831,15,274,0,77
,20時,3122,0,2028,833,16,275,0,106
,21時,2972,0,1879,831,15,275,0,146
,22時,2833,0,1781,834,15,274,0,160
,23時,2867,0,1769,802,16,273,0,197
2023/4/6,0時,2802,0,1622,784,15,274,0,170
,1時,2835,0,1466,776,15,274,0,140
,2時,2949,0,1456,784,16,275,0,106
,3時,3071,0,1483,788,15,275,0,87
,4時,3133,0,1498,803,15,275,0,140
,5時,3121,0,1430,816,15,273,52,187
,6時,3163,0,1494,759,16,272,268,195
,7時,3098,0,1350,731,15,272,394,184
,8時,3320,0,1384,665,15,273,690,235
,9時,3479,0,1525,588,16,273,872,261
,10時,3474,0,1519,583,15,273,966,236
,11時,3550,0,1555,589,15,272,1010,256
,12時,3324,0,1437,553,16,272,871,253
,13時,3403,0,1547,579,15,272,600,227
,14時,3439,0,1536,634,16,272,383,247
,15時,3455,0,1565,737,15,270,206,280
,16時,3489,0,1692,782,15,270,74,349
,17時,3471,0,1973,809,16,272,11,371
,18時,3519,0,2058,837,15,271,0,340
,19時,3426,0,2109,854,15,272,0,289
,20時,3257,0,2084,857,15,273,0,253
,21時,3064,0,1981,854,15,274,0,247
,22時,2918,0,1945,837,16,272,0,236
,23時,2929,0,1823,838,15,272,0,323
2023/4/7,0時,2838,0,1551,788,15,273,0,438
,1時,2900,0,1498,791,15,273,0,373
,2時,2980,0,1434,817,16,273,0,306
,3時,3077,0,1503,821,15,273,0,260
,4時,3155,0,1531,836,15,273,0,272
,5時,3137,0,1707,847,16,272,52,264
,6時,3214,0,1579,885,15,272,250,263
,7時,3224,0,1491,866,15,271,306,237
,8時,3531,0,1534,862,16,272,408,251
,9時,3732,0,1625,869,15,271,403,223
,10時,3703,0,1506,888,15,269,348,222
,11時,3703,0,1520,882,16,270,369,163
,12時,3542,0,1586,863,15,273,350,147
,13時,3613,0,1706,898,15,272,295,128
,14時,3616,0,1696,947,16,272,227,98
,15時,3543,0,1631,935,15,271,148,109
,16時,3514,0,1756,921,15,271,60,92
,17時,3477,0,1987,920,15,272,11,89
,18時,3508,0,2084,909,15,273,0,95
,19時,3428,0,2116,891,15,274,0,67
,20時,3223,0,2006,881,15,273,0,71
,21時,3058,0,1918,870,15,273,0,72
,22時,2935,0,1718,853,15,273,0,69
,23時,2959,0,1681,864,15,272,0,79
2023/4/8,0時,2851,0,1618,867,15,274,0,78
,1時,2868,0,1708,871,15,274,0,68
,2時,3003,0,1843,870,15,274,0,51
,3時,3116,0,1792,878,15,274,0,41
,4時,3185,0,1849,869,16,274,0,25
,5時,3148,0,1883,869,15,273,55,21
,6時,3123,0,1723,874,15,273,256,16
,7時,2997,0,1395,866,15,272,382,12
,8時,3079,0,1301,853,15,273,630,18
,9時,3132,0,1287,844,15,272,873,19
,10時,3117,0,1320,866,15,270,1105,19
,11時,3079,0,1243,873,15,270,1171,53
,12時,3016,0,1380,850,15,269,1242,86
,13時,3043,0,1377,865,15,267,1093,96
,14時,2924,0,1297,887,15,266,779,138
,15時,2915,0,1511,889,15,268,435,149
,16時,3002,0,1678,886,15,267,156,117
,17時,3119,0,1833,892,15,268,22,130
,18時,3242,0,1942,898,15,268,0,116
,19時,3205,0,1976,902,15,268,0,97
,20時,3071,0,1945,889,16,269,0,126
,21時,2915,0,1818,876,15,269,0,157
,22時,2840,0,1766,877,15,269,0,164
,23時,2873,0,1757,876,15,268,0,210
2023/4/9,0時,2820,0,1646,853,15,270,0,227
,1時,2878,0,1689,879,15,270,0,224
,2時,2992,0,1803,886,15,270,0,271
,3時,3089,0,1924,901,15,268,0,310
,4時,3127,0,1952,897,15,268,0,300
,5時,3080,0,1742,898,15,268,61,327
,6時,3088,0,1396,880,15,267,239,345
,7時,2926,0,954,865,15,266,355,302
,8時,2923,0,835,844,15,267,687,293
,9時,2924,0,782,849,15,267,1031,303
,10時,2923,0,736,852,15,266,1280,300
,11時,2935,0,628,856,15,266,1477,304
,12時,2969,0,648,829,15,266,1551,286
,13時,2887,0,735,832,15,266,1346,321
,14時,2765,0,831,855,15,266,1018,349
,15時,2750,0,920,862,15,265,577,394
,16時,2868,0,1226,876,15,265,237,394
,17時,3081,0,1658,905,15,267,43,345
,18時,3327,0,1950,925,15,269,0,305
,19時,3306,0,2044,892,15,268,0,238
,20時,3203,0,2045,871,15,270,0,184
,21時,3035,0,1956,871,15,269,0,165
,22時,2916,0,1733,832,15,268,0,138
,23時,2931,0,1674,835,15,269,0,188
2023/4/10,0時,2853,0,1662,815,15,269,0,183
,1時,2943,0,1647,842,15,270,0,239
,2時,3087,0,1749,865,15,269,0,301
,3時,3175,0,1845,880,15,269,0,317
,4時,3237,0,1886,866,15,269,0,320
,5時,3175,0,1746,850,15,268,86,332
,6時,3249,0,1565,846,15,266,433,349
,7時,3304,0,1496,839,14,266,826,361
,8時,3466,0,1293,858,15,264,1190,402
,9時,3575,0,1272,848,15,265,1478,420
,10時,3587,0,1217,842,15,267,1684,437
,11時,3488,0,1197,817,15,266,1731,416
,12時,3259,0,1187,779,15,267,1709,397
,13時,3275,0,1251,814,15,266,1550,416
,14時,3194,0,1304,817,15,266,1263,460
,15時,3088,0,1312,835,15,264,815,459
,16時,3124,0,1548,838,15,264,359,409
,17時,3214,0,1876,892,16,267,54,374
,18時,3375,0,2118,905,15,267,0,369
,19時,3338,0,2113,896,14,268,0,358
,20時,3161,0,1986,866,15,268,0,288
,21時,2985,0,1842,836,15,269,0,261
,22時,2862,0,1772,817,15,268,0,245
,23時,2841,0,1797,795,15,268,0,305
2023/4/11,0時,2742,0,1700,802,14,262,0,324
,1時,2815,0,1738,859,15,263,0,327
,2時,2954,0,1820,849,15,265,0,337
,3時,3056,0,1857,868,15,267,0,351
,4時,3117,0,1808,875,15,268,0,375
,5時,3086,0,1784,892,15,269,88,378
,6時,3146,0,1660,857,15,268,431,396
,7時,3239,0,1426,840,15,268,804,417
,8時,3422,0,1231,811,15,267,1040,454
,9時,3478,0,1197,794,15,266,1235,435
,10時,3417,0,1099,788,15,265,1404,405
,11時,3390,0,1212,783,15,265,1419,414
,12時,3248,0,1199,774,15,267,1266,407
,13時,3374,0,1269,818,14,266,1068,417
,14時,3357,0,1378,839,15,266,843,438
,15時,3288,0,1619,899,15,266,517,430
,16時,3272,0,1697,919,15,265,186,420
,17時,3273,0,1719,925,15,265,25,444
,18時,3353,0,1762,936,15,265,0,452
,19時,3287,0,1758,924,15,266,0,410
,20時,3116,0,1637,909,15,268,0,400
,21時,2930,0,1556,910,15,269,0,386
,22時,2779,0,1529,888,15,269,0,392
,23時,2819,0,1506,883,15,269,0,489
2023/4/12,0時,2771,0,1562,857,14,270,0,470
,1時,2773,0,1490,860,15,269,0,444
,2時,2880,0,1538,864,15,268,0,431
,3時,3014,0,1582,882,15,269,0,441
,4時,3062,0,1659,884,14,269,0,415
,5時,3110,0,1689,904,15,269,70,442
,6時,3224,0,1737,911,15,268,189,460
,7時,3177,0,1567,906,15,267,214,450
,8時,3301,0,1473,900,14,267,403,453
,9時,3298,0,1313,932,15,267,743,496
,10時,3464,0,1382,914,16,267,1107,519
,11時,3313,0,1366,896,15,267,1306,486
,12時,3056,0,1220,883,15,267,1398,496
,13時,3195,0,1298,900,16,267,1404,500
,14時,3142,0,1373,927,15,268,1137,500
,15時,3081,0,1380,938,15,268,758,491
,16時,3135,0,1386,965,15,268,372,476
,17時,3210,0,1553,975,16,270,58,509
,18時,3368,0,1739,962,15,270,0,522
,19時,3327,0,1696,965,15,270,0,540
,20時,3163,0,1686,935,16,270,0,535
,21時,2994,0,1647,932,15,270,0,521
,22時,2825,0,1483,925,15,269,0,502
,23時,2850,0,1471,930,15,269,0,491
2023/4/13,0時,2793,0,1536,929,16,270,0,465
,1時,2841,0,1638,931,15,271,0,428
,2時,2987,0,1674,963,15,272,0,403
,3時,3088,0,1747,966,15,271,0,407
,4時,3114,0,1719,956,15,271,0,418
,5時,3147,0,1698,935,15,272,95,393
,6時,3304,0,1562,921,15,272,465,406
,7時,3249,0,1284,907,15,271,879,432
,8時,3523,0,1158,885,16,272,1309,485
,9時,3688,0,1105,899,15,272,1537,507
,10時,3627,0,1228,910,15,271,1542,508
,11時,3653,0,1100,920,15,271,1612,548
,12時,3351,0,1123,891,15,272,1519,563
,13時,3388,0,1254,911,15,271,1390,551
,14時,3299,0,1319,938,15,272,1109,513
,15時,3235,0,1381,958,15,272,754,441
,16時,3264,0,1610,951,15,272,356,378
,17時,3277,0,1776,961,15,274,54,340
,18時,3420,0,1932,965,15,274,0,348
,19時,3373,0,1958,956,15,275,0,250
,20時,3210,0,1849,945,15,274,0,192
,21時,3017,0,1700,946,15,274,0,202
,22時,2864,0,1576,947,15,275,0,189
,23時,2884,0,1647,923,15,274,0,163
2023/4/14,0時,2810,0,1666,924,15,274,0,166
,1時,2879,0,1744,937,15,274,0,141
,2時,2998,0,1802,982,14,274,0,124
,3時,3120,0,1795,989,15,274,0,102
,4時,3156,0,1798,978,15,274,0,122
,5時,3104,0,1658,978,15,273,110,108
,6時,3213,0,1451,933,15,273,534,82
,7時,3229,0,1285,912,15,272,1022,78
,8時,3450,0,1248,893,15,274,1400,70
,9時,3588,0,1129,868,15,273,1635,75
,10時,3603,0,1040,875,15,272,1757,106
,11時,3678,0,1198,881,15,273,1684,143
,12時,3472,0,1094,865,15,273,1584,153
,13時,3494,0,1182,889,15,273,1336,144
,14時,3433,0,1298,928,16,273,997,130
,15時,3358,0,1479,932,15,273,641,172
,16時,3297,0,1549,943,15,272,290,174
,17時,3262,0,1707,982,15,274,55,137
,18時,3389,0,1943,977,15,274,0,97
,19時,3367,0,1983,965,14,275,1,66
,20時,3207,0,1900,963,15,275,0,49
,21時,3059,0,1834,956,15,275,0,40
,22時,2947,0,1698,944,16,275,0,29
,23時,2969,0,1733,938,15,274,0,39
2023/4/15,0時,2884,0,1651,913,15,275,0,41
,1時,2944,0,1605,933,14,275,0,41
,2時,3048,0,1662,962,15,275,0,46
,3時,3122,0,1661,980,15,275,0,39
,4時,3161,0,1752,979,15,275,0,38
,5時,3082,0,1741,961,15,274,118,22
,6時,3027,0,1546,916,15,274,545,22
,7時,2958,0,1273,918,15,273,1043,26
,8時,3082,0,1268,894,15,274,1465,45
,9時,3288,0,1247,902,15,274,1693,41
,10時,3227,0,1152,903,15,278,1749,44
,11時,3147,0,1254,894,15,278,1660,71
,12時,3013,0,1197,868,15,279,1588,85
,13時,2947,0,1296,886,15,279,1348,88
,14時,2889,0,1349,895,15,279,993,87
,15時,2862,0,1471,907,15,278,601,112
,16時,2879,0,1408,932,15,277,244,149
,17時,2975,0,1527,953,15,279,45,192
,18時,3167,0,1714,967,15,277,0,222
,19時,3164,0,1706,961,15,271,1,273
,20時,3051,0,1632,950,15,271,0,312
,21時,2895,0,1619,936,15,271,0,318
,22時,2810,0,1561,897,15,271,0,321
,23時,2795,0,1506,898,15,271,0,369
2023/4/16,0時,2795,0,1524,921,15,272,0,355
,1時,2903,0,1614,931,15,272,0,351
,2時,2980,0,1546,943,14,271,0,369
,3時,3087,0,1623,940,15,272,0,341
,4時,3117,0,1639,941,15,272,0,327
,5時,3085,0,1499,936,15,271,67,350
,6時,3055,0,1407,926,15,270,144,363
,7時,2983,0,1300,926,15,270,171,371
,8時,3136,0,1244,928,15,271,236,388
,9時,3207,0,1310,907,14,271,258,399
,10時,3175,0,1222,899,15,270,332,373
,11時,3208,0,1199,904,15,270,341,340
,12時,3194,0,1275,901,15,270,315,306
,13時,3117,0,1270,923,15,270,256,279
,14時,3052,0,1354,934,14,270,241,286
,15時,2989,0,1364,960,15,270,209,344
,16時,3038,0,1395,975,15,269,125,390
,17時,3172,0,1414,981,15,271,36,443
,18時,3315,0,1593,1003,15,270,0,455
,19時,3311,0,1730,988,14,270,0,403
,20時,3199,0,1709,972,15,271,0,434
,21時,3048,0,1568,962,15,271,0,448
,22時,2921,0,1553,933,15,270,0,464
,23時,2930,0,1475,950,15,271,0,509
2023/4/17,0時,2892,0,1364,955,15,271,0,526
,1時,2985,0,1436,972,14,271,0,521
,2時,3093,0,1303,979,15,271,0,506
,3時,3209,0,1400,992,15,271,0,472
,4時,3254,0,1341,999,14,271,0,474
,5時,3270,0,1376,1006,15,271,97,465
,6時,3336,0,1407,979,15,270,297,453
,7時,3292,0,1273,970,14,270,538,459
,8時,3576,0,1256,963,15,270,862,439
,9時,3845,0,1442,949,15,269,1002,411
,10時,3844,0,1392,917,15,270,985,366
,11時,3762,0,1368,923,15,269,901,335
,12時,3519,0,1270,918,14,270,833,355
,13時,3634,0,1461,926,15,270,718,341
,14時,3591,0,1667,926,15,269,574,325
,15時,3557,0,1751,934,15,270,423,332
,16時,3566,0,1804,967,15,269,193,313
,17時,3593,0,1789,1005,15,270,36,296
,18時,3657,0,1895,1003,14,270,0,280
,19時,3608,0,1922,968,15,271,0,259
,20時,3434,0,1889,971,15,271,0,225
,21時,3213,0,1843,928,15,271,0,218
,22時,3052,0,1718,910,15,271,0,217
,23時,3037,0,1783,906,14,271,0,228
2023/4/18,0時,2972,0,1746,915,15,270,0,190
,1時,3048,0,1826,937,15,271,0,130
,2時,3158,0,1936,948,14,271,0,94
,3時,3274,0,1919,953,15,271,0,113
,4時,3304,0,1845,955,15,271,0,144
,5時,3235,0,1692,957,15,270,138,143
,6時,3230,0,1437,939,14,270,607,148
,7時,3201,0,1168,937,15,269,1139,166
,8時,3400,0,1258,930,15,270,1611,162
,9時,3578,0,1216,915,15,270,1896,161
,10時,3590,0,1186,896,15,269,2004,127
,11時,3572,0,1142,848,14,269,2006,189
,12時,3400,0,1124,822,15,270,1925,173
,13時,3394,0,1114,854,15,270,1719,167
,14時,3247,0,1142,897,14,270,1389,157
,15時,3115,0,1220,920,15,270,889,163
,16時,3198,0,1588,933,15,269,388,140
,17時,3236,0,1753,952,15,270,65,130
,18時,3381,0,1889,962,14,270,0,111
,19時,3365,0,1832,965,15,271,0,53
,20時,3203,0,1732,967,15,271,0,32
,21時,3012,0,1674,929,15,271,0,36
,22時,2821,0,1577,896,15,271,0,40
,23時,2833,0,1636,884,14,271,0,42
2023/4/19,0時,2749,0,1726,860,15,271,0,46
,1時,2833,0,1678,889,15,271,0,71
,2時,2936,0,1718,913,15,271,0,85
,3時,3048,0,1765,938,14,271,0,100
,4時,3126,0,1839,946,15,271,0,122
,5時,3131,0,1735,946,15,270,100,103
,6時,3165,0,1619,915,15,269,277,85
,7時,3113,0,1428,906,14,268,472,56
,8時,3391,0,1336,891,15,270,839,47
,9時,3604,0,1337,882,15,269,1081,37
,10時,3605,0,1251,851,15,269,1204,39
,11時,3459,0,1195,833,15,269,1195,60
,12時,3307,0,1233,808,16,269,1079,58
,13時,3380,0,1335,812,15,269,966,56
,14時,3327,0,1386,843,15,268,762,52
,15時,3254,0,1493,872,15,268,523,82
,16時,3254,0,1639,906,15,267,279,128
,17時,3289,0,1766,938,15,269,47,132
,18時,3420,0,1909,940,15,270,0,98
,19時,3389,0,1999,912,15,270,0,100
,20時,3227,0,1948,898,16,270,0,145
,21時,3043,0,1949,855,15,270,0,153
,22時,2841,0,1718,815,15,270,0,152
,23時,2854,0,1685,815,15,270,0,211
2023/4/20,0時,2783,0,1445,807,15,270,0,228
,1時,2858,0,1598,808,15,271,0,196
,2時,2977,0,1674,839,15,270,0,190
,3時,3103,0,1624,895,15,270,0,188
,4時,3152,0,1660,897,16,270,0,149
,5時,3055,0,1461,894,15,269,140,180
,6時,3091,0,1352,854,15,269,527,201
,7時,3083,0,1239,812,15,269,959,195
,8時,3370,0,1244,809,15,270,1330,207
,9時,3732,0,1470,788,15,269,1447,236
,10時,3752,0,1325,791,15,268,1230,231
,11時,3699,0,1378,774,15,268,910,281
,12時,3394,0,1307,752,15,269,664,312
,13時,3546,0,1354,754,15,268,551,329
,14時,3447,0,1462,812,16,269,393,372
,15時,3417,0,1502,830,15,269,263,433
,16時,3404,0,1593,861,15,269,131,418
,17時,3358,0,1504,873,15,269,32,422
,18時,3458,0,1714,878,15,268,0,420
,19時,3394,0,1822,863,15,269,0,387
,20時,3218,0,1730,856,15,269,0,390
,21時,3028,0,1745,825,15,270,0,342
,22時,2872,0,1691,811,15,269,0,370
,23時,2870,0,1617,799,16,269,0,462
2023/4/21,0時,2782,0,1462,776,15,269,0,427
,1時,2822,0,1470,780,15,269,0,448
,2時,2988,0,1623,852,15,270,0,448
,3時,3094,0,1598,906,15,270,0,491
,4時,3143,0,1636,905,15,270,0,502
,5時,3137,0,1503,903,15,269,142,524
,6時,3212,0,1372,848,15,269,572,547
,7時,3199,0,1123,810,15,268,1045,554
,8時,3375,0,1023,800,15,269,1543,578
,9時,3550,0,956,717,15,269,1887,590
,10時,3553,0,893,702,15,268,2009,574
,11時,3556,0,938,705,15,268,2011,584
,12時,3379,0,928,702,15,269,1922,583
,13時,3435,0,1055,714,15,269,1719,557
,14時,3299,0,1186,757,15,269,1378,544
,15時,3216,0,1305,768,15,268,898,595
,16時,3235,0,1328,815,15,268,418,583
,17時,3239,0,1471,854,15,269,81,617
,18時,3374,0,1725,864,15,269,0,632
,19時,3382,0,1671,872,15,269,0,642
,20時,3201,0,1601,842,15,270,0,613
,21時,3047,0,1550,848,15,270,0,565
,22時,2894,0,1563,802,15,269,0,478
,23時,2889,0,1589,784,15,270,0,476
2023/4/22,0時,2808,0,1473,773,15,273,0,505
,1時,2891,0,1380,833,15,275,0,551
,2時,2986,0,1285,872,15,276,0,549
,3時,3107,0,1213,873,15,276,0,570
,4時,3126,0,1219,890,15,277,0,552
,5時,3070,0,1131,885,15,276,121,566
,6時,3040,0,1101,829,15,276,405,596
,7時,3045,0,1066,775,15,275,682,585
,8時,3228,0,1078,734,15,276,924,548
,9時,3305,0,957,773,15,276,1001,552
,10時,3251,0,956,701,15,276,1019,508
,11時,3195,0,842,688,15,276,1100,510
,12時,3065,0,825,683,15,276,1142,501
,13時,3063,0,1022,694,15,276,967,477
,14時,2988,0,1130,715,15,276,733,400
,15時,2929,0,1102,822,15,276,554,414
,16時,2956,0,1319,857,15,281,313,366
,17時,3036,0,1462,916,15,285,64,329
,18時,3185,0,1732,910,15,285,0,301
,19時,3228,0,1803,903,15,286,1,228
,20時,3105,0,1792,893,15,286,0,184
,21時,2954,0,1723,849,15,286,0,185
,22時,2851,0,1671,795,15,286,0,211
,23時,2883,0,1541,765,14,286,0,243
2023/4/23,0時,2796,0,1263,768,15,286,0,256
,1時,2888,0,1149,839,15,286,0,266
,2時,2996,0,1223,850,15,286,0,258
,3時,3088,0,1213,869,15,286,0,300
,4時,3088,0,1241,865,15,286,0,303
,5時,3007,0,1122,847,15,286,152,318
,6時,2947,0,912,813,15,285,526,326
,7時,2819,0,586,744,15,284,928,314
,8時,2978,0,483,724,15,286,1244,334
,9時,3145,0,584,751,15,285,1308,342
,10時,2992,0,567,712,15,285,1327,370
,11時,2996,0,626,675,15,285,1307,400
,12時,2977,0,630,669,15,285,1238,410
,13時,2856,0,683,681,15,285,1051,433
,14時,2767,0,828,699,15,285,853,418
,15時,2726,0,909,809,15,284,587,422
,16時,2773,0,1070,841,15,285,290,417
,17時,2927,0,1258,869,15,286,47,411
,18時,3168,0,1516,903,15,285,0,389
,19時,3200,0,1564,897,15,285,1,325
,20時,3094,0,1557,862,15,286,0,282
,21時,2937,0,1568,815,14,285,0,257
,22時,2789,0,1596,738,15,286,0,248
,23時,2783,0,1576,733,15,286,0,236
2023/4/24,0時,2709,0,1336,734,15,286,0,233
,1時,2802,0,1294,789,15,286,0,231
,2時,2918,0,1317,798,15,286,0,232
,3時,3037,0,1332,832,15,286,0,226
,4時,3073,0,1271,839,15,286,0,223
,5時,3068,0,1208,821,15,285,146,237
,6時,3092,0,1127,740,15,284,564,258
,7時,3186,0,1187,671,15,284,997,265
,8時,3508,0,1133,646,15,285,1321,300
,9時,3714,0,1219,696,15,284,1401,330
,10時,3681,0,1046,679,14,284,1384,379
,11時,3570,0,1133,624,15,284,1233,423
,12時,3371,0,1228,614,15,285,1140,418
,13時,3363,0,1302,636,15,284,970,422
,14時,3327,0,1323,671,15,285,821,476
,15時,3236,0,1295,713,15,284,640,494
,16時,3223,0,1378,834,14,284,358,486
,17時,3225,0,1655,882,15,285,82,463
,18時,3365,0,1731,908,15,285,0,468
,19時,3393,0,1816,907,15,285,0,408
,20時,3237,0,1684,890,15,286,0,434
,21時,3075,0,1650,806,15,286,0,420
,22時,2895,0,1632,769,15,286,0,395
,23時,2888,0,1388,772,15,285,0,468
2023/4/25,0時,2775,0,1214,767,15,285,0,457
,1時,2807,0,1215,790,15,286,0,428
,2時,2958,0,1442,798,14,286,0,399
,3時,3057,0,1487,824,15,286,0,378
,4時,3065,0,1363,853,15,286,1,387
,5時,3074,0,1326,852,15,285,163,356
,6時,3155,0,1195,819,15,285,668,344
,7時,3164,0,1320,749,15,285,1189,333
,8時,3377,0,1195,742,14,285,1645,337
,9時,3573,0,1150,712,15,284,1926,349
,10時,3562,0,1165,689,15,285,2022,296
,11時,3507,0,1235,650,14,284,2014,268
,12時,3265,0,1190,641,15,285,1955,257
,13時,3288,0,1215,672,15,285,1781,245
,14時,3155,0,1256,720,14,284,1442,183
,15時,3054,0,1326,753,15,285,923,184
,16時,3097,0,1586,823,15,284,421,149
,17時,3107,0,1692,894,15,285,78,164
,18時,3262,0,1931,928,14,285,0,205
,19時,3252,0,1807,933,15,286,0,297
,20時,3085,0,1725,905,15,286,0,301
,21時,2901,0,1683,855,15,285,0,324
,22時,2764,0,1607,804,15,285,0,333
,23時,2742,0,1470,803,14,285,0,343
2023/4/26,0時,2606,0,1223,794,15,287,0,336
,1時,2667,0,1254,803,15,286,0,344
,2時,2789,0,1320,809,15,285,0,333
,3時,2909,0,1336,807,14,286,0,280
,4時,2970,0,1308,845,15,286,1,267
,5時,3042,0,1370,788,15,284,87,292
,6時,3095,0,1419,788,14,283,153,300
,7時,3123,0,1399,783,15,284,209,304
,8時,3412,0,1596,801,15,285,306,277
,9時,3612,0,1751,845,14,284,365,253
,10時,3626,0,1766,865,16,284,367,202
,11時,3601,0,1829,880,15,284,381,183
,12時,3404,0,1731,802,15,285,367,177
,13時,3528,0,1737,815,16,285,316,161
,14時,3495,0,1903,819,15,285,251,129
,15時,3414,0,1966,855,15,284,161,119
,16時,3413,0,2151,936,16,284,81,123
,17時,3354,0,2038,950,15,285,24,176
,18時,3401,0,2003,911,15,285,0,230
