月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,風力実績
,,,,,,,,,
2021/10/1,0時,2598,0,2116,486,12,114,0,37
,1時,2551,0,2047,430,12,115,0,32
,2時,2656,0,2098,442,11,115,0,22
,3時,2811,0,2341,425,12,115,0,8
,4時,2878,0,2397,440,12,115,0,12
,5時,2805,0,2420,421,12,115,2,20
,6時,2764,0,2253,421,12,115,130,27
,7時,2863,0,2157,403,12,115,487,33
,8時,3153,0,2174,369,12,115,902,40
,9時,3343,0,2143,376,12,115,1147,22
,10時,3473,0,2237,382,11,114,1233,17
,11時,3551,0,2465,366,12,114,1118,13
,12時,3390,0,2533,345,11,115,905,14
,13時,3463,0,2533,355,12,114,677,13
,14時,3493,0,2569,373,12,114,439,16
,15時,3436,0,2655,367,11,114,161,16
,16時,3454,0,2744,421,12,115,28,27
,17時,3546,0,2776,442,13,115,6,36
,18時,3465,0,2664,472,12,115,6,48
,19時,3319,0,2601,450,13,115,6,44
,20時,3102,0,2463,398,13,115,2,47
,21時,2898,0,2258,388,13,115,0,79
,22時,2764,0,2106,394,12,115,0,93
,23時,2717,0,2078,367,13,115,0,105
2021/10/2,0時,2556,0,1960,331,12,114,0,135
,1時,2501,0,1841,322,12,115,0,177
,2時,2581,0,1915,323,11,115,0,183
,3時,2756,0,2113,310,12,115,0,155
,4時,2821,0,2189,331,12,115,0,124
,5時,2697,0,2088,343,12,115,1,102
,6時,2681,0,1995,373,12,115,71,81
,7時,2770,0,2024,351,12,115,180,61
,8時,2985,0,2042,334,11,115,396,45
,9時,3137,0,1971,338,12,115,609,43
,10時,3098,0,1711,324,12,115,834,43
,11時,3167,0,1609,317,12,115,1000,61
,12時,2998,0,1378,303,11,115,1065,92
,13時,3094,0,1507,352,12,115,894,161
,14時,3092,0,1891,384,12,115,602,181
,15時,2979,0,1940,394,11,115,294,196
,16時,3072,0,2157,424,13,115,56,188
,17時,3258,0,2303,454,13,115,1,195
,18時,3278,0,2288,458,13,115,0,210
,19時,3168,0,2228,426,12,115,0,176
,20時,2968,0,2104,381,13,115,0,204
,21時,2774,0,2005,364,13,115,0,196
,22時,2605,0,1952,375,13,115,0,223
,23時,2511,0,1978,355,12,115,0,200
2021/10/3,0時,2443,0,1938,301,12,115,0,198
,1時,2430,0,1778,309,12,115,0,192
,2時,2508,0,1880,317,12,115,0,154
,3時,2692,0,2061,322,11,115,0,149
,4時,2708,0,2079,328,12,115,0,160
,5時,2571,0,1981,330,12,115,2,141
,6時,2427,0,1787,346,12,115,146,161
,7時,2415,0,1310,322,11,115,653,218
,8時,2534,0,1139,272,12,115,1084,224
,9時,2640,0,1100,272,12,115,1316,225
,10時,2795,0,1074,243,12,115,1392,247
,11時,2795,0,1084,229,11,115,1428,234
,12時,2661,0,1079,204,12,115,1369,237
,13時,2655,0,1219,235,12,115,1275,214
,14時,2598,0,1495,249,12,115,964,188
,15時,2641,0,1798,312,12,115,530,142
,16時,2782,0,2027,410,13,115,92,87
,17時,3095,0,2281,432,12,115,0,66
,18時,3109,0,2248,436,13,115,3,83
,19時,3008,0,2173,406,13,115,2,128
,20時,2857,0,2063,359,13,115,0,178
,21時,2729,0,1986,359,12,115,0,197
,22時,2560,0,1859,301,13,115,0,234
,23時,2443,0,1821,286,13,115,0,230
2021/10/4,0時,2353,0,1776,261,11,115,0,209
,1時,2366,0,1743,290,12,115,0,274
,2時,2538,0,1910,311,11,115,0,250
,3時,2670,0,1967,303,11,115,0,251
,4時,2754,0,1984,317,12,115,0,259
