需給実績公表,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります。,,,,,,,,,,,（単位：MWh）
,,,,,,,,,,,
DATE,TIME,"エリアの
需要実績",,エリアの供給実績,,,,,,,
,,,,火力,水力,バイオマス,太陽光,,風力,,合計
,,,,,,,,"太陽光
出力制御量",,"風力
出力制御量",
,,,,,,,,,,,
2020/4/1,0:00,675.2,,665.2,0.8,4.7,0,0,4.5,0,675.2
2020/4/1,1:00,647.6,,636.1,0.9,4.7,0,0,5.9,0,647.6
2020/4/1,2:00,656.2,,645.4,0.9,4.7,0,0,5.2,0,656.2
2020/4/1,3:00,682.2,,670.3,0.9,4.6,0,0,6.4,0,682.2
2020/4/1,4:00,689.3,,678,0.9,4.7,0,0,5.7,0,689.3
2020/4/1,5:00,679.5,,668.9,0.9,4.7,0,0,5,0,679.5
2020/4/1,6:00,696.5,,683.6,0.9,4.7,0.7,0,6.6,0,696.5
2020/4/1,7:00,762.8,,739.7,0.9,4.6,8.4,0,9.2,0,762.8
2020/4/1,8:00,850.5,,813.6,0.9,4.9,16,0,15.1,0,850.5
2020/4/1,9:00,862.7,,822.8,0.9,4.9,19.1,0,15,0,862.7
2020/4/1,10:00,874.7,,799.5,0.9,4.9,54,0,15.4,0,874.7
2020/4/1,11:00,853.4,,784.2,0.9,4.9,49.5,0,13.9,0,853.4
2020/4/1,12:00,820.7,,698.9,0.9,4.9,99.2,0,16.8,0,820.7
2020/4/1,13:00,821.9,,662.6,0.9,4.9,137.2,0,16.3,0,821.9
2020/4/1,14:00,841,,679.7,0.9,4.9,140.8,0,14.7,0,841
2020/4/1,15:00,828.4,,683.5,0.9,4.9,124.4,0,14.7,0,828.4
2020/4/1,16:00,812.5,,740,0.9,5,51.3,0,15.3,0,812.5
2020/4/1,17:00,814.1,,782.2,0.9,5,11.6,0,14.4,0,814.1
2020/4/1,18:00,851.4,,830.1,0.9,5,1.8,0,13.6,0,851.4
2020/4/1,19:00,863.2,,845.6,0.9,4.9,0,0,11.8,0,863.2
2020/4/1,20:00,827.3,,813.3,0.9,4.7,0,0,8.4,0,827.3
2020/4/1,21:00,784.6,,771.7,0.9,4.7,0,0,7.3,0,784.6
2020/4/1,22:00,725,,714.5,0.9,4.7,0,0,4.9,0,725
2020/4/1,23:00,671.9,,663,0.9,4.7,0,0,3.3,0,671.9
2020/4/2,0:00,618.7,,610.3,0.9,4.6,0,0,2.9,0,618.7
2020/4/2,1:00,597.1,,588.5,0.9,4.7,0,0,3,0,597.1
2020/4/2,2:00,613.2,,603.1,0.9,4.7,0,0,4.5,0,613.2
2020/4/2,3:00,644.7,,634.8,0.9,4.6,0,0,4.4,0,644.7
2020/4/2,4:00,655.8,,645.7,0.9,4.6,0,0,4.6,0,655.8
2020/4/2,5:00,647.3,,638.6,0.9,4.7,0,0,3.1,0,647.3
2020/4/2,6:00,643.8,,635,0.9,4.7,1.2,0,2,0,643.8
2020/4/2,7:00,685.1,,652.2,0.9,4.6,25.4,0,2,0,685.1
2020/4/2,8:00,764.1,,666.1,0.9,4.9,90.4,0,1.8,0,764.1
2020/4/2,9:00,822.2,,675.6,0.9,4.9,139.7,0,1.1,0,822.2
2020/4/2,10:00,865.3,,686.4,0.9,4.9,172.3,0,0.8,0,865.3
2020/4/2,11:00,840,,692.7,0.9,4.8,140.6,0,1,0,840
2020/4/2,12:00,855,,643.3,0.9,4.8,205.5,0,0.5,0,855
2020/4/2,13:00,902.5,,664,0.9,4.8,232.2,0,0.6,0,902.5
2020/4/2,14:00,879.9,,704.9,0.9,4.9,168.8,0,0.4,0,879.9
2020/4/2,15:00,852.2,,738.8,0.9,4.8,107.2,0,0.5,0,852.2
2020/4/2,16:00,825.4,,789.5,0.9,4.9,29.7,0,0.4,0,825.4
2020/4/2,17:00,828.9,,807,0.9,5,14.9,0,1.1,0,828.9
2020/4/2,18:00,857.1,,847.5,0.9,5,2.6,0,1.1,0,857.1
2020/4/2,19:00,862.2,,854.5,0.9,4.9,0,0,1.9,0,862.2
2020/4/2,20:00,831.5,,824.4,0.9,4.6,0,0,1.6,0,831.5
2020/4/2,21:00,784.9,,778.2,0.9,4.7,0,0,1.1,0,784.9
2020/4/2,22:00,724.5,,718.4,0.9,4.7,0,0,0.5,0,724.5
2020/4/2,23:00,671.6,,666,0.9,4.6,0,0,0.1,0,671.6
2020/4/3,0:00,619.9,,614.4,0.9,4.6,0,0,0,0,619.9
2020/4/3,1:00,596,,590.4,0.9,4.7,0,0,0,0,596
2020/4/3,2:00,614.4,,608.7,0.9,4.7,0,0,0.1,0,614.4
2020/4/3,3:00,644,,638.3,0.9,4.6,0,0,0.2,0,644
2020/4/3,4:00,652.8,,647.2,0.9,4.6,0,0,0.1,0,652.8
2020/4/3,5:00,646.4,,640.7,0.9,4.7,0,0,0.1,0,646.4
2020/4/3,6:00,643.5,,636.7,0.9,4.7,1,0,0.2,0,643.5
2020/4/3,7:00,695.1,,670.3,0.9,4.6,19.2,0,0.1,0,695.1
2020/4/3,8:00,765.7,,677.3,0.9,4.9,82.5,0,0.1,0,765.7
2020/4/3,9:00,821.4,,677.1,0.9,4.9,138.4,0,0.1,0,821.4
2020/4/3,10:00,849.8,,659.1,0.9,4.9,184.8,0,0.1,0,849.8
2020/4/3,11:00,863.5,,688,0.9,4.8,169.7,0,0.1,0,863.5
2020/4/3,12:00,810.5,,723.2,0.9,4.9,81.5,0,0,0,810.5
2020/4/3,13:00,805,,733.4,0.9,4.8,65.8,0,0.1,0,805
2020/4/3,14:00,804.5,,756.2,0.9,4.9,42.5,0,0,0,804.5
2020/4/3,15:00,819.4,,779.2,0.9,4.8,34.5,0,0,0,819.4
2020/4/3,16:00,836.8,,770.5,0.9,4.9,60.5,0,0,0,836.8
2020/4/3,17:00,819.8,,790.7,0.9,5,23.1,0,0.1,0,819.8
2020/4/3,18:00,850.3,,841.5,0.9,5,2.9,0,0,0,850.3
2020/4/3,19:00,866.2,,860.4,0.9,4.9,0,0,0,0,866.2
2020/4/3,20:00,835.3,,829.8,0.9,4.6,0,0,0,0,835.3
2020/4/3,21:00,793,,787.4,0.9,4.7,0,0,0,0,793
2020/4/3,22:00,760,,754.4,0.9,4.7,0,0,0,0,760
2020/4/3,23:00,720.2,,714.7,0.9,4.6,0,0,0,0,720.2
2020/4/4,0:00,668.7,,663.7,0.8,4.2,0,0,0,0,668.7
2020/4/4,1:00,641,,635.9,0.8,4.3,0,0,0,0,641
2020/4/4,2:00,652.3,,647.2,0.8,4.3,0,0,0,0,652.3
2020/4/4,3:00,680.1,,675,0.8,4.2,0,0,0.1,0,680.1
2020/4/4,4:00,689.7,,684.6,0.8,4.2,0,0,0.1,0,689.7
2020/4/4,5:00,676.2,,670.9,0.9,4.3,0,0,0.1,0,676.2
2020/4/4,6:00,657.8,,651.3,0.9,4.3,1.1,0,0.2,0,657.8
2020/4/4,7:00,701.7,,691.3,0.9,4.2,5.2,0,0.1,0,701.7
2020/4/4,8:00,770.5,,751.6,0.9,4.5,13.4,0,0.1,0,770.5
2020/4/4,9:00,811.5,,790.7,0.9,4.5,15.2,0,0.2,0,811.5
2020/4/4,10:00,829.3,,793.5,0.9,4.5,30.1,0,0.3,0,829.3
