DATETIME,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽�,風�,エリア,lat,lon,DATE,TIME
2019/4/1 0:00,8432,0,8298,1559,95,168,0,79,tohoku,38.26606626,140.8781569,2019/4/1,0:00
2019/4/1 1:00,8796,0,8672,1553,95,143,0,66,tohoku,38.26606626,140.8781569,2019/4/1,1:00
2019/4/1 2:00,9148,0,9107,1547,94,143,0,68,tohoku,38.26606626,140.8781569,2019/4/1,2:00
2019/4/1 3:00,9342,0,9224,1562,94,144,0,73,tohoku,38.26606626,140.8781569,2019/4/1,3:00
2019/4/1 4:00,9625,0,9339,1639,92,144,0,56,tohoku,38.26606626,140.8781569,2019/4/1,4:00
2019/4/1 5:00,9924,0,9408,1677,93,144,10,44,tohoku,38.26606626,140.8781569,2019/4/1,5:00
2019/4/1 6:00,10042,0,9277,1682,94,145,246,31,tohoku,38.26606626,140.8781569,2019/4/1,6:00
2019/4/1 7:00,9861,0,8920,1645,95,147,647,25,tohoku,38.26606626,140.8781569,2019/4/1,7:00
2019/4/1 8:00,10411,0,8788,1597,94,162,1213,28,tohoku,38.26606626,140.8781569,2019/4/1,8:00
2019/4/1 9:00,10836,0,8656,1537,95,158,1816,20,tohoku,38.26606626,140.8781569,2019/4/1,9:00
2019/4/1 10:00,10811,0,8328,1529,91,156,2187,24,tohoku,38.26606626,140.8781569,2019/4/1,10:00
2019/4/1 11:00,10625,0,8134,1524,93,156,2269,27,tohoku,38.26606626,140.8781569,2019/4/1,11:00
2019/4/1 12:00,10101,0,7579,1523,94,157,2624,36,tohoku,38.26606626,140.8781569,2019/4/1,12:00
2019/4/1 13:00,10474,0,7846,1496,93,155,2623,45,tohoku,38.26606626,140.8781569,2019/4/1,13:00
2019/4/1 14:00,10304,0,7790,1518,95,154,2127,50,tohoku,38.26606626,140.8781569,2019/4/1,14:00
2019/4/1 15:00,10118,0,8245,1570,95,155,1359,67,tohoku,38.26606626,140.8781569,2019/4/1,15:00
2019/4/1 16:00,10220,0,9476,1732,93,157,526,65,tohoku,38.26606626,140.8781569,2019/4/1,16:00
2019/4/1 17:00,10365,0,9917,1803,95,152,48,40,tohoku,38.26606626,140.8781569,2019/4/1,17:00
2019/4/1 18:00,10781,0,10428,1809,94,152,0,88,tohoku,38.26606626,140.8781569,2019/4/1,18:00
2019/4/1 19:00,10586,0,10583,1780,95,153,0,27,tohoku,38.26606626,140.8781569,2019/4/1,19:00
2019/4/1 20:00,10213,0,10557,1709,95,152,0,29,tohoku,38.26606626,140.8781569,2019/4/1,20:00
2019/4/1 21:00,9723,0,10073,1677,92,153,0,109,tohoku,38.26606626,140.8781569,2019/4/1,21:00
2019/4/1 22:00,9495,0,10077,1641,91,139,0,153,tohoku,38.26606626,140.8781569,2019/4/1,22:00
2019/4/1 23:00,9459,0,9652,1606,92,138,3,179,tohoku,38.26606626,140.8781569,2019/4/1,23:00
2019/4/2 0:00,9146,0,8844,1537,94,138,0,300,tohoku,38.26606626,140.8781569,2019/4/2,0:00
2019/4/2 1:00,9376,0,8569,1570,94,138,0,281,tohoku,38.26606626,140.8781569,2019/4/2,1:00
2019/4/2 2:00,9691,0,8812,1574,94,138,0,293,tohoku,38.26606626,140.8781569,2019/4/2,2:00
2019/4/2 3:00,9911,0,9036,1599,95,138,0,277,tohoku,38.26606626,140.8781569,2019/4/2,3:00
2019/4/2 4:00,10225,0,9273,1687,92,138,0,247,tohoku,38.26606626,140.8781569,2019/4/2,4:00
2019/4/2 5:00,10485,0,9460,1708,93,137,32,257,tohoku,38.26606626,140.8781569,2019/4/2,5:00
2019/4/2 6:00,10599,0,9520,1734,94,137,470,312,tohoku,38.26606626,140.8781569,2019/4/2,6:00
2019/4/2 7:00,10243,0,8570,1495,93,139,1046,230,tohoku,38.26606626,140.8781569,2019/4/2,7:00
2019/4/2 8:00,10839,0,8315,1487,94,155,1596,348,tohoku,38.26606626,140.8781569,2019/4/2,8:00
2019/4/2 9:00,11289,0,8563,1518,97,153,1724,409,tohoku,38.26606626,140.8781569,2019/4/2,9:00
2019/4/2 10:00,11284,0,8269,1481,101,153,2088,396,tohoku,38.26606626,140.8781569,2019/4/2,10:00
2019/4/2 11:00,11487,0,8631,1447,100,156,2034,401,tohoku,38.26606626,140.8781569,2019/4/2,11:00
2019/4/2 12:00,10794,0,8243,1420,101,157,2065,467,tohoku,38.26606626,140.8781569,2019/4/2,12:00
2019/4/2 13:00,11226,0,8454,1405,101,155,1921,537,tohoku,38.26606626,140.8781569,2019/4/2,13:00
2019/4/2 14:00,11191,0,8773,1427,101,153,1611,600,tohoku,38.26606626,140.8781569,2019/4/2,14:00
2019/4/2 15:00,11136,0,9672,1522,102,156,949,586,tohoku,38.26606626,140.8781569,2019/4/2,15:00
2019/4/2 16:00,11303,0,10506,1695,101,153,426,635,tohoku,38.26606626,140.8781569,2019/4/2,16:00
2019/4/2 17:00,11364,0,10924,1845,99,152,31,618,tohoku,38.26606626,140.8781569,2019/4/2,17:00
2019/4/2 18:00,11705,0,11423,1864,106,151,0,640,tohoku,38.26606626,140.8781569,2019/4/2,18:00
2019/4/2 19:00,11404,0,11292,1799,105,152,0,662,tohoku,38.26606626,140.8781569,2019/4/2,19:00
2019/4/2 20:00,10923,0,11098,1700,103,152,0,618,tohoku,38.26606626,140.8781569,2019/4/2,20:00
2019/4/2 21:00,10366,0,10714,1577,102,152,0,628,tohoku,38.26606626,140.8781569,2019/4/2,21:00
2019/4/2 22:00,9997,0,10540,1407,101,139,0,557,tohoku,38.26606626,140.8781569,2019/4/2,22:00
2019/4/2 23:00,10006,0,10137,1344,104,138,0,534,tohoku,38.26606626,140.8781569,2019/4/2,23:00
2019/4/3 0:00,9634,0,9989,1213,104,138,0,453,tohoku,38.26606626,140.8781569,2019/4/3,0:00
2019/4/3 1:00,9815,0,9774,1198,103,138,0,393,tohoku,38.26606626,140.8781569,2019/4/3,1:00
2019/4/3 2:00,10073,0,9986,1191,103,139,0,398,tohoku,38.26606626,140.8781569,2019/4/3,2:00
2019/4/3 3:00,10281,0,10348,1201,102,138,0,394,tohoku,38.26606626,140.8781569,2019/4/3,3:00
2019/4/3 4:00,10424,0,10266,1336,103,138,0,386,tohoku,38.26606626,140.8781569,2019/4/3,4:00
2019/4/3 5:00,10785,0,10613,1409,101,139,25,383,tohoku,38.26606626,140.8781569,2019/4/3,5:00
2019/4/3 6:00,10926,0,10477,1460,104,139,434,426,tohoku,38.26606626,140.8781569,2019/4/3,6:00
2019/4/3 7:00,10560,0,10013,1390,103,141,908,418,tohoku,38.26606626,140.8781569,2019/4/3,7:00
2019/4/3 8:00,11008,0,10007,1325,102,158,1410,414,tohoku,38.26606626,140.8781569,2019/4/3,8:00
2019/4/3 9:00,11296,0,8971,1306,105,156,2172,498,tohoku,38.26606626,140.8781569,2019/4/3,9:00
2019/4/3 10:00,11380,0,8270,1292,103,154,2724,531,tohoku,38.26606626,140.8781569,2019/4/3,10:00
2019/4/3 11:00,11000,0,8099,1264,101,157,2700,512,tohoku,38.26606626,140.8781569,2019/4/3,11:00
2019/4/3 12:00,10502,0,7971,1239,101,157,2795,601,tohoku,38.26606626,140.8781569,2019/4/3,12:00
2019/4/3 13:00,10767,0,7951,1208,103,155,2682,558,tohoku,38.26606626,140.8781569,2019/4/3,13:00
2019/4/3 14:00,10721,0,8133,1219,104,156,2300,529,tohoku,38.26606626,140.8781569,2019/4/3,14:00
2019/4/3 15:00,10424,0,8989,1251,103,158,1440,558,tohoku,38.26606626,140.8781569,2019/4/3,15:00
2019/4/3 16:00,10686,0,10265,1306,103,158,680,624,tohoku,38.26606626,140.8781569,2019/4/3,16:00
2019/4/3 17:00,10701,0,10824,1602,100,155,46,636,tohoku,38.26606626,140.8781569,2019/4/3,17:00
2019/4/3 18:00,11025,0,10972,1667,103,154,0,590,tohoku,38.26606626,140.8781569,2019/4/3,18:00
2019/4/3 19:00,10776,0,10808,1615,104,153,0,630,tohoku,38.26606626,140.8781569,2019/4/3,19:00
2019/4/3 20:00,10347,0,11046,1403,103,153,0,566,tohoku,38.26606626,140.8781569,2019/4/3,20:00
2019/4/3 21:00,9805,0,10741,1355,102,154,0,587,tohoku,38.26606626,140.8781569,2019/4/3,21:00
2019/4/3 22:00,9488,0,10502,1339,101,140,0,595,tohoku,38.26606626,140.8781569,2019/4/3,22:00
2019/4/3 23:00,9374,0,10061,1313,102,140,0,564,tohoku,38.26606626,140.8781569,2019/4/3,23:00
2019/4/4 0:00,9057,0,9493,1243,102,140,0,553,tohoku,38.26606626,140.8781569,2019/4/4,0:00
2019/4/4 1:00,9435,0,9407,1245,102,140,0,480,tohoku,38.26606626,140.8781569,2019/4/4,1:00
2019/4/4 2:00,9695,0,9570,1217,102,139,0,428,tohoku,38.26606626,140.8781569,2019/4/4,2:00
2019/4/4 3:00,9892,0,9819,1193,101,140,0,360,tohoku,38.26606626,140.8781569,2019/4/4,3:00
2019/4/4 4:00,10122,0,9846,1395,103,140,0,295,tohoku,38.26606626,140.8781569,2019/4/4,4:00
2019/4/4 5:00,10392,0,10304,1462,101,140,26,266,tohoku,38.26606626,140.8781569,2019/4/4,5:00
2019/4/4 6:00,10303,0,10257,1506,102,140,333,220,tohoku,38.26606626,140.8781569,2019/4/4,6:00
2019/4/4 7:00,10161,0,9431,1279,102,141,1002,189,tohoku,38.26606626,140.8781569,2019/4/4,7:00
2019/4/4 8:00,10898,0,8885,1139,102,157,1817,269,tohoku,38.26606626,140.8781569,2019/4/4,8:00
2019/4/4 9:00,11038,0,8593,1105,100,156,2200,322,tohoku,38.26606626,140.8781569,2019/4/4,9:00
2019/4/4 10:00,10794,0,8048,1091,94,156,2580,370,tohoku,38.26606626,140.8781569,2019/4/4,10:00
2019/4/4 11:00,10892,0,7947,1108,95,155,3050,362,tohoku,38.26606626,140.8781569,2019/4/4,11:00
2019/4/4 12:00,10012,0,7607,1116,96,160,2646,364,tohoku,38.26606626,140.8781569,2019/4/4,12:00
2019/4/4 13:00,10248,0,7910,1120,95,157,2427,350,tohoku,38.26606626,140.8781569,2019/4/4,13:00
2019/4/4 14:00,10104,0,7562,1137,96,158,2272,358,tohoku,38.26606626,140.8781569,2019/4/4,14:00
2019/4/4 15:00,9757,0,7810,1145,96,149,1445,466,tohoku,38.26606626,140.8781569,2019/4/4,15:00
2019/4/4 16:00,9985,0,9226,1279,95,140,684,530,tohoku,38.26606626,140.8781569,2019/4/4,16:00
2019/4/4 17:00,9959,0,9892,1613,92,140,48,562,tohoku,38.26606626,140.8781569,2019/4/4,17:00
2019/4/4 18:00,10308,0,10065,1645,96,140,0,577,tohoku,38.26606626,140.8781569,2019/4/4,18:00
2019/4/4 19:00,10051,0,10000,1576,96,140,0,576,tohoku,38.26606626,140.8781569,2019/4/4,19:00
2019/4/4 20:00,9724,0,9751,1404,97,146,0,618,tohoku,38.26606626,140.8781569,2019/4/4,20:00
2019/4/4 21:00,9283,0,9863,1329,95,153,0,616,tohoku,38.26606626,140.8781569,2019/4/4,21:00
2019/4/4 22:00,9062,0,9529,1317,93,141,0,611,tohoku,38.26606626,140.8781569,2019/4/4,22:00
2019/4/4 23:00,8869,0,8819,1309,92,141,0,483,tohoku,38.26606626,140.8781569,2019/4/4,23:00
2019/4/5 0:00,8583,0,8343,1216,94,146,0,379,tohoku,38.26606626,140.8781569,2019/4/5,0:00
2019/4/5 1:00,8839,0,8594,1206,96,147,0,363,tohoku,38.26606626,140.8781569,2019/4/5,1:00
2019/4/5 2:00,9175,0,8791,1214,97,146,0,381,tohoku,38.26606626,140.8781569,2019/4/5,2:00
2019/4/5 3:00,9461,0,8866,1230,98,146,0,415,tohoku,38.26606626,140.8781569,2019/4/5,3:00
2019/4/5 4:00,9779,0,8901,1288,95,146,0,427,tohoku,38.26606626,140.8781569,2019/4/5,4:00
2019/4/5 5:00,9949,0,8826,1456,92,147,43,452,tohoku,38.26606626,140.8781569,2019/4/5,5:00
2019/4/5 6:00,9875,0,8474,1517,96,145,606,493,tohoku,38.26606626,140.8781569,2019/4/5,6:00
2019/4/5 7:00,9440,0,7110,1436,96,144,1567,564,tohoku,38.26606626,140.8781569,2019/4/5,7:00
2019/4/5 8:00,10006,0,6591,1394,95,150,2679,564,tohoku,38.26606626,140.8781569,2019/4/5,8:00
2019/4/5 9:00,10450,0,6293,1388,96,155,3472,587,tohoku,38.26606626,140.8781569,2019/4/5,9:00
2019/4/5 10:00,10243,0,5776,1378,95,152,3751,703,tohoku,38.26606626,140.8781569,2019/4/5,10:00
2019/4/5 11:00,10224,0,5544,1389,94,152,3915,770,tohoku,38.26606626,140.8781569,2019/4/5,11:00
2019/4/5 12:00,9450,0,5631,1413,94,154,3545,827,tohoku,38.26606626,140.8781569,2019/4/5,12:00
2019/4/5 13:00,9790,0,5841,1433,95,151,3262,772,tohoku,38.26606626,140.8781569,2019/4/5,13:00
2019/4/5 14:00,9691,0,6335,1468,96,152,2577,677,tohoku,38.26606626,140.8781569,2019/4/5,14:00
2019/4/5 15:00,9439,0,7362,1506,96,158,1661,630,tohoku,38.26606626,140.8781569,2019/4/5,15:00
2019/4/5 16:00,9514,0,7720,1592,95,160,696,606,tohoku,38.26606626,140.8781569,2019/4/5,16:00
2019/4/5 17:00,9517,0,8633,1786,92,158,43,642,tohoku,38.26606626,140.8781569,2019/4/5,17:00
2019/4/5 18:00,9717,0,9067,1785,95,163,0,441,tohoku,38.26606626,140.8781569,2019/4/5,18:00
2019/4/5 19:00,9434,0,8553,1682,97,163,0,410,tohoku,38.26606626,140.8781569,2019/4/5,19:00
2019/4/5 20:00,9082,0,8444,1676,95,164,0,581,tohoku,38.26606626,140.8781569,2019/4/5,20:00
2019/4/5 21:00,8670,0,8107,1685,95,163,0,763,tohoku,38.26606626,140.8781569,2019/4/5,21:00
2019/4/5 22:00,8570,0,7414,1667,91,149,0,829,tohoku,38.26606626,140.8781569,2019/4/5,22:00
2019/4/5 23:00,8470,0,7300,1676,91,147,0,817,tohoku,38.26606626,140.8781569,2019/4/5,23:00
2019/4/6 0:00,8118,0,6425,1637,96,145,0,814,tohoku,38.26606626,140.8781569,2019/4/6,0:00
2019/4/6 1:00,8372,0,6341,1631,96,145,0,787,tohoku,38.26606626,140.8781569,2019/4/6,1:00
2019/4/6 2:00,8650,0,6537,1625,95,146,0,791,tohoku,38.26606626,140.8781569,2019/4/6,2:00
2019/4/6 3:00,8855,0,6771,1637,97,146,0,768,tohoku,38.26606626,140.8781569,2019/4/6,3:00
2019/4/6 4:00,9100,0,6939,1677,94,146,0,805,tohoku,38.26606626,140.8781569,2019/4/6,4:00
2019/4/6 5:00,9116,0,6908,1718,95,146,45,725,tohoku,38.26606626,140.8781569,2019/4/6,5:00
2019/4/6 6:00,8897,0,6271,1686,97,144,612,687,tohoku,38.26606626,140.8781569,2019/4/6,6:00
2019/4/6 7:00,8609,0,5880,1586,97,146,1648,682,tohoku,38.26606626,140.8781569,2019/4/6,7:00
2019/4/6 8:00,9153,0,5663,1575,98,161,2658,739,tohoku,38.26606626,140.8781569,2019/4/6,8:00
2019/4/6 9:00,9405,0,5381,1577,96,163,3242,747,tohoku,38.26606626,140.8781569,2019/4/6,9:00
2019/4/6 10:00,9350,0,5616,1595,97,162,3603,753,tohoku,38.26606626,140.8781569,2019/4/6,10:00
2019/4/6 11:00,9198,0,5334,1613,93,162,3851,780,tohoku,38.26606626,140.8781569,2019/4/6,11:00
2019/4/6 12:00,8834,0,5253,1593,95,164,3803,841,tohoku,38.26606626,140.8781569,2019/4/6,12:00
2019/4/6 13:00,8857,0,5278,1525,96,163,3618,886,tohoku,38.26606626,140.8781569,2019/4/6,13:00
2019/4/6 14:00,8625,0,5362,1547,97,162,3028,879,tohoku,38.26606626,140.8781569,2019/4/6,14:00
2019/4/6 15:00,8488,0,5829,1457,95,162,2137,860,tohoku,38.26606626,140.8781569,2019/4/6,15:00
2019/4/6 16:00,8671,0,6655,1519,96,158,1058,885,tohoku,38.26606626,140.8781569,2019/4/6,16:00
2019/4/6 17:00,8806,0,7472,1832,95,161,87,885,tohoku,38.26606626,140.8781569,2019/4/6,17:00
2019/4/6 18:00,9349,0,7924,1904,100,162,0,868,tohoku,38.26606626,140.8781569,2019/4/6,18:00
2019/4/6 19:00,9282,0,8064,1886,106,162,0,826,tohoku,38.26606626,140.8781569,2019/4/6,19:00
2019/4/6 20:00,8995,0,7947,1710,103,168,0,791,tohoku,38.26606626,140.8781569,2019/4/6,20:00
2019/4/6 21:00,8539,0,7264,1639,104,169,0,829,tohoku,38.26606626,140.8781569,2019/4/6,21:00
2019/4/6 22:00,8149,0,6565,1611,101,152,0,769,tohoku,38.26606626,140.8781569,2019/4/6,22:00
2019/4/6 23:00,8064,0,6584,1592,101,150,0,725,tohoku,38.26606626,140.8781569,2019/4/6,23:00
2019/4/7 0:00,7780,0,6470,1575,106,151,0,636,tohoku,38.26606626,140.8781569,2019/4/7,0:00
2019/4/7 1:00,8029,0,6651,1570,105,151,0,494,tohoku,38.26606626,140.8781569,2019/4/7,1:00
2019/4/7 2:00,8430,0,6804,1577,106,150,0,389,tohoku,38.26606626,140.8781569,2019/4/7,2:00
2019/4/7 3:00,8658,0,6990,1610,104,150,0,352,tohoku,38.26606626,140.8781569,2019/4/7,3:00
2019/4/7 4:00,8821,0,7107,1730,105,150,0,304,tohoku,38.26606626,140.8781569,2019/4/7,4:00
2019/4/7 5:00,8777,0,7359,1810,101,149,50,242,tohoku,38.26606626,140.8781569,2019/4/7,5:00
2019/4/7 6:00,8383,0,6634,1850,106,146,527,174,tohoku,38.26606626,140.8781569,2019/4/7,6:00
2019/4/7 7:00,7964,0,6104,1636,104,147,1436,154,tohoku,38.26606626,140.8781569,2019/4/7,7:00
2019/4/7 8:00,8095,0,5630,1599,104,147,2285,227,tohoku,38.26606626,140.8781569,2019/4/7,8:00
2019/4/7 9:00,8310,0,5484,1572,105,147,2604,310,tohoku,38.26606626,140.8781569,2019/4/7,9:00
2019/4/7 10:00,8061,0,5312,1550,100,147,2415,450,tohoku,38.26606626,140.8781569,2019/4/7,10:00
2019/4/7 11:00,8123,0,5719,1501,97,145,2461,405,tohoku,38.26606626,140.8781569,2019/4/7,11:00
2019/4/7 12:00,8080,0,5868,1442,101,144,2403,353,tohoku,38.26606626,140.8781569,2019/4/7,12:00
2019/4/7 13:00,7825,0,5666,1412,101,144,2319,198,tohoku,38.26606626,140.8781569,2019/4/7,13:00
2019/4/7 14:00,7888,0,5464,1437,102,143,2481,238,tohoku,38.26606626,140.8781569,2019/4/7,14:00
2019/4/7 15:00,7692,0,5602,1462,104,146,1822,331,tohoku,38.26606626,140.8781569,2019/4/7,15:00
2019/4/7 16:00,7934,0,6318,1593,103,146,926,340,tohoku,38.26606626,140.8781569,2019/4/7,16:00
2019/4/7 17:00,8329,0,7009,1783,101,145,98,365,tohoku,38.26606626,140.8781569,2019/4/7,17:00
2019/4/7 18:00,8977,0,7853,1796,101,144,0,339,tohoku,38.26606626,140.8781569,2019/4/7,18:00
2019/4/7 19:00,8987,0,7791,1740,104,147,0,291,tohoku,38.26606626,140.8781569,2019/4/7,19:00
2019/4/7 20:00,8777,0,7766,1717,104,146,0,276,tohoku,38.26606626,140.8781569,2019/4/7,20:00
2019/4/7 21:00,8408,0,7696,1702,101,146,0,232,tohoku,38.26606626,140.8781569,2019/4/7,21:00
2019/4/7 22:00,7971,0,6900,1684,101,151,0,249,tohoku,38.26606626,140.8781569,2019/4/7,22:00
2019/4/7 23:00,7919,0,7194,1649,100,153,0,202,tohoku,38.26606626,140.8781569,2019/4/7,23:00
2019/4/8 0:00,7706,0,7030,1646,104,153,0,167,tohoku,38.26606626,140.8781569,2019/4/8,0:00
2019/4/8 1:00,8095,0,7322,1640,105,152,0,130,tohoku,38.26606626,140.8781569,2019/4/8,1:00
2019/4/8 2:00,8501,0,7187,1626,105,153,0,98,tohoku,38.26606626,140.8781569,2019/4/8,2:00
2019/4/8 3:00,8739,0,7386,1639,104,153,0,95,tohoku,38.26606626,140.8781569,2019/4/8,3:00
2019/4/8 4:00,9085,0,7668,1728,103,152,0,60,tohoku,38.26606626,140.8781569,2019/4/8,4:00
2019/4/8 5:00,9382,0,7613,1777,100,154,43,46,tohoku,38.26606626,140.8781569,2019/4/8,5:00
2019/4/8 6:00,9471,0,7743,1796,106,154,447,31,tohoku,38.26606626,140.8781569,2019/4/8,6:00
2019/4/8 7:00,9343,0,6733,1802,105,156,1215,19,tohoku,38.26606626,140.8781569,2019/4/8,7:00
2019/4/8 8:00,10019,0,6758,1818,105,171,2215,8,tohoku,38.26606626,140.8781569,2019/4/8,8:00
2019/4/8 9:00,10205,0,6431,1779,105,169,2997,10,tohoku,38.26606626,140.8781569,2019/4/8,9:00
2019/4/8 10:00,10195,0,5661,1715,100,166,3833,21,tohoku,38.26606626,140.8781569,2019/4/8,10:00
2019/4/8 11:00,10080,0,5857,1685,100,165,4104,42,tohoku,38.26606626,140.8781569,2019/4/8,11:00
2019/4/8 12:00,9431,0,5709,1672,105,165,3962,97,tohoku,38.26606626,140.8781569,2019/4/8,12:00
2019/4/8 13:00,9476,0,5692,1652,103,160,3088,143,tohoku,38.26606626,140.8781569,2019/4/8,13:00
2019/4/8 14:00,9545,0,6200,1692,105,162,2348,150,tohoku,38.26606626,140.8781569,2019/4/8,14:00
2019/4/8 15:00,9425,0,7563,1746,103,163,1540,105,tohoku,38.26606626,140.8781569,2019/4/8,15:00
2019/4/8 16:00,9604,0,8508,1842,99,161,749,113,tohoku,38.26606626,140.8781569,2019/4/8,16:00
2019/4/8 17:00,9645,0,8815,1906,102,160,108,95,tohoku,38.26606626,140.8781569,2019/4/8,17:00
2019/4/8 18:00,10076,0,9245,1918,103,160,0,128,tohoku,38.26606626,140.8781569,2019/4/8,18:00
2019/4/8 19:00,9834,0,9315,1903,102,161,0,129,tohoku,38.26606626,140.8781569,2019/4/8,19:00
2019/4/8 20:00,9413,0,9182,1864,105,160,0,142,tohoku,38.26606626,140.8781569,2019/4/8,20:00
2019/4/8 21:00,8923,0,8189,1837,104,161,0,195,tohoku,38.26606626,140.8781569,2019/4/8,21:00
2019/4/8 22:00,8742,0,8361,1810,100,148,0,198,tohoku,38.26606626,140.8781569,2019/4/8,22:00
2019/4/8 23:00,8553,0,7871,1804,99,148,0,251,tohoku,38.26606626,140.8781569,2019/4/8,23:00
2019/4/9 0:00,8418,0,8711,1691,105,153,0,291,tohoku,38.26606626,140.8781569,2019/4/9,0:00
2019/4/9 1:00,8656,0,8859,1667,105,153,0,353,tohoku,38.26606626,140.8781569,2019/4/9,1:00
2019/4/9 2:00,8942,0,8899,1663,106,153,0,402,tohoku,38.26606626,140.8781569,2019/4/9,2:00
2019/4/9 3:00,9166,0,8931,1687,106,153,0,408,tohoku,38.26606626,140.8781569,2019/4/9,3:00
2019/4/9 4:00,9420,0,9033,1794,104,152,0,417,tohoku,38.26606626,140.8781569,2019/4/9,4:00
2019/4/9 5:00,9756,0,9375,1847,101,149,70,446,tohoku,38.26606626,140.8781569,2019/4/9,5:00
2019/4/9 6:00,9828,0,9224,1873,105,149,578,453,tohoku,38.26606626,140.8781569,2019/4/9,6:00
2019/4/9 7:00,9500,0,7036,1735,104,151,1572,472,tohoku,38.26606626,140.8781569,2019/4/9,7:00
2019/4/9 8:00,10103,0,6334,1674,106,164,2595,461,tohoku,38.26606626,140.8781569,2019/4/9,8:00
2019/4/9 9:00,10530,0,6280,1667,106,161,3259,489,tohoku,38.26606626,140.8781569,2019/4/9,9:00
2019/4/9 10:00,10253,0,6103,1655,104,160,3485,483,tohoku,38.26606626,140.8781569,2019/4/9,10:00
2019/4/9 11:00,10210,0,6382,1661,105,160,3640,457,tohoku,38.26606626,140.8781569,2019/4/9,11:00
2019/4/9 12:00,9528,0,6071,1639,112,162,3637,501,tohoku,38.26606626,140.8781569,2019/4/9,12:00
2019/4/9 13:00,9809,0,5761,1600,109,160,3510,563,tohoku,38.26606626,140.8781569,2019/4/9,13:00
2019/4/9 14:00,9826,0,5512,1657,110,160,3189,599,tohoku,38.26606626,140.8781569,2019/4/9,14:00
2019/4/9 15:00,9529,0,6329,1710,110,160,2096,659,tohoku,38.26606626,140.8781569,2019/4/9,15:00
2019/4/9 16:00,9760,0,8031,1800,109,158,1093,621,tohoku,38.26606626,140.8781569,2019/4/9,16:00
2019/4/9 17:00,9699,0,8961,1835,107,157,148,530,tohoku,38.26606626,140.8781569,2019/4/9,17:00
2019/4/9 18:00,10173,0,9486,1840,105,158,0,396,tohoku,38.26606626,140.8781569,2019/4/9,18:00
2019/4/9 19:00,10012,0,9676,1813,107,160,0,338,tohoku,38.26606626,140.8781569,2019/4/9,19:00
2019/4/9 20:00,9629,0,9517,1636,106,161,0,295,tohoku,38.26606626,140.8781569,2019/4/9,20:00
2019/4/9 21:00,9146,0,9297,1517,103,161,0,249,tohoku,38.26606626,140.8781569,2019/4/9,21:00
2019/4/9 22:00,8895,0,9127,1486,104,146,0,233,tohoku,38.26606626,140.8781569,2019/4/9,22:00
2019/4/9 23:00,8864,0,9194,1483,100,145,0,184,tohoku,38.26606626,140.8781569,2019/4/9,23:00
2019/4/10 0:00,8549,0,9548,1375,104,150,0,144,tohoku,38.26606626,140.8781569,2019/4/10,0:00
2019/4/10 1:00,8820,0,9309,1367,104,150,0,131,tohoku,38.26606626,140.8781569,2019/4/10,1:00
2019/4/10 2:00,9131,0,9517,1416,105,149,0,84,tohoku,38.26606626,140.8781569,2019/4/10,2:00
2019/4/10 3:00,9325,0,9553,1537,104,149,0,75,tohoku,38.26606626,140.8781569,2019/4/10,3:00
2019/4/10 4:00,9563,0,9721,1638,101,147,0,71,tohoku,38.26606626,140.8781569,2019/4/10,4:00
2019/4/10 5:00,9803,0,9646,1762,100,145,67,66,tohoku,38.26606626,140.8781569,2019/4/10,5:00
2019/4/10 6:00,9884,0,9677,1807,102,144,411,60,tohoku,38.26606626,140.8781569,2019/4/10,6:00
2019/4/10 7:00,9711,0,10554,1683,103,146,865,52,tohoku,38.26606626,140.8781569,2019/4/10,7:00
2019/4/10 8:00,10476,0,10949,1577,105,156,1410,62,tohoku,38.26606626,140.8781569,2019/4/10,8:00
2019/4/10 9:00,10735,0,10876,1588,104,155,1734,54,tohoku,38.26606626,140.8781569,2019/4/10,9:00
2019/4/10 10:00,10641,0,10612,1538,99,155,2042,68,tohoku,38.26606626,140.8781569,2019/4/10,10:00
2019/4/10 11:00,10478,0,10714,1458,103,155,2019,64,tohoku,38.26606626,140.8781569,2019/4/10,11:00
2019/4/10 12:00,9946,0,10365,1428,102,156,1923,63,tohoku,38.26606626,140.8781569,2019/4/10,12:00
2019/4/10 13:00,10383,0,11166,1406,105,154,1605,61,tohoku,38.26606626,140.8781569,2019/4/10,13:00
2019/4/10 14:00,10426,0,11315,1522,102,154,1043,73,tohoku,38.26606626,140.8781569,2019/4/10,14:00
2019/4/10 15:00,10363,0,11332,1690,104,155,509,92,tohoku,38.26606626,140.8781569,2019/4/10,15:00
2019/4/10 16:00,10735,0,11303,1768,103,157,298,120,tohoku,38.26606626,140.8781569,2019/4/10,16:00
2019/4/10 17:00,10752,0,11264,1928,103,157,57,138,tohoku,38.26606626,140.8781569,2019/4/10,17:00
2019/4/10 18:00,10904,0,11176,1941,103,156,0,153,tohoku,38.26606626,140.8781569,2019/4/10,18:00
2019/4/10 19:00,10634,0,11050,1914,106,158,0,164,tohoku,38.26606626,140.8781569,2019/4/10,19:00
2019/4/10 20:00,10276,0,11025,1759,104,160,0,183,tohoku,38.26606626,140.8781569,2019/4/10,20:00
2019/4/10 21:00,9761,0,10945,1520,104,159,0,190,tohoku,38.26606626,140.8781569,2019/4/10,21:00
