DATE_TIME,エリア需要〔MWh〕,水力〔MWh〕,火力〔MWh〕,原子力〔MWh〕,太陽光実績〔MWh〕,風力実績〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕
2019/10/1 0:00,7165,533,9171,0,0,82,92,521
2019/10/1 1:00,7037,525,9289,0,0,70,92,520
2019/10/1 2:00,7151,528,9253,0,0,66,92,519
2019/10/1 3:00,7432,500,9437,0,0,72,91,518
2019/10/1 4:00,7579,456,9617,0,0,84,90,519
2019/10/1 5:00,7559,454,9478,0,13,89,90,518
2019/10/1 6:00,7708,460,9503,0,467,84,91,518
2019/10/1 7:00,8122,475,8867,0,1657,79,92,521
2019/10/1 8:00,8761,502,8459,0,2833,82,91,514
2019/10/1 9:00,9655,508,8539,0,3649,96,91,512
2019/10/1 10:00,10120,561,8626,0,4111,93,89,512
2019/10/1 11:00,10415,588,8681,0,4297,104,88,513
2019/10/1 12:00,10013,599,8681,0,4135,135,90,514
2019/10/1 13:00,10489,622,9166,0,3608,153,89,511
2019/10/1 14:00,10560,661,9642,0,2767,150,91,511
2019/10/1 15:00,10423,691,9951,0,1666,163,89,511
2019/10/1 16:00,9982,735,10205,0,286,150,88,516
2019/10/1 17:00,9932,850,10292,0,1,155,89,516
2019/10/1 18:00,9692,923,10089,0,0,135,91,518
2019/10/1 19:00,9138,902,10008,0,0,119,92,518
2019/10/1 20:00,8609,742,9576,0,0,100,91,518
2019/10/1 21:00,8135,604,9560,0,0,91,92,518
2019/10/1 22:00,7921,564,9731,0,0,101,88,514
2019/10/1 23:00,7672,537,9516,0,3,110,86,512
2019/10/2 0:00,7255,433,9041,0,0,135,91,512
2019/10/2 1:00,7142,442,9078,0,0,148,92,511
2019/10/2 2:00,7239,447,8943,0,0,152,92,512
2019/10/2 3:00,7508,451,9022,0,0,128,91,512
2019/10/2 4:00,7706,463,9226,0,0,100,90,511
2019/10/2 5:00,7696,465,9196,0,12,95,87,511
2019/10/2 6:00,7791,457,8975,0,490,76,91,511
2019/10/2 7:00,8204,450,8445,0,1718,71,92,516
2019/10/2 8:00,8830,469,7863,0,2828,57,90,511
2019/10/2 9:00,9754,484,7908,0,3690,46,90,512
2019/10/2 10:00,10119,586,8088,0,4119,41,90,514
2019/10/2 11:00,10429,611,8186,0,4213,34,86,515
2019/10/2 12:00,10023,622,8398,0,3983,36,90,516
2019/10/2 13:00,10630,634,8941,0,3524,40,90,514
2019/10/2 14:00,10730,672,9446,0,2719,43,89,513
2019/10/2 15:00,10568,766,9896,0,1594,42,92,513
2019/10/2 16:00,10168,876,10449,0,258,40,87,519
2019/10/2 17:00,10020,958,10264,0,0,41,86,519
2019/10/2 18:00,9715,986,10204,0,0,42,92,521
2019/10/2 19:00,9134,960,10054,0,0,48,89,521
2019/10/2 20:00,8649,731,9970,0,0,81,92,522
2019/10/2 21:00,8180,565,9824,0,0,117,91,521
2019/10/2 22:00,7983,520,9614,0,0,148,92,515
2019/10/2 23:00,7682,511,9178,0,0,176,88,473
2019/10/3 0:00,7289,486,9364,0,0,193,92,445
2019/10/3 1:00,7114,486,9235,0,0,177,91,422
2019/10/3 2:00,7238,497,9195,0,0,182,92,408
2019/10/3 3:00,7525,502,9185,0,0,203,92,410
2019/10/3 4:00,7684,499,9303,0,0,209,91,402
2019/10/3 5:00,7676,506,9273,0,10,230,88,381
2019/10/3 6:00,7799,508,9159,0,332,255,93,381
2019/10/3 7:00,8234,490,9463,0,861,249,92,385
2019/10/3 8:00,8858,493,9230,0,1342,215,91,383
2019/10/3 9:00,9587,501,9466,0,1586,162,91,380
2019/10/3 10:00,9820,583,9640,0,1676,177,90,382
2019/10/3 11:00,9938,600,10073,0,1562,201,89,383
2019/10/3 12:00,9528,613,9865,0,1501,240,91,383
2019/10/3 13:00,9958,632,10177,0,1125,281,90,381
2019/10/3 14:00,9985,655,10347,0,713,259,91,380
2019/10/3 15:00,9840,765,10263,0,293,314,90,380
2019/10/3 16:00,9973,943,10145,0,47,372,89,386
2019/10/3 17:00,9941,951,10293,0,0,316,87,381
2019/10/3 18:00,9596,953,10060,0,0,337,90,380
2019/10/3 19:00,9118,790,10200,0,0,345,89,384
2019/10/3 20:00,8643,695,9874,0,0,347,92,385
2019/10/3 21:00,8201,581,9822,0,0,415,90,383
2019/10/3 22:00,8021,548,9556,0,0,436,88,381
2019/10/3 23:00,7782,531,9299,0,0,509,87,380
2019/10/4 0:00,7365,497,9377,0,0,574,89,379
2019/10/4 1:00,7227,486,9383,0,0,561,89,380
2019/10/4 2:00,7410,495,9434,0,0,536,89,379
2019/10/4 3:00,7649,495,9423,0,0,527,90,380
