DATE_TIME,エリア需要〔MWh〕,水力〔MWh〕,火力〔MWh〕,原子力〔MWh〕,太陽光実績〔MWh〕,風力実績〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕
2021/4/1 0:00,7583,2021,6905,0,0,144,136,336
2021/4/1 1:00,7854,2029,7366,0,0,170,136,337
2021/4/1 2:00,8175,2034,7609,0,0,177,137,336
2021/4/1 3:00,8427,2048,7920,0,0,206,137,334
2021/4/1 4:00,8676,2053,8031,0,0,164,135,335
2021/4/1 5:00,8951,2074,8538,0,59,145,137,332
2021/4/1 6:00,8923,2076,7540,0,870,131,136,328
2021/4/1 7:00,8639,2076,5980,0,2382,151,135,333
2021/4/1 8:00,9193,2085,5989,0,3907,218,134,337
2021/4/1 9:00,9648,2100,5570,0,4801,247,137,349
2021/4/1 10:00,9635,2102,4667,0,5354,273,135,350
2021/4/1 11:00,9594,2099,4439,0,5589,283,138,359
2021/4/1 12:00,9187,2120,4195,0,5573,295,136,356
2021/4/1 13:00,9427,2138,4662,0,5210,355,136,352
2021/4/1 14:00,9308,2134,5497,0,4356,355,137,345
2021/4/1 15:00,9019,2174,6229,0,2881,345,135,345
2021/4/1 16:00,9190,2157,7211,0,1369,275,135,321
2021/4/1 17:00,9041,2169,8106,0,107,164,136,339
2021/4/1 18:00,9464,2156,8411,0,0,123,135,331
2021/4/1 19:00,9278,2151,8628,0,0,70,135,332
2021/4/1 20:00,8929,2132,8495,0,0,36,134,332
2021/4/1 21:00,8444,2117,8016,0,0,28,136,332
2021/4/1 22:00,8141,2113,8019,0,0,25,137,323
2021/4/1 23:00,7967,2109,7344,0,0,33,134,323
2021/4/2 0:00,7797,2063,7419,0,0,49,137,323
2021/4/2 1:00,8016,2046,7296,0,0,66,136,322
2021/4/2 2:00,8355,2048,7692,0,0,75,135,324
2021/4/2 3:00,8578,2072,8183,0,0,82,136,319
2021/4/2 4:00,8856,2108,8479,0,0,112,136,319
2021/4/2 5:00,9087,2141,8414,0,68,171,136,320
2021/4/2 6:00,9053,2143,7567,0,880,189,135,314
2021/4/2 7:00,8755,2128,6244,0,2229,159,136,324
2021/4/2 8:00,9362,2132,5970,0,3408,168,135,341
2021/4/2 9:00,9697,2116,6085,0,4297,179,138,350
2021/4/2 10:00,9673,2107,5306,0,4978,190,135,352
2021/4/2 11:00,9653,2103,5055,0,5248,192,137,351
2021/4/2 12:00,9141,2095,4716,0,5123,207,136,356
2021/4/2 13:00,9336,2104,5465,0,4490,224,135,351
2021/4/2 14:00,9239,2119,6204,0,3380,211,135,342
2021/4/2 15:00,9017,2150,6669,0,2195,222,135,343
2021/4/2 16:00,9058,2157,7520,0,981,235,133,332
2021/4/2 17:00,8963,2184,8130,0,100,194,133,357
2021/4/2 18:00,9306,2185,8138,0,0,219,135,354
2021/4/2 19:00,9046,2184,7739,0,0,301,134,376
2021/4/2 20:00,8685,2158,7565,0,0,425,134,396
2021/4/2 21:00,8223,2152,7476,0,0,508,133,397
2021/4/2 22:00,7908,2152,7181,0,0,520,135,384
2021/4/2 23:00,7767,2151,6769,0,0,565,134,380
2021/4/3 0:00,7467,2099,6713,0,0,536,133,358
2021/4/3 1:00,7610,2092,6887,0,0,490,135,351
2021/4/3 2:00,7866,2092,7300,0,0,454,134,352
2021/4/3 3:00,8044,2128,7405,0,0,435,135,352
2021/4/3 4:00,8217,2155,7427,0,0,388,132,352
2021/4/3 5:00,8236,2152,7469,0,56,348,135,351
2021/4/3 6:00,7875,2135,6473,0,677,308,135,347
2021/4/3 7:00,7585,2131,5714,0,1937,232,134,350
2021/4/3 8:00,7810,2131,5663,0,3023,205,134,359
2021/4/3 9:00,8078,2076,5215,0,3899,171,135,364
2021/4/3 10:00,8002,2088,4750,0,4340,158,136,381
2021/4/3 11:00,8032,2079,4562,0,4557,171,137,381
2021/4/3 12:00,7842,2071,4397,0,4556,239,133,387
2021/4/3 13:00,7914,2072,4562,0,4295,245,135,373
2021/4/3 14:00,7707,2088,4750,0,3368,232,134,371
2021/4/3 15:00,7572,2137,5246,0,2309,244,133,365
2021/4/3 16:00,7674,2172,6173,0,1095,263,133,358
2021/4/3 17:00,7820,2187,7237,0,104,281,134,370
2021/4/3 18:00,8304,2182,7498,0,0,289,135,366
2021/4/3 19:00,8132,2155,7394,0,0,222,134,363
2021/4/3 20:00,7848,2120,7319,0,0,234,132,365
2021/4/3 21:00,7455,2102,7209,0,0,236,135,365
2021/4/3 22:00,7166,2090,6520,0,0,200,135,352
2021/4/3 23:00,7013,2081,6458,0,0,113,133,350
2021/4/4 0:00,6820,2080,6411,0,0,126,134,349
2021/4/4 1:00,6975,2074,6473,0,0,91,135,350
2021/4/4 2:00,7272,2083,6970,0,0,83,135,350
2021/4/4 3:00,7477,2097,7136,0,0,84,133,349
2021/4/4 4:00,7601,2096,7105,0,0,88,135,350
2021/4/4 5:00,7508,2097,7088,0,45,91,135,349
2021/4/4 6:00,7122,2102,6559,0,353,99,136,356
2021/4/4 7:00,6973,2096,5721,0,952,119,134,358
2021/4/4 8:00,7277,2098,5397,0,1342,116,132,357
2021/4/4 9:00,7480,2103,5599,0,1451,99,134,359
2021/4/4 10:00,7577,2101,5835,0,1327,73,134,358
2021/4/4 11:00,7621,2106,6357,0,1063,72,132,358
2021/4/4 12:00,7519,2106,6384,0,1026,79,134,369
2021/4/4 13:00,7493,2101,6447,0,1071,89,134,361
2021/4/4 14:00,7447,2106,6780,0,745,97,134,360
2021/4/4 15:00,7557,2139,6977,0,378,91,134,362
2021/4/4 16:00,7846,2148,7255,0,195,100,133,359
2021/4/4 17:00,8341,2147,7872,0,17,129,134,362
2021/4/4 18:00,8589,2139,8113,0,0,139,133,361
2021/4/4 19:00,8344,2117,7916,0,0,137,133,360
2021/4/4 20:00,8100,2111,7798,0,0,183,133,357
2021/4/4 21:00,7697,2105,7182,0,0,233,134,356
2021/4/4 22:00,7248,2095,6959,0,0,238,134,349
2021/4/4 23:00,7120,2087,6741,0,0,317,133,353
2021/4/5 0:00,6855,2063,6279,0,0,365,134,351
2021/4/5 1:00,7087,2099,6644,0,0,372,136,355
2021/4/5 2:00,7421,2092,6888,0,0,378,135,355
2021/4/5 3:00,7690,2092,7103,0,0,355,135,357
2021/4/5 4:00,7964,2092,7365,0,0,246,135,356
2021/4/5 5:00,8224,2114,7524,0,13,161,134,353
2021/4/5 6:00,8388,2108,7571,0,156,148,135,349
2021/4/5 7:00,8521,2089,6976,0,511,142,135,352
2021/4/5 8:00,9474,2079,8302,0,835,157,135,359
2021/4/5 9:00,10090,2100,8850,0,1021,166,135,359
2021/4/5 10:00,10159,2122,8922,0,1239,152,135,357
2021/4/5 11:00,10127,2150,8191,0,1447,172,135,363
2021/4/5 12:00,9532,2166,7011,0,1999,254,136,377
2021/4/5 13:00,9827,2169,7102,0,2294,281,137,381
2021/4/5 14:00,9690,2168,6961,0,2487,263,137,382
2021/4/5 15:00,9666,2172,7206,0,2103,247,135,363
2021/4/5 16:00,9729,2173,7899,0,1004,176,134,360
2021/4/5 17:00,9608,2184,8754,0,114,97,135,369
2021/4/5 18:00,9999,2179,8805,0,0,83,135,377
2021/4/5 19:00,9742,2178,8729,0,0,94,135,395
2021/4/5 20:00,9341,2161,8647,0,0,109,135,396
2021/4/5 21:00,8839,2153,8398,0,0,133,136,396
2021/4/5 22:00,8467,2155,7958,0,0,131,136,388
2021/4/5 23:00,8303,2144,7847,0,0,144,136,385
2021/4/6 0:00,8087,2147,7337,0,0,170,134,388
2021/4/6 1:00,8314,2152,7548,0,0,163,136,399
2021/4/6 2:00,8624,2149,7907,0,0,160,136,399
2021/4/6 3:00,8857,2146,8087,0,0,203,134,396
2021/4/6 4:00,9025,2151,8213,0,0,257,136,398
2021/4/6 5:00,9346,2167,8406,0,78,318,136,397
2021/4/6 6:00,9337,2164,8271,0,838,266,136,392
2021/4/6 7:00,9137,2143,7038,0,2049,181,135,391
2021/4/6 8:00,9952,2147,7043,0,3163,228,134,393
2021/4/6 9:00,10297,2153,6654,0,3825,255,133,397
2021/4/6 10:00,10086,2150,6087,0,4156,252,131,410
2021/4/6 11:00,9940,2161,5662,0,4594,258,130,422
2021/4/6 12:00,9420,2171,4998,0,4726,300,131,425
2021/4/6 13:00,9682,2177,5426,0,4367,333,135,421
2021/4/6 14:00,9594,2174,6179,0,3480,359,132,410
2021/4/6 15:00,9399,2158,7345,0,2159,376,133,404
2021/4/6 16:00,9538,2120,8417,0,1070,365,134,398
2021/4/6 17:00,9547,2138,8974,0,141,366,135,404
2021/4/6 18:00,9953,2136,9107,0,0,329,134,399
2021/4/6 19:00,9770,2133,8971,0,0,337,133,399
2021/4/6 20:00,9408,2106,8978,0,0,348,133,399
2021/4/6 21:00,8893,2076,8890,0,0,321,135,400
2021/4/6 22:00,8440,2072,8256,0,0,358,133,390
2021/4/6 23:00,8218,2066,8126,0,0,362,133,390
2021/4/7 0:00,7949,2063,7673,0,0,307,134,388
2021/4/7 1:00,8210,2058,7654,0,0,252,134,387
2021/4/7 2:00,8510,2062,7958,0,0,167,135,391
2021/4/7 3:00,8726,2071,8237,0,0,164,133,391
2021/4/7 4:00,8986,2069,8553,0,0,159,133,391
2021/4/7 5:00,9264,2087,8641,0,80,178,133,393
2021/4/7 6:00,9314,2073,7945,0,910,169,133,380
2021/4/7 7:00,8950,2073,6784,0,2232,117,134,391
2021/4/7 8:00,9545,2068,6604,0,3587,138,135,413
2021/4/7 9:00,9926,2073,6180,0,4579,155,137,425
2021/4/7 10:00,9871,2052,5668,0,4976,215,127,430
2021/4/7 11:00,9790,2056,5187,0,5233,269,120,435
2021/4/7 12:00,9258,2032,4386,0,5127,365,120,443
2021/4/7 13:00,9479,2019,5145,0,4693,414,121,442
2021/4/7 14:00,9323,2011,5288,0,4026,396,119,435
2021/4/7 15:00,9125,2034,6246,0,2743,493,119,430
2021/4/7 16:00,9304,2026,7231,0,1394,504,115,404
2021/4/7 17:00,9214,2059,8126,0,162,368,118,415
2021/4/7 18:00,9663,2088,8634,0,0,390,117,405
2021/4/7 19:00,9490,2131,8408,0,0,527,118,406
2021/4/7 20:00,9175,2125,8438,0,0,519,117,407
2021/4/7 21:00,8690,2122,8086,0,0,622,118,407
2021/4/7 22:00,8346,2114,7525,0,0,752,118,397
2021/4/7 23:00,8163,2103,7599,0,0,763,115,395
2021/4/8 0:00,7913,2066,6798,0,0,773,118,396
2021/4/8 1:00,8163,2063,6771,0,0,765,118,395
2021/4/8 2:00,8469,2059,7264,0,0,733,118,395
2021/4/8 3:00,8764,2060,7472,0,0,734,117,396
2021/4/8 4:00,8997,2059,7755,0,0,702,118,395
2021/4/8 5:00,9274,2071,8170,0,114,704,117,393
2021/4/8 6:00,9330,2047,7808,0,1103,682,117,382
2021/4/8 7:00,9008,2019,6252,0,2707,657,115,389
2021/4/8 8:00,9662,1985,5635,0,4214,652,118,405
2021/4/8 9:00,10083,1981,5390,0,5028,610,119,422
2021/4/8 10:00,9944,1971,5154,0,5180,598,119,433
2021/4/8 11:00,9934,1968,5329,0,5149,578,119,431
2021/4/8 12:00,9466,1956,5596,0,4534,556,119,419
2021/4/8 13:00,9717,1955,6250,0,3734,573,119,418
2021/4/8 14:00,9674,1961,6790,0,2699,582,115,408
2021/4/8 15:00,9515,1992,7422,0,1550,555,119,417
2021/4/8 16:00,9856,1969,8513,0,749,517,117,398
2021/4/8 17:00,9884,2019,8699,0,110,465,117,404
2021/4/8 18:00,10158,2045,8891,0,0,390,118,403
2021/4/8 19:00,9873,2045,8400,0,0,442,117,406
2021/4/8 20:00,9488,2017,8467,0,0,556,118,405
2021/4/8 21:00,8974,2008,8384,0,0,493,117,404
2021/4/8 22:00,8529,2011,7973,0,0,567,118,391
2021/4/8 23:00,8443,2003,8003,0,0,513,118,396
2021/4/9 0:00,8212,1943,7668,0,0,574,115,395
2021/4/9 1:00,8485,1930,7175,0,0,630,118,396
