DATE,TIME,当日実績(万kW)
2022/09/29,00:00,1288
2022/09/29,01:00,1227
2022/09/29,02:00,1210
2022/09/29,03:00,1231
2022/09/29,04:00,1241
2022/09/29,05:00,1259
2022/09/29,06:00,1298
2022/09/29,07:00,1402
2022/09/29,08:00,1619
2022/09/29,09:00,1755
2022/09/29,10:00,1797
2022/09/29,11:00,1824
2022/09/29,12:00,1711
2022/09/29,13:00,1797
2022/09/29,14:00,1806
2022/09/29,15:00,1773
2022/09/29,16:00,1751
2022/09/29,17:00,1703
2022/09/29,18:00,1656
2022/09/29,19:00,1564
2022/09/29,20:00,1493
2022/09/29,21:00,1435
2022/09/29,22:00,1382
2022/09/29,23:00,1348
