DATE,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光,風力,エリア,合計,lat,lon
2019/4/1,77535,0,63693,1835,0,168,5352,270,tokyo,71318,35.67012971,139.758427
2019/4/2,81719,0,69285,1654,0,148,6212,419,tokyo,77718,35.67012971,139.758427
2019/4/3,81962,0,68325,1555,0,136,6836,394,tokyo,77246,35.67012971,139.758427
2019/4/4,78301,0,64026,1712,0,138,7100,454,tokyo,73430,35.67012971,139.758427
2019/4/5,73841,0,60451,1762,0,137,6868,651,tokyo,69869,35.67012971,139.758427
2019/4/6,65098,0,53130,1855,0,144,7082,545,tokyo,62756,35.67012971,139.758427
2019/4/7,61838,0,53274,1820,0,141,6134,350,tokyo,61719,35.67012971,139.758427
2019/4/8,76155,0,65807,2002,0,134,2416,217,tokyo,70576,35.67012971,139.758427
2019/4/9,76580,0,66726,1898,0,134,7004,433,tokyo,76195,35.67012971,139.758427
2019/4/10,88078,0,70708,2499,0,135,723,236,tokyo,74301,35.67012971,139.758427
2019/4/11,80364,0,68393,2029,0,135,6233,485,tokyo,77275,35.67012971,139.758427
2019/4/12,80606,0,68108,2040,0,135,3588,162,tokyo,74033,35.67012971,139.758427
2019/4/13,69384,0,52557,1774,0,135,7320,137,tokyo,61923,35.67012971,139.758427
2019/4/14,63949,0,49790,1738,0,144,4681,358,tokyo,56711,35.67012971,139.758427
2019/4/15,70026,0,54293,2092,0,133,6581,599,tokyo,63698,35.67012971,139.758427
2019/4/16,71581,0,53072,2303,0,153,8000,292,tokyo,63820,35.67012971,139.758427
2019/4/17,71580,0,56325,2302,0,168,4292,143,tokyo,63230,35.67012971,139.758427
2019/4/18,70883,0,52701,2495,0,68,7491,107,tokyo,62862,35.67012971,139.758427
2019/4/19,71017,0,52932,2629,0,67,6536,456,tokyo,62620,35.67012971,139.758427
2019/4/20,64460,0,45885,2771,0,60,7846,362,tokyo,56924,35.67012971,139.758427
2019/4/21,60774,0,46076,2785,0,59,5638,86,tokyo,54644,35.67012971,139.758427
2019/4/22,69717,0,50756,3128,0,55,7076,182,tokyo,61197,35.67012971,139.758427
2019/4/23,70442,0,51766,2847,0,56,7287,207,tokyo,62163,35.67012971,139.758427
2019/4/24,71041,0,55839,3056,0,55,1943,433,tokyo,61326,35.67012971,139.758427
2019/4/25,72047,0,52922,3398,0,56,4198,338,tokyo,60912,35.67012971,139.758427
2019/4/26,71063,0,56028,4052,0,61,1104,358,tokyo,61603,35.67012971,139.758427
2019/4/27,66881,0,51074,4279,0,57,3558,389,tokyo,59357,35.67012971,139.758427
2019/4/28,60439,0,42278,3736,0,48,8151,204,tokyo,54417,35.67012971,139.758427
2019/4/29,59601,0,42315,3392,0,48,5549,181,tokyo,51485,35.67012971,139.758427
2019/4/30,61237,0,46009,3856,0,48,1947,492,tokyo,52352,35.67012971,139.758427
2019/5/1,59052,0,42186,3929,0,48,4266,207,tokyo,50636,35.67012971,139.758427
2019/5/2,57168,0,40368,4035,0,48,6268,429,tokyo,51148,35.67012971,139.758427
2019/5/3,55680,0,38031,3820,0,48,7304,297,tokyo,49500,35.67012971,139.758427
2019/5/4,56188,0,38999,3736,0,48,6850,146,tokyo,49779,35.67012971,139.758427
2019/5/5,56241,0,38958,3763,0,48,7760,116,tokyo,50645,35.67012971,139.758427
2019/5/6,59686,0,43575,3801,0,48,5025,316,tokyo,52765,35.67012971,139.758427
2019/5/7,66858,0,51200,3724,0,48,5179,408,tokyo,60559,35.67012971,139.758427
2019/5/8,69377,0,49914,3496,0,48,8414,414,tokyo,62286,35.67012971,139.758427
2019/5/9,69252,0,52129,3212,0,48,5257,297,tokyo,60943,35.67012971,139.758427
2019/5/10,70086,0,49384,3334,0,48,7774,167,tokyo,60707,35.67012971,139.758427
2019/5/11,65106,0,45826,3277,0,48,7477,73,tokyo,56701,35.67012971,139.758427
2019/5/12,59906,0,43147,3330,0,48,7155,151,tokyo,53831,35.67012971,139.758427
2019/5/13,68641,0,50219,3755,0,48,6927,79,tokyo,61028,35.67012971,139.758427
2019/5/14,71042,0,56282,3910,0,48,2218,146,tokyo,62604,35.67012971,139.758427
2019/5/15,70625,0,52878,3873,0,40,5875,143,tokyo,62809,35.67012971,139.758427
2019/5/16,71136,0,51740,3847,0,48,7121,135,tokyo,62891,35.67012971,139.758427
2019/5/17,71221,0,51615,3866,0,48,7591,144,tokyo,63264,35.67012971,139.758427
2019/5/18,64658,0,46056,3541,0,48,6562,272,tokyo,56479,35.67012971,139.758427
2019/5/19,61821,0,43842,3587,0,48,6525,374,tokyo,54376,35.67012971,139.758427
2019/5/20,70109,0,51389,4225,0,40,5120,624,tokyo,61398,35.67012971,139.758427
2019/5/21,73122,0,57897,4571,0,48,955,689,tokyo,64160,35.67012971,139.758427
2019/5/22,70224,0,49800,5021,0,48,7295,148,tokyo,62312,35.67012971,139.758427
2019/5/23,71101,0,49389,5030,0,48,8263,77,tokyo,62807,35.67012971,139.758427
2019/5/24,72910,0,49456,5359,0,48,8179,198,tokyo,63240,35.67012971,139.758427
2019/5/25,67661,0,45696,4595,0,48,8085,104,tokyo,58528,35.67012971,139.758427
2019/5/26,66699,0,47373,4526,0,48,7574,81,tokyo,59602,35.67012971,139.758427
2019/5/27,79382,0,57604,4928,0,48,7812,110,tokyo,70502,35.67012971,139.758427
2019/5/28,76158,0,60606,4788,0,48,3506,363,tokyo,69311,35.67012971,139.758427
2019/5/29,73656,0,55647,4918,0,48,4309,315,tokyo,65237,35.67012971,139.758427
2019/5/30,72975,0,51944,4663,0,48,8216,186,tokyo,65057,35.67012971,139.758427
2019/5/31,72603,0,55597,4658,0,48,3721,173,tokyo,64197,35.67012971,139.758427
2019/6/1,65917,0,46801,3907,0,183,6921,102,tokyo,57914,35.67012971,139.758427
2019/6/2,62272,0,45849,3929,0,192,3702,82,tokyo,53754,35.67012971,139.758427
2019/6/3,72584,0,52676,4420,0,192,6677,149,tokyo,64114,35.67012971,139.758427
2019/6/4,75291,0,55417,4316,0,192,6878,90,tokyo,66893,35.67012971,139.758427
2019/6/5,74975,0,58931,4320,0,191,4231,147,tokyo,67820,35.67012971,139.758427
2019/6/6,79952,0,58913,4196,0,192,7733,235,tokyo,71269,35.67012971,139.758427
2019/6/7,76213,0,62419,4446,0,192,1156,173,tokyo,68386,35.67012971,139.758427
2019/6/8,67236,0,51382,3786,0,192,3518,288,tokyo,59166,35.67012971,139.758427
2019/6/9,61326,0,48419,3543,0,192,2305,280,tokyo,54739,35.67012971,139.758427
2019/6/10,70750,0,57456,3984,0,205,1587,439,tokyo,63671,35.67012971,139.758427
2019/6/11,70730,0,53080,4313,0,204,5539,359,tokyo,63495,35.67012971,139.758427
2019/6/12,70936,0,54280,4201,0,192,4890,320,tokyo,63883,35.67012971,139.758427
2019/6/13,72651,0,53063,4378,0,192,8353,81,tokyo,66067,35.67012971,139.758427
2019/6/14,73394,0,55161,4866,0,192,6676,233,tokyo,67128,35.67012971,139.758427
2019/6/15,66074,0,51809,4603,0,240,1278,619,tokyo,58549,35.67012971,139.758427
2019/6/16,63720,0,44500,4828,0,240,7596,664,tokyo,57828,35.67012971,139.758427
2019/6/17,72020,0,50189,5810,0,240,7661,475,tokyo,64375,35.67012971,139.758427
2019/6/18,75731,0,55341,5855,0,240,6710,128,tokyo,68274,35.67012971,139.758427
2019/6/19,77630,0,56970,5514,0,240,7345,137,tokyo,70206,35.67012971,139.758427
2019/6/20,78407,0,58555,5187,0,240,6242,26,tokyo,70250,35.67012971,139.758427
2019/6/21,79386,0,59643,4913,0,240,4738,86,tokyo,69620,35.67012971,139.758427
2019/6/22,69395,0,53506,4153,0,240,3385,193,tokyo,61477,35.67012971,139.758427
2019/6/23,63983,0,49717,4156,0,240,2449,179,tokyo,56741,35.67012971,139.758427
2019/6/24,71683,0,56735,4896,0,240,2179,288,tokyo,64338,35.67012971,139.758427
2019/6/25,75135,0,54612,4931,0,240,7086,60,tokyo,66929,35.67012971,139.758427
2019/6/26,78429,0,57540,4758,0,240,7734,131,tokyo,70403,35.67012971,139.758427
2019/6/27,81150,0,64352,4570,0,240,4213,236,tokyo,73611,35.67012971,139.758427
2019/6/28,83128,0,64616,5072,0,240,3613,479,tokyo,74020,35.67012971,139.758427
2019/6/29,69013,0,52864,4805,0,240,1612,139,tokyo,59660,35.67012971,139.758427
2019/6/30,66442,0,48126,4604,0,240,1874,246,tokyo,55090,35.67012971,139.758427
2019/7/1,76433,0,57402,5466,0,240,1926,251,tokyo,65285,35.67012971,139.758427
2019/7/2,79757,0,59742,5425,0,264,3645,141,tokyo,69217,35.67012971,139.758427
2019/7/3,80535,0,60171,5259,0,264,3878,68,tokyo,69640,35.67012971,139.758427
2019/7/4,78434,0,59744,5330,0,262,1553,407,tokyo,67296,35.67012971,139.758427
2019/7/5,74855,0,54683,5242,0,252,3065,117,tokyo,63359,35.67012971,139.758427
2019/7/6,67514,0,47390,5041,0,240,2588,486,tokyo,55745,35.67012971,139.758427
2019/7/7,63405,0,44924,5144,0,240,2676,703,tokyo,53687,35.67012971,139.758427
2019/7/8,71129,0,50935,5331,0,240,4645,390,tokyo,61541,35.67012971,139.758427
2019/7/9,71863,0,53674,5244,0,270,2431,159,tokyo,61778,35.67012971,139.758427
2019/7/10,72795,0,52425,5208,0,356,4927,231,tokyo,63147,35.67012971,139.758427
2019/7/11,73477,0,53742,5196,0,360,4137,159,tokyo,63594,35.67012971,139.758427
2019/7/12,74035,0,55009,5118,0,353,3315,185,tokyo,63980,35.67012971,139.758427
2019/7/13,69367,0,49340,4435,0,312,5304,94,tokyo,59485,35.67012971,139.758427
2019/7/14,65296,0,48494,4675,0,312,2199,91,tokyo,55771,35.67012971,139.758427
2019/7/15,68196,0,49497,4683,0,312,3904,148,tokyo,58544,35.67012971,139.758427
2019/7/16,74589,0,55770,5053,0,314,3410,122,tokyo,64669,35.67012971,139.758427
2019/7/17,79488,0,57288,4961,0,312,6276,33,tokyo,68870,35.67012971,139.758427
2019/7/18,82858,0,62165,4940,0,312,4092,61,tokyo,71570,35.67012971,139.758427
2019/7/19,87259,0,63676,5145,0,326,5650,283,tokyo,75080,35.67012971,139.758427
2019/7/20,79014,0,58835,4771,0,336,4152,142,tokyo,68236,35.67012971,139.758427
2019/7/21,72677,0,54370,4726,0,336,2650,64,tokyo,62146,35.67012971,139.758427
2019/7/22,78461,0,60233,4698,0,336,1860,86,tokyo,67213,35.67012971,139.758427
2019/7/23,83594,0,62792,4711,0,336,4371,27,tokyo,72237,35.67012971,139.758427
2019/7/24,88164,0,65547,4659,0,336,6165,28,tokyo,76735,35.67012971,139.758427
2019/7/25,92035,0,69666,4560,0,336,6422,80,tokyo,81064,35.67012971,139.758427
2019/7/26,92567,0,70547,4603,0,336,6752,332,tokyo,82570,35.67012971,139.758427
2019/7/27,84300,0,62098,4757,0,336,5743,442,tokyo,73376,35.67012971,139.758427
2019/7/28,80713,0,58138,5035,0,336,5293,351,tokyo,69153,35.67012971,139.758427
2019/7/29,95870,0,72228,5078,0,336,6300,95,tokyo,84037,35.67012971,139.758427
2019/7/30,99676,0,76058,5539,0,336,6898,176,tokyo,89007,35.67012971,139.758427
2019/7/31,102492,0,78079,5401,0,336,6527,174,tokyo,90517,35.67012971,139.758427
2019/8/1,104681,0,81454,5429,0,384,6393,127,tokyo,93787,35.67012971,139.758427
2019/8/2,104832,0,82797,5379,0,384,6451,79,tokyo,95090,35.67012971,139.758427
2019/8/3,93242,0,73293,4566,0,384,6664,54,tokyo,84961,35.67012971,139.758427
2019/8/4,87728,0,66208,4330,0,384,6724,44,tokyo,77690,35.67012971,139.758427
2019/8/5,101268,0,77644,4324,0,384,6540,138,tokyo,89030,35.67012971,139.758427
2019/8/6,104708,0,85204,4646,0,400,6308,86,tokyo,96644,35.67012971,139.758427
2019/8/7,103939,0,82797,4637,0,408,6448,69,tokyo,94359,35.67012971,139.758427
2019/8/8,103759,0,83594,4060,0,396,6333,83,tokyo,94466,35.67012971,139.758427
2019/8/9,101726,0,82169,3689,0,384,6605,173,tokyo,93020,35.67012971,139.758427
2019/8/10,91074,0,70633,3457,0,387,6314,40,tokyo,80831,35.67012971,139.758427
2019/8/11,82739,0,65199,3397,0,384,4964,110,tokyo,74054,35.67012971,139.758427
2019/8/12,81644,0,63387,3344,0,400,5258,185,tokyo,72574,35.67012971,139.758427
2019/8/13,85387,0,65900,3365,0,408,5241,169,tokyo,75083,35.67012971,139.758427
2019/8/14,83975,0,66556,3582,0,408,3692,252,tokyo,74490,35.67012971,139.758427
2019/8/15,83737,0,63864,3835,0,408,4375,536,tokyo,73018,35.67012971,139.758427
2019/8/16,83726,0,65717,4282,0,408,2181,734,tokyo,73322,35.67012971,139.758427
2019/8/17,87460,0,64996,4198,0,408,6583,341,tokyo,76526,35.67012971,139.758427
2019/8/18,85810,0,65961,3939,0,408,5790,35,tokyo,76133,35.67012971,139.758427
2019/8/19,93277,0,75637,3901,0,396,3915,60,tokyo,83909,35.67012971,139.758427
2019/8/20,91432,0,72990,4106,0,395,2887,92,tokyo,80470,35.67012971,139.758427
2019/8/21,91035,0,71205,4390,0,395,4657,48,tokyo,80695,35.67012971,139.758427
2019/8/22,88771,0,69982,4435,0,395,2846,82,tokyo,77740,35.67012971,139.758427
2019/8/23,88090,0,70119,4687,0,390,2001,382,tokyo,77579,35.67012971,139.758427
2019/8/24,80449,0,58171,4470,0,403,5829,226,tokyo,69099,35.67012971,139.758427
2019/8/25,74946,0,52228,4381,0,408,6569,124,tokyo,63710,35.67012971,139.758427
2019/8/26,82554,0,62674,4374,0,408,5211,64,tokyo,72731,35.67012971,139.758427
2019/8/27,84953,0,65724,4255,0,416,4392,75,tokyo,74862,35.67012971,139.758427
2019/8/28,84701,0,67038,4385,0,408,1703,409,tokyo,73943,35.67012971,139.758427
2019/8/29,93182,0,71541,4426,0,408,5268,317,tokyo,81960,35.67012971,139.758427
2019/8/30,86456,0,70522,4542,0,408,1471,188,tokyo,77131,35.67012971,139.758427
2019/8/31,80801,0,59754,4352,0,408,5204,251,tokyo,69969,35.67012971,139.758427
2019/9/1,77114,0,58706,4257,0,390,4696,82,tokyo,68131,35.67012971,139.758427
2019/9/2,91073,0,71163,4314,0,399,5393,96,tokyo,81365,35.67012971,139.758427
2019/9/3,87669,0,72564,4182,0,408,2569,54,tokyo,79777,35.67012971,139.758427
2019/9/4,80950,0,66629,4182,0,401,2486,46,tokyo,73744,35.67012971,139.758427
2019/9/5,84404,0,66553,4291,0,409,4198,54,tokyo,75505,35.67012971,139.758427
2019/9/6,92929,0,72097,4371,0,402,6622,72,tokyo,83564,35.67012971,139.758427
2019/9/7,87213,0,66769,4196,0,384,6061,154,tokyo,77564,35.67012971,139.758427
2019/9/8,83981,0,66172,4010,0,390,4962,285,tokyo,75819,35.67012971,139.758427
2019/9/9,94170,0,73395,4472,0,399,4339,387,tokyo,82992,35.67012971,139.758427
2019/9/10,100181,0,79951,4646,0,408,6610,137,tokyo,91752,35.67012971,139.758427
2019/9/11,95989,0,79945,4588,0,408,4774,122,tokyo,89837,35.67012971,139.758427
2019/9/12,84893,0,65296,4644,0,391,5864,316,tokyo,76511,35.67012971,139.758427
2019/9/13,76231,0,60935,4359,0,384,1722,266,tokyo,67666,35.67012971,139.758427
2019/9/14,68329,0,53214,3651,0,384,3770,241,tokyo,61260,35.67012971,139.758427
2019/9/15,69365,0,51704,3479,0,384,6523,409,tokyo,62499,35.67012971,139.758427
2019/9/16,72840,0,58866,3443,0,389,2004,383,tokyo,65085,35.67012971,139.758427
2019/9/17,84475,0,64874,3584,0,384,6173,222,tokyo,75237,35.67012971,139.758427
2019/9/18,76993,0,61939,3486,0,384,2588,198,tokyo,68595,35.67012971,139.758427
2019/9/19,75591,0,57051,3297,0,390,5946,329,tokyo,67013,35.67012971,139.758427
2019/9/20,75731,0,57725,3135,0,403,6014,196,tokyo,67473,35.67012971,139.758427
2019/9/21,67835,0,52911,3036,0,403,2560,231,tokyo,59141,35.67012971,139.758427
2019/9/22,64405,0,47317,2939,0,408,5078,203,tokyo,55945,35.67012971,139.758427
2019/9/23,75686,0,58547,2952,0,408,3781,548,tokyo,66236,35.67012971,139.758427
2019/9/24,82651,0,66600,3167,0,408,4108,409,tokyo,74692,35.67012971,139.758427
2019/9/25,79799,0,60460,2883,0,414,6348,238,tokyo,70343,35.67012971,139.758427
2019/9/26,77199,0,58877,2871,0,408,5749,125,tokyo,68030,35.67012971,139.758427
2019/9/27,77924,0,59695,2967,0,408,6432,66,tokyo,69568,35.67012971,139.758427
2019/9/28,71272,0,56386,2429,0,408,4080,95,tokyo,63398,35.67012971,139.758427
2019/9/29,68787,0,53725,2418,0,408,4479,153,tokyo,61183,35.67012971,139.758427
2019/9/30,79109,0,61794,2675,0,408,5993,105,tokyo,70975,35.67012971,139.758427
2019/10/1,80565,0,62968,2582,0,432,6388,37,tokyo,72407,35.67012971,139.758427
2019/10/2,80326,0,64561,2550,0,434,6478,25,tokyo,74048,35.67012971,139.758427
2019/10/3,79635,0,66069,2241,0,433,4134,192,tokyo,73069,35.67012971,139.758427
2019/10/4,81643,0,67612,2785,0,450,3615,690,tokyo,75152,35.67012971,139.758427
2019/10/5,73659,0,55134,2869,0,456,6406,396,tokyo,65261,35.67012971,139.758427
2019/10/6,63769,0,50301,2499,0,455,2295,338,tokyo,55888,35.67012971,139.758427
2019/10/7,72028,0,57630,2252,0,418,4195,299,tokyo,64794,35.67012971,139.758427
2019/10/8,75487,0,62173,2406,0,408,2801,380,tokyo,68168,35.67012971,139.758427
2019/10/9,72441,0,55794,2511,0,408,6524,459,tokyo,65696,35.67012971,139.758427
2019/10/10,72365,0,56747,2909,0,408,5592,235,tokyo,65891,35.67012971,139.758427
2019/10/11,73503,0,59442,3983,0,408,1865,243,tokyo,65941,35.67012971,139.758427
2019/10/12,61846,0,46846,4643,0,408,494,574,tokyo,52965,35.67012971,139.758427
2019/10/13,61373,0,43293,3042,0,408,6157,597,tokyo,53497,35.67012971,139.758427
2019/10/14,64337,0,52714,2498,0,408,1315,262,tokyo,57197,35.67012971,139.758427
2019/10/15,70580,0,58987,3444,0,408,2685,419,tokyo,65943,35.67012971,139.758427
2019/10/16,70452,0,57919,3681,0,408,3339,165,tokyo,65512,35.67012971,139.758427
2019/10/17,71250,0,58003,3750,0,408,3906,141,tokyo,66208,35.67012971,139.758427
2019/10/18,71941,0,60074,4194,0,419,1532,353,tokyo,66572,35.67012971,139.758427
2019/10/19,66773,0,53792,3789,0,432,2114,388,tokyo,60515,35.67012971,139.758427
2019/10/20,61610,0,48020,3936,0,432,3819,313,tokyo,56520,35.67012971,139.758427
2019/10/21,67226,0,54712,4260,0,432,2536,222,tokyo,62162,35.67012971,139.758427
2019/10/22,67264,0,56007,3875,0,432,1009,534,tokyo,61857,35.67012971,139.758427
2019/10/23,70686,0,55304,4048,0,432,5885,218,tokyo,65887,35.67012971,139.758427
2019/10/24,71541,0,58578,4243,0,432,1659,391,tokyo,65303,35.67012971,139.758427
2019/10/25,74489,0,59257,4139,0,439,444,714,tokyo,64993,35.67012971,139.758427
2019/10/26,65990,0,49835,3623,0,432,4660,233,tokyo,58783,35.67012971,139.758427
2019/10/27,61480,0,45521,4200,0,432,3061,186,tokyo,53400,35.67012971,139.758427
2019/10/28,68927,0,50845,4637,0,435,5496,180,tokyo,61593,35.67012971,139.758427
2019/10/29,73180,0,58296,4893,0,455,662,102,tokyo,64408,35.67012971,139.758427
2019/10/30,71643,0,54223,4687,0,433,5241,172,tokyo,64756,35.67012971,139.758427
2019/10/31,71395,0,54070,4668,0,534,4543,107,tokyo,63922,35.67012971,139.758427
2019/11/1,70583,0,49020,4429,0,922,5711,373,tokyo,60455,35.67012971,139.758427
2019/11/2,64542,0,45891,3892,0,861,5654,250,tokyo,56548,35.67012971,139.758427
2019/11/3,61724,0,46480,3923,0,823,3093,102,tokyo,54421,35.67012971,139.758427
2019/11/4,64460,0,47417,3731,0,828,5196,303,tokyo,57475,35.67012971,139.758427
2019/11/5,71172,0,53421,3614,0,871,5700,246,tokyo,63852,35.67012971,139.758427
2019/11/6,72143,0,54571,3447,0,879,5612,263,tokyo,64772,35.67012971,139.758427
2019/11/7,72489,0,55630,3348,0,873,4533,254,tokyo,64638,35.67012971,139.758427
2019/11/8,71787,0,53387,3500,0,871,5401,369,tokyo,63528,35.67012971,139.758427
2019/11/9,66277,0,48691,3322,0,837,4972,186,tokyo,58008,35.67012971,139.758427
2019/11/10,62735,0,48103,3166,0,816,5513,171,tokyo,57769,35.67012971,139.758427
2019/11/11,72688,0,58050,3808,0,809,2777,211,tokyo,65655,35.67012971,139.758427
2019/11/12,72945,0,55662,3323,0,816,5363,504,tokyo,65668,35.67012971,139.758427
2019/11/13,74584,0,59756,3486,0,816,2622,272,tokyo,66952,35.67012971,139.758427
2019/11/14,73560,0,56888,3530,0,830,4065,590,tokyo,65903,35.67012971,139.758427
2019/11/15,73553,0,57180,3260,0,823,4858,245,tokyo,66366,35.67012971,139.758427
2019/11/16,67909,0,52129,2802,0,768,5017,233,tokyo,60949,35.67012971,139.758427
2019/11/17,64315,0,50451,2694,0,782,5124,334,tokyo,59385,35.67012971,139.758427
2019/11/18,72979,0,59322,3092,0,792,3583,519,tokyo,67308,35.67012971,139.758427
2019/11/19,72910,0,56949,3293,0,786,4461,613,tokyo,66102,35.67012971,139.758427
2019/11/20,75563,0,59080,3328,0,779,4968,549,tokyo,68704,35.67012971,139.758427
2019/11/21,77289,0,60615,3174,0,792,5165,327,tokyo,70073,35.67012971,139.758427
2019/11/22,85052,0,69765,3404,0,804,881,236,tokyo,75090,35.67012971,139.758427
2019/11/23,74764,0,61972,3251,0,779,912,500,tokyo,67414,35.67012971,139.758427
2019/11/24,66428,0,54227,3644,0,797,2160,313,tokyo,61141,35.67012971,139.758427
2019/11/25,73086,0,58056,3889,0,790,3095,555,tokyo,66385,35.67012971,139.758427
2019/11/26,82815,0,67451,3929,0,791,1282,438,tokyo,73891,35.67012971,139.758427
2019/11/27,83819,0,70883,4099,0,793,1320,137,tokyo,77232,35.67012971,139.758427
2019/11/28,86431,0,70416,3915,0,792,893,563,tokyo,76579,35.67012971,139.758427
2019/11/29,87490,0,70507,3731,0,807,5114,343,tokyo,80502,35.67012971,139.758427
2019/11/30,80160,0,63947,2612,0,814,4817,246,tokyo,72436,35.67012971,139.758427
2019/12/1,75818,0,61003,2485,0,803,3403,159,tokyo,67853,35.67012971,139.758427
2019/12/2,85326,0,69775,3192,0,847,1102,655,tokyo,75571,35.67012971,139.758427
2019/12/3,80793,0,63766,3421,0,848,4797,484,tokyo,73316,35.67012971,139.758427
2019/12/4,82436,0,65180,3287,0,831,4762,427,tokyo,74487,35.67012971,139.758427
2019/12/5,84221,0,67684,3120,0,832,4481,340,tokyo,76457,35.67012971,139.758427
2019/12/6,88114,0,73811,3029,0,823,2719,361,tokyo,80743,35.67012971,139.758427
2019/12/7,86403,0,72272,2757,0,837,672,209,tokyo,76747,35.67012971,139.758427
2019/12/8,76893,0,61122,2258,0,840,4692,394,tokyo,69306,35.67012971,139.758427
2019/12/9,91390,0,74394,2884,0,828,1824,169,tokyo,80099,35.67012971,139.758427
2019/12/10,86328,0,71137,2863,0,841,2480,88,tokyo,77409,35.67012971,139.758427
2019/12/11,82310,0,67851,2896,0,834,3103,93,tokyo,74777,35.67012971,139.758427
2019/12/12,81170,0,64529,2796,0,837,4635,629,tokyo,73426,35.67012971,139.758427
2019/12/13,89090,0,73510,2935,0,861,1761,292,tokyo,79359,35.67012971,139.758427
2019/12/14,78454,0,63243,2219,0,936,4587,374,tokyo,71359,35.67012971,139.758427
2019/12/15,75423,0,61904,2201,0,912,4036,427,tokyo,69480,35.67012971,139.758427
2019/12/16,86564,0,69603,2548,0,922,4656,111,tokyo,77840,35.67012971,139.758427
2019/12/17,88947,0,74063,2726,0,921,1088,287,tokyo,79085,35.67012971,139.758427
2019/12/18,83227,0,67024,2777,0,922,3177,543,tokyo,74443,35.67012971,139.758427
2019/12/19,87961,0,74513,2652,0,906,1044,218,tokyo,79333,35.67012971,139.758427
2019/12/20,82509,0,65570,2692,0,800,4668,345,tokyo,74075,35.67012971,139.758427
2019/12/21,80890,0,66439,2264,0,808,1370,171,tokyo,71052,35.67012971,139.758427
2019/12/22,79672,0,65311,2265,0,792,1433,244,tokyo,70045,35.67012971,139.758427
2019/12/23,87886,0,71008,3121,0,796,3993,197,tokyo,79115,35.67012971,139.758427
2019/12/24,87803,0,69672,2957,0,757,4503,486,tokyo,78375,35.67012971,139.758427
2019/12/25,90902,0,74843,3033,0,766,2714,240,tokyo,81596,35.67012971,139.758427
2019/12/26,88473,0,72662,3067,0,756,1684,196,tokyo,78365,35.67012971,139.758427
2019/12/27,79824,0,62635,3271,0,783,4012,591,tokyo,71292,35.67012971,139.758427
2019/12/28,76246,0,58769,2566,0,792,4430,462,tokyo,67019,35.67012971,139.758427
2019/12/29,71523,0,54656,2449,0,807,4532,165,tokyo,62609,35.67012971,139.758427
2019/12/30,73433,0,57982,2485,0,807,874,197,tokyo,62345,35.67012971,139.758427
2019/12/31,66657,0,49136,2516,0,747,4253,641,tokyo,57293,35.67012971,139.758427
2020/1/1,65874,0,50466,2422,0,673,4409,430,tokyo,58400,35.67012971,139.758427
2020/1/2,67003,0,50407,2391,0,672,4237,424,tokyo,58131,35.67012971,139.758427
2020/1/3,67812,0,52385,2289,0,672,4701,248,tokyo,60295,35.67012971,139.758427
2020/1/4,71524,0,56025,2415,0,677,4119,342,tokyo,63578,35.67012971,139.758427
2020/1/5,74496,0,59266,2390,0,744,4411,406,tokyo,67217,35.67012971,139.758427
2020/1/6,86622,0,69163,3093,0,785,4646,429,tokyo,78116,35.67012971,139.758427
2020/1/7,92868,0,78378,3072,0,775,2112,116,tokyo,84453,35.67012971,139.758427
2020/1/8,93206,0,78810,3635,0,768,1407,411,tokyo,85031,35.67012971,139.758427
2020/1/9,85530,0,69831,3711,0,768,4939,497,tokyo,79746,35.67012971,139.758427
2020/1/10,86680,0,70558,3512,0,747,4494,191,tokyo,79502,35.67012971,139.758427
2020/1/11,82136,0,67847,2618,0,744,2891,149,tokyo,74249,35.67012971,139.758427
2020/1/12,79220,0,64737,2582,0,747,2371,138,tokyo,70575,35.67012971,139.758427
2020/1/13,78141,0,62213,2620,0,752,4932,132,tokyo,70649,35.67012971,139.758427
2020/1/14,85948,0,70789,3298,0,752,4439,133,tokyo,79411,35.67012971,139.758427
2020/1/15,89613,0,75609,3241,0,759,2543,237,tokyo,82389,35.67012971,139.758427
2020/1/16,90943,0,75003,3150,0,747,4508,330,tokyo,83738,35.67012971,139.758427
2020/1/17,91101,0,75785,3159,0,750,3790,213,tokyo,83697,35.67012971,139.758427
2020/1/18,91726,0,77383,2614,0,786,840,548,tokyo,82171,35.67012971,139.758427
2020/1/19,78994,0,64666,2511,0,780,5009,209,tokyo,73175,35.67012971,139.758427
2020/1/20,87122,0,69875,2935,0,774,5223,382,tokyo,79189,35.67012971,139.758427
2020/1/21,89601,0,72172,2869,0,752,5116,544,tokyo,81453,35.67012971,139.758427
2020/1/22,95650,0,80623,2855,0,756,2262,163,tokyo,86659,35.67012971,139.758427
2020/1/23,95211,0,80718,3121,0,756,1135,193,tokyo,85923,35.67012971,139.758427
2020/1/24,86515,0,68984,3283,0,774,3881,365,tokyo,77287,35.67012971,139.758427
2020/1/25,81689,0,64513,2707,0,865,3776,460,tokyo,72321,35.67012971,139.758427
2020/1/26,81839,0,66188,2605,0,846,2086,202,tokyo,71927,35.67012971,139.758427
2020/1/27,96589,0,81023,2899,0,854,1142,371,tokyo,86289,35.67012971,139.758427
2020/1/28,100472,0,83523,2924,0,865,821,834,tokyo,88967,35.67012971,139.758427
