DATE_TIME,エリア需要〔MWh〕,原子力〔MWh〕,火力〔MWh〕,水力〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕,実績〔MWh〕,実績〔MWh〕
2022/4/1 0:00,7606,2068,6520,279,132,319,0,190
2022/4/1 1:00,7582,2068,6546,277,133,317,0,196
2022/4/1 2:00,8015,2068,6768,295,133,316,0,211
2022/4/1 3:00,8629,2070,6769,425,133,318,0,224
2022/4/1 4:00,8915,2069,6743,592,133,321,0,232
2022/4/1 5:00,8890,2070,6284,530,133,320,0,237
2022/4/1 6:00,8830,2069,6257,409,133,308,138,239
2022/4/1 7:00,8548,2070,5896,287,133,288,1492,221
2022/4/1 8:00,8379,2070,4522,279,133,273,3671,201
2022/4/1 9:00,8599,2070,3830,252,133,262,5707,183
2022/4/1 10:00,8894,2070,3157,248,133,249,7259,169
2022/4/1 11:00,8985,2070,3096,232,133,248,7353,165
2022/4/1 12:00,8713,2070,3026,215,133,252,7242,132
2022/4/1 13:00,8824,2070,3348,208,133,252,6664,181
2022/4/1 14:00,8546,2069,3477,208,133,249,5516,218
2022/4/1 15:00,8590,2070,4279,216,133,264,4617,230
2022/4/1 16:00,8909,2069,5644,226,133,276,2654,228
2022/4/1 17:00,9186,2069,6918,385,133,277,983,220
2022/4/1 18:00,9746,2070,7795,621,134,277,76,216
2022/4/1 19:00,9910,2063,7785,650,134,275,0,213
2022/4/1 20:00,9645,2064,7691,486,134,277,0,197
2022/4/1 21:00,9336,2065,7656,263,134,276,0,192
2022/4/1 22:00,8973,2069,7597,233,134,275,0,175
2022/4/1 23:00,8542,2070,7516,222,134,275,0,153
2022/4/2 0:00,7957,2069,6846,213,134,275,0,122
2022/4/2 1:00,7956,2070,6887,216,134,273,0,110
2022/4/2 2:00,8433,2066,6919,224,134,273,0,111
2022/4/2 3:00,9037,2069,7075,378,134,276,0,85
2022/4/2 4:00,9334,2069,7223,517,134,278,0,87
2022/4/2 5:00,9272,2068,7112,457,134,276,0,78
2022/4/2 6:00,9057,2069,7053,320,134,277,178,80
2022/4/2 7:00,8414,2069,5958,225,134,275,1423,79
2022/4/2 8:00,8083,2070,4186,228,134,271,3411,68
2022/4/2 9:00,8088,2069,2716,216,134,252,5425,64
2022/4/2 10:00,8239,2068,2417,205,134,250,6406,63
2022/4/2 11:00,8381,2070,2335,213,134,252,6504,54
2022/4/2 12:00,8168,2069,2385,197,134,253,6237,53
2022/4/2 13:00,8115,2070,2479,203,134,252,5769,58
2022/4/2 14:00,7798,2070,2966,203,134,253,5052,56
2022/4/2 15:00,7720,2070,3771,200,134,252,3937,50
2022/4/2 16:00,7955,2064,5218,209,134,276,2596,51
2022/4/2 17:00,8511,2065,6631,340,134,278,1303,44
2022/4/2 18:00,9158,2064,7476,694,134,279,137,34
2022/4/2 19:00,9474,2071,7407,723,134,277,0,38
2022/4/2 20:00,9232,2070,7432,496,134,280,0,37
2022/4/2 21:00,8965,2071,7478,317,134,280,0,41
2022/4/2 22:00,8667,2071,7466,228,134,280,0,40
2022/4/2 23:00,8270,2068,7258,224,134,278,0,40
2022/4/3 0:00,7835,2070,6859,192,134,282,0,39
2022/4/3 1:00,7875,2070,6853,199,134,279,0,35
2022/4/3 2:00,8351,2069,7059,206,134,280,0,32
2022/4/3 3:00,8924,2070,6912,270,135,281,0,36
2022/4/3 4:00,9189,2069,6955,447,135,281,0,51
2022/4/3 5:00,9054,2069,6837,483,135,281,0,53
2022/4/3 6:00,8594,2070,6764,322,134,281,188,40
2022/4/3 7:00,7927,2070,5582,244,135,281,1588,45
2022/4/3 8:00,7371,2070,4074,203,134,270,3406,46
2022/4/3 9:00,7364,2071,2662,186,134,257,5239,49
2022/4/3 10:00,7340,2070,2394,201,134,256,6032,52
2022/4/3 11:00,7487,2070,2334,195,134,255,6289,51
2022/4/3 12:00,7597,2072,2315,177,134,255,6460,42
2022/4/3 13:00,7395,2071,2280,193,134,255,6401,53
2022/4/3 14:00,7031,2071,2451,178,133,254,5728,63
2022/4/3 15:00,6930,2070,2812,191,133,256,4846,65
2022/4/3 16:00,7198,2071,3825,198,134,269,3894,90
2022/4/3 17:00,8036,2065,5662,299,134,274,1644,92
2022/4/3 18:00,8653,2064,6532,562,134,279,174,81
2022/4/3 19:00,9051,2066,6776,570,134,278,0,77
2022/4/3 20:00,8944,2071,6793,444,134,280,0,68
2022/4/3 21:00,8718,2072,6784,280,134,279,0,61
2022/4/3 22:00,8316,2072,6711,201,134,279,0,54
2022/4/3 23:00,7980,2071,6601,198,134,280,0,51
2022/4/4 0:00,7559,2070,6568,181,134,280,0,49
2022/4/4 1:00,7695,2073,6649,201,134,278,0,50
2022/4/4 2:00,8281,2070,6780,192,134,279,0,47
2022/4/4 3:00,8898,2071,6765,311,134,277,0,55
2022/4/4 4:00,9307,2070,6849,419,134,279,0,60
2022/4/4 5:00,9485,2071,6882,516,134,278,0,69
2022/4/4 6:00,9648,2072,7040,462,134,278,266,72
2022/4/4 7:00,9166,2070,6210,264,134,272,1933,56
2022/4/4 8:00,8808,2071,5099,193,134,267,4170,42
2022/4/4 9:00,9056,2071,3516,201,134,256,6375,38
2022/4/4 10:00,9264,2071,2922,184,134,244,7925,33
2022/4/4 11:00,9403,2070,2786,188,133,245,8260,35
2022/4/4 12:00,9084,2070,2735,169,131,250,7994,48
2022/4/4 13:00,9078,2071,2926,178,134,250,7756,54
2022/4/4 14:00,8852,2070,2911,162,134,249,7582,63
2022/4/4 15:00,8578,2072,3677,174,133,263,6180,70
2022/4/4 16:00,8826,2064,4819,166,133,271,4031,66
2022/4/4 17:00,9170,2063,6806,309,133,274,1641,52
2022/4/4 18:00,9626,2063,7655,583,133,275,166,49
2022/4/4 19:00,9761,2070,7902,587,134,276,0,51
2022/4/4 20:00,9532,2070,7809,529,134,274,0,53
2022/4/4 21:00,9245,2069,7833,319,134,272,0,32
2022/4/4 22:00,8956,2070,7809,187,134,272,0,23
2022/4/4 23:00,8627,2070,7761,178,134,273,0,15
2022/4/5 0:00,8193,2071,7506,169,134,276,0,13
2022/4/5 1:00,8279,2071,7541,182,134,272,0,14
2022/4/5 2:00,8813,2071,7749,174,134,272,0,14
2022/4/5 3:00,9460,2072,7760,284,134,271,0,14
2022/4/5 4:00,9832,2072,7772,485,134,274,0,10
2022/4/5 5:00,9949,2072,7776,508,134,271,0,11
2022/4/5 6:00,10079,2071,7787,391,134,274,298,12
2022/4/5 7:00,9407,2070,6737,307,134,277,1997,8
2022/4/5 8:00,9060,2072,4859,188,134,272,4151,1
2022/4/5 9:00,9174,2072,3558,183,134,248,6252,0
2022/4/5 10:00,9258,2071,2871,167,133,246,7575,1
2022/4/5 11:00,9368,2072,2635,197,133,248,8115,2
2022/4/5 12:00,9062,2072,2630,158,132,249,7865,2
2022/4/5 13:00,9014,2072,2727,168,133,249,7540,5
