DATE_TIME,エリア需要〔MWh〕,原子力〔MWh〕,火力〔MWh〕,水力〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕,実績〔MWh〕,実績〔MWh〕
2021/10/1 0:00,8066,4109,5144,442,143,283,0,39
2021/10/1 1:00,7659,4111,4894,448,143,279,0,51
2021/10/1 2:00,7716,4109,4968,443,143,281,0,52
2021/10/1 3:00,8078,4109,5230,471,143,283,0,62
2021/10/1 4:00,8486,4101,5426,520,143,284,0,76
2021/10/1 5:00,8638,4105,5443,652,143,284,0,81
2021/10/1 6:00,8624,4105,5430,513,143,285,141,94
2021/10/1 7:00,8920,4110,4723,412,143,285,1296,85
2021/10/1 8:00,9746,4108,4462,377,143,277,2687,65
2021/10/1 9:00,10681,4106,4123,368,142,252,4065,71
2021/10/1 10:00,11296,4107,3549,368,143,226,5388,108
2021/10/1 11:00,11800,4104,3180,352,144,226,6469,116
2021/10/1 12:00,11807,4108,3071,340,145,229,6989,119
2021/10/1 13:00,12066,4106,3102,339,145,226,6861,121
2021/10/1 14:00,11954,4108,3559,365,145,249,6013,102
2021/10/1 15:00,11867,4106,4677,408,144,277,4454,89
2021/10/1 16:00,11886,4109,6329,463,143,279,2396,83
2021/10/1 17:00,11317,4105,7037,667,143,282,486,76
2021/10/1 18:00,11056,4098,7072,853,144,282,0,80
2021/10/1 19:00,10443,4103,6820,680,144,280,0,65
2021/10/1 20:00,9763,4103,6592,612,146,280,0,57
2021/10/1 21:00,9163,4110,6219,588,146,279,0,46
2021/10/1 22:00,8704,4110,5637,535,146,277,0,35
2021/10/1 23:00,8312,4113,5235,434,146,280,0,30
2021/10/2 0:00,7688,4111,4389,373,146,283,0,23
2021/10/2 1:00,7334,4113,3989,364,146,281,0,26
2021/10/2 2:00,7391,4111,4110,384,146,279,0,28
2021/10/2 3:00,7738,4111,4362,429,146,283,0,30
2021/10/2 4:00,8115,4106,4582,490,146,285,0,29
2021/10/2 5:00,8191,4105,4408,570,146,285,0,23
2021/10/2 6:00,7750,4107,3961,517,146,284,165,14
2021/10/2 7:00,7859,4110,3030,416,146,281,1661,9
2021/10/2 8:00,8058,4112,2452,372,146,259,3064,0
2021/10/2 9:00,8829,4109,2402,338,146,230,4509,0
2021/10/2 10:00,9507,4109,2369,324,145,231,5581,1
2021/10/2 11:00,10008,4108,2326,335,145,232,6183,0
2021/10/2 12:00,10218,4106,2368,318,145,231,6488,1
2021/10/2 13:00,10422,4105,2498,313,145,233,6025,2
2021/10/2 14:00,10390,4109,2577,313,145,254,5049,1
2021/10/2 15:00,10343,4109,3353,323,145,281,3619,0
2021/10/2 16:00,10443,4101,5002,381,145,284,2239,4
2021/10/2 17:00,10236,4100,5869,754,145,287,442,3
2021/10/2 18:00,10226,4100,5903,838,145,286,1,6
2021/10/2 19:00,9755,4111,5867,687,146,286,0,5
2021/10/2 20:00,9130,4108,5548,481,145,288,0,10
2021/10/2 21:00,8488,4105,5275,433,146,284,0,17
2021/10/2 22:00,8103,4110,4945,408,146,283,0,32
2021/10/2 23:00,7671,4108,4476,361,146,285,0,36
2021/10/3 0:00,7113,4111,3899,354,146,285,0,32
2021/10/3 1:00,6828,4110,3764,349,146,284,0,29
2021/10/3 2:00,6949,4110,3727,356,146,285,0,21
2021/10/3 3:00,7398,4111,3857,439,146,286,0,18
2021/10/3 4:00,7768,4104,4139,506,146,287,0,15
2021/10/3 5:00,7857,4105,4146,509,146,285,0,15
2021/10/3 6:00,7340,4107,3787,562,146,285,164,22
2021/10/3 7:00,7319,4111,2902,340,146,276,1688,30
2021/10/3 8:00,7306,4111,2205,302,146,243,3107,17
2021/10/3 9:00,7831,4110,2174,301,146,235,4492,14
2021/10/3 10:00,8533,4108,2166,292,146,235,5293,9
2021/10/3 11:00,9133,4109,2258,312,146,239,5548,6
2021/10/3 12:00,9579,4105,2362,285,146,239,5828,5
2021/10/3 13:00,9771,4108,2226,282,146,235,5979,5
2021/10/3 14:00,9756,4107,2270,287,145,254,5058,5
2021/10/3 15:00,9781,4108,3287,290,145,285,3591,4
2021/10/3 16:00,9895,4099,4663,340,145,288,2209,35
2021/10/3 17:00,9965,4097,6106,661,145,288,409,54
2021/10/3 18:00,10084,4102,6068,832,145,288,0,61
2021/10/3 19:00,9611,4104,5392,707,146,288,0,59
2021/10/3 20:00,9088,4110,4871,474,146,288,0,74
2021/10/3 21:00,8541,4109,4564,424,146,288,0,96
2021/10/3 22:00,8019,4107,4691,366,146,287,0,94
2021/10/3 23:00,7585,4104,4319,364,146,289,0,106
2021/10/4 0:00,7128,4107,3823,331,146,289,0,125
2021/10/4 1:00,6812,4108,3701,329,146,289,0,128
2021/10/4 2:00,6948,4110,3737,345,146,285,0,145
2021/10/4 3:00,7423,4108,4077,400,146,287,0,154
2021/10/4 4:00,7907,4104,4492,506,146,289,0,159
2021/10/4 5:00,8159,4105,4591,508,146,287,0,168
2021/10/4 6:00,8022,4108,4406,568,146,282,147,156
2021/10/4 7:00,8269,4112,3780,426,142,277,1710,144
2021/10/4 8:00,8967,4111,3686,320,142,246,3777,124
2021/10/4 9:00,10009,4110,3008,294,141,233,5626,104
2021/10/4 10:00,10770,4108,2830,273,137,231,6916,91
2021/10/4 11:00,11389,4107,2825,269,136,223,7589,67
2021/10/4 12:00,11398,4104,2924,262,135,210,7579,51
2021/10/4 13:00,11737,4100,3630,267,135,226,6921,43
2021/10/4 14:00,11964,4105,3952,269,135,257,5911,39
2021/10/4 15:00,11890,4105,4610,262,134,286,4149,42
2021/10/4 16:00,11946,4096,6307,327,134,301,2136,47
2021/10/4 17:00,11399,4095,7028,682,134,305,348,54
2021/10/4 18:00,11193,4094,6959,728,134,308,0,61
2021/10/4 19:00,10610,4105,6933,582,134,310,0,76
2021/10/4 20:00,9909,4108,6668,410,134,310,0,83
2021/10/4 21:00,9214,4107,6242,352,135,308,0,74
2021/10/4 22:00,8713,4105,5884,317,138,310,0,78
2021/10/4 23:00,8279,4103,5380,323,138,312,0,88
2021/10/5 0:00,7715,4104,4734,303,138,312,0,83
2021/10/5 1:00,7368,4103,4366,303,139,308,0,72
2021/10/5 2:00,7460,4105,4427,346,139,308,0,77
2021/10/5 3:00,7864,4108,4919,371,140,310,0,72
