DATE_TIME,エリア需要〔MWh〕,原子力〔MWh〕,火力〔MWh〕,水力〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕,実績〔MWh〕,実績〔MWh〕
2020/1/1 0:00,9466,4142,6450,211,140,414,0,71
2020/1/1 1:00,9395,4144,6344,233,140,415,0,69
2020/1/1 2:00,9616,4143,6580,267,140,416,0,62
2020/1/1 3:00,9758,4144,6554,426,140,415,0,65
2020/1/1 4:00,9646,4142,6410,396,140,416,0,74
2020/1/1 5:00,9292,4145,6059,320,140,414,0,81
2020/1/1 6:00,8837,4142,5507,281,139,414,0,94
2020/1/1 7:00,9183,4142,4939,235,140,412,136,101
2020/1/1 8:00,9573,4144,4415,258,140,416,1249,4
2020/1/1 9:00,8842,4144,3908,217,140,420,2649,1
2020/1/1 10:00,8062,4144,2654,210,140,359,3952,0
2020/1/1 11:00,7585,4143,2482,206,140,355,4579,1
2020/1/1 12:00,7380,4144,2358,192,140,356,4378,1
2020/1/1 13:00,7036,4145,2286,212,140,354,3997,2
2020/1/1 14:00,6822,4144,2288,196,140,354,3583,2
2020/1/1 15:00,6957,4142,2448,220,140,394,2376,2
2020/1/1 16:00,7683,4135,3146,268,140,428,890,26
2020/1/1 17:00,8840,4136,4892,489,140,428,19,52
2020/1/1 18:00,9469,4137,6038,712,140,417,0,71
2020/1/1 19:00,9519,4143,6195,693,140,413,0,69
2020/1/1 20:00,9541,4144,6252,613,140,415,0,67
2020/1/1 21:00,9430,4143,6250,325,140,412,0,59
2020/1/1 22:00,9189,4144,6192,221,140,410,0,55
2020/1/1 23:00,8905,4144,5943,207,140,412,0,53
2020/1/2 0:00,8457,4143,5448,183,140,413,0,57
2020/1/2 1:00,8423,4144,5240,212,140,414,0,75
2020/1/2 2:00,8753,4141,5299,286,140,413,0,72
2020/1/2 3:00,8998,4143,5199,356,140,410,0,67
2020/1/2 4:00,9007,4143,5121,361,140,414,0,51
2020/1/2 5:00,8724,4143,5120,304,140,414,0,63
2020/1/2 6:00,8509,4142,4894,277,140,412,0,61
2020/1/2 7:00,8910,4142,4413,347,140,410,118,59
2020/1/2 8:00,9281,4143,3815,240,140,417,1126,54
2020/1/2 9:00,8808,4144,3393,229,140,427,2429,56
2020/1/2 10:00,8277,4143,2405,198,140,389,3560,67
2020/1/2 11:00,7900,4143,2337,206,140,354,3933,51
2020/1/2 12:00,7765,4143,2313,224,140,354,3901,45
2020/1/2 13:00,7400,4142,2309,186,140,354,3817,34
2020/1/2 14:00,7202,4143,2300,207,140,361,3345,34
2020/1/2 15:00,7250,4143,3018,191,140,417,2188,37
2020/1/2 16:00,7899,4143,3934,245,140,428,764,37
2020/1/2 17:00,8927,4136,4818,415,140,426,20,47
2020/1/2 18:00,9509,4134,6053,699,140,417,0,58
2020/1/2 19:00,9446,4134,6179,694,140,412,0,58
2020/1/2 20:00,9371,4145,6222,471,140,413,0,50
2020/1/2 21:00,9169,4145,6206,312,140,413,0,52
2020/1/2 22:00,8852,4144,5931,243,140,411,0,54
2020/1/2 23:00,8509,4145,5556,198,140,414,0,62
2020/1/3 0:00,8080,4142,5097,206,141,414,0,67
2020/1/3 1:00,8098,4144,4888,192,141,415,0,60
2020/1/3 2:00,8514,4144,4898,252,141,414,0,53
2020/1/3 3:00,8826,4143,4922,324,141,413,0,61
2020/1/3 4:00,8847,4143,4911,311,141,413,0,58
2020/1/3 5:00,8566,4144,4918,300,141,413,0,71
2020/1/3 6:00,8293,4145,4845,262,141,411,0,72
2020/1/3 7:00,8605,4145,4464,331,141,410,77,73
2020/1/3 8:00,9048,4145,3845,290,141,417,783,69
2020/1/3 9:00,9128,4144,3710,217,141,428,1631,82
2020/1/3 10:00,8783,4144,2901,217,141,389,2572,87
2020/1/3 11:00,8455,4146,2546,189,141,353,3339,102
2020/1/3 12:00,8203,4144,2303,196,141,355,3974,107
2020/1/3 13:00,7846,4146,2269,196,140,353,3931,105
2020/1/3 14:00,7586,4142,2279,186,138,360,3253,140
2020/1/3 15:00,7649,4145,3148,224,141,407,2033,153
2020/1/3 16:00,8121,4137,3993,233,141,410,717,139
2020/1/3 17:00,9219,4139,5248,424,141,408,30,107
2020/1/3 18:00,9754,4141,6008,705,141,410,1,87
2020/1/3 19:00,9735,4141,6184,671,141,412,0,89
2020/1/3 20:00,9609,4147,6265,457,141,411,0,98
2020/1/3 21:00,9345,4146,6202,245,140,410,0,85
2020/1/3 22:00,8943,4146,5996,223,141,407,0,93
2020/1/3 23:00,8580,4147,5594,204,141,411,0,104
2020/1/4 0:00,8136,4150,5147,183,142,410,0,89
2020/1/4 1:00,8234,4145,5188,205,142,412,0,80
2020/1/4 2:00,8704,4147,5619,238,142,411,0,80
2020/1/4 3:00,9029,4147,5919,322,142,413,0,76
2020/1/4 4:00,9077,4145,5932,346,142,410,0,62
2020/1/4 5:00,8863,4146,5681,270,142,410,0,68
2020/1/4 6:00,8813,4144,5609,276,142,409,0,87
