DATE_TIME,エリア需要〔MWh〕,原子力〔MWh〕,火力〔MWh〕,水力〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕,実績〔MWh〕,実績〔MWh〕
2020/10/1 0:00,7286,1148,6648,649,153,482,0,45
2020/10/1 1:00,7082,1146,6685,646,153,479,0,46
2020/10/1 2:00,7241,1145,6735,637,154,482,0,43
2020/10/1 3:00,7759,1145,6921,668,153,481,0,47
2020/10/1 4:00,8224,1143,7270,940,154,483,0,46
2020/10/1 5:00,8300,1144,7262,978,154,481,0,36
2020/10/1 6:00,8105,1145,7133,837,154,482,151,36
2020/10/1 7:00,8155,1148,6251,553,154,481,1562,34
2020/10/1 8:00,8400,1147,5419,500,154,478,3381,34
2020/10/1 9:00,9143,1147,4837,471,152,473,5086,31
2020/10/1 10:00,9827,1147,4482,483,152,474,6452,24
2020/10/1 11:00,10307,1147,4646,451,151,472,7126,25
2020/10/1 12:00,10134,1147,4374,459,151,472,7182,30
2020/10/1 13:00,10386,1147,4988,452,151,470,6665,27
2020/10/1 14:00,10283,1147,5546,479,152,470,5535,29
2020/10/1 15:00,10233,1147,6298,488,152,472,3998,34
2020/10/1 16:00,10387,1147,7406,639,152,475,2066,28
2020/10/1 17:00,10157,1147,7735,827,152,474,420,27
2020/10/1 18:00,10166,1147,7761,984,152,480,0,29
2020/10/1 19:00,9688,1147,7734,982,152,481,0,24
2020/10/1 20:00,9173,1147,7735,870,153,480,0,28
2020/10/1 21:00,8640,1148,7616,749,153,479,0,26
2020/10/1 22:00,8268,1148,7464,721,153,479,0,19
2020/10/1 23:00,7988,1148,6958,596,153,482,0,14
2020/10/2 0:00,7416,1147,6799,551,153,482,0,21
2020/10/2 1:00,7169,1148,6712,554,153,481,0,22
2020/10/2 2:00,7354,1148,6768,563,153,483,0,23
2020/10/2 3:00,7867,1148,7055,657,153,483,0,22
2020/10/2 4:00,8321,1145,7262,873,152,484,0,12
2020/10/2 5:00,8414,1145,7360,802,153,483,0,7
2020/10/2 6:00,8192,1146,7098,764,153,482,149,6
2020/10/2 7:00,8222,1146,6295,471,153,475,1547,8
2020/10/2 8:00,8447,1147,5486,448,152,470,3438,5
2020/10/2 9:00,9301,1147,4891,432,145,467,5245,6
2020/10/2 10:00,9916,1146,4715,399,142,466,6425,1
2020/10/2 11:00,10545,1147,4749,381,141,463,7104,1
2020/10/2 12:00,10242,1147,4627,373,142,469,6876,1
2020/10/2 13:00,10739,1147,5184,376,142,472,6799,3
2020/10/2 14:00,10778,1147,5742,370,142,470,5739,6
2020/10/2 15:00,10573,1146,6957,412,142,476,3927,7
2020/10/2 16:00,10602,1145,7649,701,141,479,1982,3
2020/10/2 17:00,10351,1147,7684,887,141,480,375,4
2020/10/2 18:00,10231,1145,7612,980,142,485,0,6
2020/10/2 19:00,9820,1146,7698,913,141,484,0,5
2020/10/2 20:00,9260,1145,7689,749,146,485,0,3
2020/10/2 21:00,8725,1147,7651,718,144,422,0,2
2020/10/2 22:00,8270,1146,7619,688,135,365,0,6
2020/10/2 23:00,7965,1146,7088,595,144,425,0,7
2020/10/3 0:00,7427,1147,6772,518,152,488,0,5
2020/10/3 1:00,7143,1145,6470,501,153,486,0,4
2020/10/3 2:00,7346,1146,6685,493,153,487,0,4
2020/10/3 3:00,7793,1147,7143,587,153,487,0,3
2020/10/3 4:00,8194,1144,7337,838,152,486,0,3
2020/10/3 5:00,8136,1145,7300,791,153,482,0,3
2020/10/3 6:00,7727,1145,6961,566,152,485,151,3
2020/10/3 7:00,7626,1147,5848,465,153,485,1280,4
2020/10/3 8:00,7829,1147,4765,421,153,486,2693,2
2020/10/3 9:00,8410,1147,4333,427,152,482,4289,1
2020/10/3 10:00,8887,1146,4157,390,153,483,5475,2
2020/10/3 11:00,9372,1146,3940,376,153,484,6005,3
2020/10/3 12:00,9412,1146,3884,371,153,482,6140,9
2020/10/3 13:00,9511,1147,4342,362,153,484,5822,5
2020/10/3 14:00,9305,1147,4988,370,152,483,4721,5
2020/10/3 15:00,9293,1146,6045,378,152,483,3367,10
2020/10/3 16:00,9354,1146,7090,637,152,483,1732,12
2020/10/3 17:00,9392,1145,7499,880,152,485,264,10
2020/10/3 18:00,9638,1146,7616,971,151,485,0,5
2020/10/3 19:00,9221,1146,7569,913,151,486,0,11
2020/10/3 20:00,8791,1146,7592,717,152,479,0,11
2020/10/3 21:00,8319,1146,7482,676,152,475,0,5
2020/10/3 22:00,7936,1146,7137,592,152,464,0,2
2020/10/3 23:00,7555,1145,6866,503,152,468,0,2
2020/10/4 0:00,7097,1146,6645,486,152,469,0,5
2020/10/4 1:00,6871,1147,6773,490,152,467,0,4
2020/10/4 2:00,7017,1145,6749,484,153,466,0,1
2020/10/4 3:00,7474,1146,6905,501,153,465,0,2
2020/10/4 4:00,7846,1145,6859,715,152,448,0,4
2020/10/4 5:00,7814,1144,6696,810,153,442,0,0
2020/10/4 6:00,7327,1146,6591,630,152,442,79,1
2020/10/4 7:00,7171,1147,6014,514,152,445,878,1
2020/10/4 8:00,7241,1146,5230,432,152,445,1959,1
2020/10/4 9:00,7661,1147,4526,413,152,443,3482,1
2020/10/4 10:00,8168,1148,3843,397,149,443,4803,0
2020/10/4 11:00,8550,1147,3668,400,151,443,5544,0
2020/10/4 12:00,8758,1147,3748,399,152,443,5794,1
2020/10/4 13:00,8684,1145,4698,391,152,442,4818,2
2020/10/4 14:00,8610,1145,5475,391,152,441,2940,1
2020/10/4 15:00,8598,1146,5997,405,151,444,1383,1
2020/10/4 16:00,8762,1144,6715,477,152,443,608,1
2020/10/4 17:00,9058,1144,7449,765,152,446,97,0
2020/10/4 18:00,9445,1144,7644,934,152,443,0,0
2020/10/4 19:00,9171,1145,7664,918,152,446,0,2
2020/10/4 20:00,8729,1144,7593,664,152,448,0,4
2020/10/4 21:00,8261,1144,7425,711,152,445,0,3
2020/10/4 22:00,7804,1144,7165,549,152,445,0,2
2020/10/4 23:00,7474,1143,6861,488,152,445,0,2
2020/10/5 0:00,7005,1147,6872,457,152,446,0,6
2020/10/5 1:00,6754,1146,6877,454,152,445,0,14
2020/10/5 2:00,6965,1145,6893,479,152,444,0,29
2020/10/5 3:00,7508,1146,6857,497,152,445,0,46
2020/10/5 4:00,7968,1144,6892,725,152,446,0,62
2020/10/5 5:00,8147,1145,6906,822,153,444,0,56
2020/10/5 6:00,8078,1144,6923,588,153,443,42,70
2020/10/5 7:00,8336,1145,6894,447,152,442,573,67
2020/10/5 8:00,8838,1147,6912,393,152,438,1833,83
2020/10/5 9:00,9331,1147,6276,389,152,434,3508,97
2020/10/5 10:00,9599,1146,5739,375,153,434,5260,81
2020/10/5 11:00,9892,1147,5166,377,153,433,6433,81
2020/10/5 12:00,9625,1146,4374,375,153,438,6963,75
2020/10/5 13:00,9859,1146,4942,374,153,434,6768,66
2020/10/5 14:00,9876,1146,5448,378,151,433,5720,62
2020/10/5 15:00,9733,1147,6578,499,151,433,4059,70
2020/10/5 16:00,9831,1145,7650,601,152,434,2053,72
2020/10/5 17:00,9699,1147,7681,755,152,437,359,79
2020/10/5 18:00,9765,1145,7711,890,152,442,0,90
2020/10/5 19:00,9270,1147,7664,882,152,438,0,98
2020/10/5 20:00,8810,1147,7621,648,152,440,0,109
2020/10/5 21:00,8294,1147,7526,494,152,440,0,101
2020/10/5 22:00,8015,1146,7521,444,152,438,0,86
2020/10/5 23:00,7707,1147,6919,459,152,440,0,86
2020/10/6 0:00,7182,1146,6507,445,152,441,0,87
2020/10/6 1:00,7008,1146,6493,441,152,441,0,109
2020/10/6 2:00,7239,1145,6670,454,152,441,0,105
