DATE,TIME,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光（実績）,風力（実績）
2019/04/07,03:00,11423,0,10347,468,0,0,0,13
2019/04/07,04:00,11427,0,10276,531,0,0,0,21
2019/04/07,05:00,11234,0,9921,621,0,0,0,23
2019/04/07,06:00,10910,0,9266,656,0,0,544,23
2019/04/07,07:00,10953,0,7183,483,0,0,2146,15
2019/04/07,08:00,11338,0,6668,448,0,0,3715,12
2019/04/07,09:00,11541,0,5853,447,0,0,4887,24
2019/04/07,10:00,11359,0,5224,414,0,0,5578,55
2019/04/07,11:00,11284,0,5230,406,0,0,5728,77
2019/04/07,12:00,11298,0,5054,398,0,0,5743,82
2019/04/07,13:00,11139,0,5222,401,0,0,5255,88
2019/04/07,14:00,11022,0,5885,412,0,0,4329,77
2019/04/07,15:00,10987,0,6960,426,0,0,2984,58
2019/04/07,16:00,11176,0,8400,594,0,0,1412,45
2019/04/07,17:00,11744,0,9858,856,0,0,208,34
2019/04/07,18:00,12591,0,10924,999,0,0,0,39
2019/04/07,19:00,12636,0,10988,1011,0,0,0,51
2019/04/07,20:00,12493,0,11146,831,0,0,0,53
2019/04/07,21:00,12029,0,10919,680,0,0,0,43
2019/04/07,22:00,11322,0,10134,638,0,0,0,39
2019/04/07,23:00,11032,0,9837,536,0,0,0,34
2019/04/08,00:00,10567,0,8740,448,0,0,0,54
2019/04/08,01:00,10567,0,8677,442,0,0,0,75
2019/04/08,02:00,10859,0,9134,437,0,0,0,107
2019/04/08,03:00,11208,0,9699,432,0,0,0,117
2019/04/08,04:00,11334,0,9836,439,0,0,0,106
2019/04/08,05:00,11690,0,10031,481,0,0,0,79
2019/04/08,06:00,12625,0,10486,586,0,0,54,38
2019/04/08,07:00,13938,0,10469,595,0,0,1059,51
2019/04/08,08:00,15892,0,9978,663,0,0,3455,63
2019/04/08,09:00,16914,0,9189,646,0,0,5405,75
2019/04/08,10:00,16939,0,8409,581,0,0,6344,79
2019/04/08,11:00,16811,0,7887,500,0,0,6568,86
2019/04/08,12:00,15551,0,7515,481,0,0,6318,104
2019/04/08,13:00,16449,0,8569,537,0,0,5724,116
2019/04/08,14:00,16406,0,10277,582,0,0,4246,116
2019/04/08,15:00,16240,0,11675,573,0,0,2424,118
2019/04/08,16:00,16376,0,13096,692,0,0,880,116
2019/04/08,17:00,16086,0,13648,966,0,0,173,121
2019/04/08,18:00,16451,0,14217,1258,0,0,0,108
2019/04/08,19:00,16138,0,13965,1320,0,0,0,174
2019/04/08,20:00,15581,0,13574,1107,0,0,0,170
2019/04/08,21:00,15318,0,13919,738,0,0,0,165
2019/04/08,22:00,14641,0,13232,639,0,0,0,205
2019/04/08,23:00,14196,0,12545,580,0,0,0,213
2019/04/09,00:00,13485,0,12036,454,0,0,0,213
2019/04/09,01:00,13239,0,11965,441,0,0,0,203
2019/04/09,02:00,13437,0,12327,445,0,0,0,208
2019/04/09,03:00,13604,0,12629,442,0,0,0,194
2019/04/09,04:00,13708,0,12739,447,0,0,0,150
2019/04/09,05:00,13999,0,12936,469,0,0,2,113
2019/04/09,06:00,14769,0,12669,508,0,0,921,82
2019/04/09,07:00,15363,0,11221,544,0,0,2957,69
2019/04/09,08:00,16816,0,11093,682,0,0,4556,85
2019/04/09,09:00,17756,0,10395,604,0,0,5836,98
2019/04/09,10:00,17578,0,9321,573,0,0,6579,97
2019/04/09,11:00,17377,0,8791,468,0,0,6810,101
2019/04/09,12:00,16042,0,7966,439,0,0,6735,102
2019/04/09,13:00,16893,0,8865,446,0,0,6340,101
2019/04/09,14:00,16755,0,9576,474,0,0,5409,108
2019/04/09,15:00,16479,0,10732,525,0,0,4011,101
2019/04/09,16:00,16632,0,12736,639,0,0,2203,106
2019/04/09,17:00,16325,0,14095,912,0,0,464,95
2019/04/09,18:00,16991,0,14511,1152,0,0,0,82
2019/04/09,19:00,16677,0,14329,1151,0,0,0,39
2019/04/09,20:00,16098,0,14359,1122,0,0,0,25
2019/04/09,21:00,15626,0,14365,905,0,0,0,25
2019/04/09,22:00,14915,0,13748,702,0,0,0,10
2019/04/09,23:00,14256,0,12941,546,0,0,0,5
2019/04/10,00:00,13439,0,11841,462,0,0,0,15
2019/04/10,01:00,13182,0,11237,455,0,0,0,28
2019/04/10,02:00,13359,0,11523,466,0,0,0,17
2019/04/10,03:00,13538,0,12114,471,0,0,0,39
2019/04/10,04:00,13631,0,12257,482,0,0,0,111
2019/04/10,05:00,14001,0,12682,478,0,0,0,141
2019/04/10,06:00,15010,0,13647,513,0,0,0,141
2019/04/10,07:00,16230,0,15034,538,0,0,8,151
2019/04/10,08:00,18531,0,17329,639,0,0,65,160
2019/04/10,09:00,19863,0,18497,777,0,0,176,161
2019/04/10,10:00,19799,0,17857,748,0,0,280,196
2019/04/10,11:00,19631,0,17471,735,0,0,593,212
2019/04/10,12:00,18155,0,16138,539,0,0,1019,222
2019/04/10,13:00,19088,0,17021,702,0,0,840,222
2019/04/10,14:00,19081,0,16925,720,0,0,612,227
2019/04/10,15:00,18907,0,16990,763,0,0,381,222
2019/04/10,16:00,19121,0,17343,885,0,0,125,195
2019/04/10,17:00,18838,0,17266,959,0,0,9,122
2019/04/10,18:00,18744,0,17351,942,0,0,0,66
2019/04/10,19:00,18038,0,16933,799,0,0,0,82
2019/04/10,20:00,17249,0,16605,710,0,0,0,109
2019/04/10,21:00,16541,0,15929,697,0,0,0,125
2019/04/10,22:00,15714,0,14667,667,0,0,0,131
2019/04/10,23:00,14957,0,13511,664,0,0,0,146
2019/04/11,00:00,14013,0,12415,619,0,0,0,168
2019/04/11,01:00,13777,0,12058,617,0,0,0,194
2019/04/11,02:00,13909,0,12715,635,0,0,0,210
2019/04/11,03:00,13985,0,12998,635,0,0,0,219
2019/04/11,04:00,13996,0,13212,613,0,0,0,210
2019/04/11,05:00,14228,0,13455,652,0,0,11,200
2019/04/11,06:00,15212,0,13627,723,0,0,868,183
2019/04/11,07:00,15901,0,11817,734,0,0,2706,179
2019/04/11,08:00,17585,0,12040,724,0,0,4221,175
2019/04/11,09:00,18629,0,11705,715,0,0,5436,178
2019/04/11,10:00,18311,0,10521,637,0,0,6003,167
2019/04/11,11:00,18002,0,9936,571,0,0,6352,159
2019/04/11,12:00,16688,0,9354,561,0,0,6142,168
2019/04/11,13:00,17384,0,10363,553,0,0,5376,158
2019/04/11,14:00,17308,0,11249,567,0,0,4305,151
2019/04/11,15:00,16986,0,12637,602,0,0,3037,161
2019/04/11,16:00,17070,0,14642,624,0,0,1279,148
2019/04/11,17:00,17058,0,15882,920,0,0,254,126
2019/04/11,18:00,17652,0,16772,1119,0,0,0,133
2019/04/11,19:00,17308,0,16606,1108,0,0,0,131
2019/04/11,20:00,16722,0,16059,981,0,0,0,129
2019/04/11,21:00,16071,0,15365,897,0,0,0,87
2019/04/11,22:00,15462,0,14831,736,0,0,0,85
2019/04/11,23:00,14753,0,13712,706,0,0,0,67
2019/04/12,00:00,13947,0,12446,615,0,0,0,62
2019/04/12,01:00,13680,0,12125,598,0,0,0,41
2019/04/12,02:00,13770,0,12487,577,0,0,0,28
2019/04/12,03:00,13952,0,13317,537,0,0,0,25
2019/04/12,04:00,13970,0,13431,539,0,0,0,34
2019/04/12,05:00,14147,0,13549,533,0,0,1,43
2019/04/12,06:00,14976,0,13758,574,0,0,145,43
2019/04/12,07:00,15836,0,13247,691,0,0,963,31
2019/04/12,08:00,17422,0,13034,697,0,0,2697,25
2019/04/12,09:00,18312,0,12515,699,0,0,4130,39
2019/04/12,10:00,18171,0,11311,679,0,0,4881,50
2019/04/12,11:00,17776,0,11151,689,0,0,4546,47
2019/04/12,12:00,16230,0,10206,542,0,0,4144,46
2019/04/12,13:00,17125,0,11138,591,0,0,4245,34
2019/04/12,14:00,17074,0,11611,571,0,0,3964,38
2019/04/12,15:00,16632,0,12658,583,0,0,2649,50
2019/04/12,16:00,16710,0,14037,666,0,0,1506,55
2019/04/12,17:00,16451,0,15146,911,0,0,393,57
2019/04/12,18:00,16961,0,15947,1141,0,0,0,59
2019/04/12,19:00,16719,0,15861,1181,0,0,0,81
2019/04/12,20:00,16263,0,15678,1124,0,0,0,67
2019/04/12,21:00,15782,0,15522,903,0,0,0,63
2019/04/12,22:00,15190,0,15020,767,0,0,0,52
2019/04/12,23:00,14634,0,13997,682,0,0,0,44
2019/04/13,00:00,13943,0,13155,597,0,0,0,39
2019/04/13,01:00,13694,0,13473,586,0,0,0,38
2019/04/13,02:00,13956,0,14046,689,0,0,0,32
2019/04/13,03:00,14081,0,14344,726,0,0,0,19
2019/04/13,04:00,13927,0,14328,602,0,0,0,27
2019/04/13,05:00,13721,0,13946,576,0,0,20,20
2019/04/13,06:00,13580,0,12139,472,0,0,1125,6
2019/04/13,07:00,13505,0,9369,512,0,0,3103,5
2019/04/13,08:00,13935,0,7979,469,0,0,4790,5
2019/04/13,09:00,14162,0,7009,477,0,0,6014,5
2019/04/13,10:00,13999,0,6091,475,0,0,6739,5
2019/04/13,11:00,13834,0,6089,440,0,0,6987,6
2019/04/13,12:00,13158,0,6187,428,0,0,6782,10
2019/04/13,13:00,13123,0,5853,429,0,0,6275,25
2019/04/13,14:00,12781,0,6146,436,0,0,5318,30
2019/04/13,15:00,12576,0,7580,460,0,0,3773,27
2019/04/13,16:00,12501,0,9469,633,0,0,1518,26
2019/04/13,17:00,12803,0,11075,793,0,0,221,17
2019/04/13,18:00,13710,0,12864,838,0,0,0,11
2019/04/13,19:00,13759,0,13328,890,0,0,0,7
2019/04/13,20:00,13390,0,12630,872,0,0,0,6
2019/04/13,21:00,12931,0,12117,765,0,0,0,4
2019/04/13,22:00,12208,0,11284,683,0,0,0,3
2019/04/13,23:00,11755,0,10611,600,0,0,0,1
2019/04/14,00:00,11045,0,10127,482,0,0,0,2
2019/04/14,01:00,10969,0,10530,486,0,0,0,2
2019/04/14,02:00,11328,0,11415,466,0,0,0,1
2019/04/14,03:00,11549,0,11803,467,0,0,0,2
2019/04/14,04:00,11452,0,11705,465,0,0,0,1
2019/04/14,05:00,11180,0,11310,484,0,0,8,1
2019/04/14,06:00,10780,0,9740,455,0,0,663,1
2019/04/14,07:00,10824,0,8129,450,0,0,2002,2
2019/04/14,08:00,11282,0,7677,481,0,0,2762,14
2019/04/14,09:00,11573,0,7333,521,0,0,3414,20
2019/04/14,10:00,11436,0,7231,517,0,0,3414,22
2019/04/14,11:00,11449,0,7630,492,0,0,3090,25
2019/04/14,12:00,11396,0,8492,457,0,0,2323,19
2019/04/14,13:00,11495,0,9448,473,0,0,1533,22
2019/04/14,14:00,11430,0,9590,477,0,0,1005,34
2019/04/14,15:00,11549,0,10158,544,0,0,463,23
2019/04/14,16:00,11975,0,10952,686,0,0,166,25
2019/04/14,17:00,12784,0,11771,781,0,0,7,16
2019/04/14,18:00,13443,0,12390,779,0,0,0,11
2019/04/14,19:00,13295,0,12428,797,0,0,0,16
2019/04/14,20:00,13103,0,12005,823,0,0,0,14
2019/04/14,21:00,12525,0,11507,766,0,0,0,17
2019/04/14,22:00,11789,0,10772,718,0,0,0,18
2019/04/14,23:00,11332,0,10000,706,0,0,0,20
2019/04/15,00:00,10820,0,9098,657,0,0,0,33
2019/04/15,01:00,10712,0,8836,710,0,0,0,54
2019/04/15,02:00,11127,0,9488,708,0,0,0,84
2019/04/15,03:00,11437,0,10238,752,0,0,0,101
2019/04/15,04:00,11572,0,10282,841,0,0,0,125
2019/04/15,05:00,11796,0,10152,978,0,0,2,166
2019/04/15,06:00,12783,0,10186,1028,0,0,762,181
2019/04/15,07:00,14023,0,9387,1011,0,0,2662,180
2019/04/15,08:00,15962,0,9476,1024,0,0,4510,212
2019/04/15,09:00,17030,0,9424,1046,0,0,5576,189
2019/04/15,10:00,17161,0,8383,939,0,0,6284,189
2019/04/15,11:00,17161,0,8117,883,0,0,6691,190
2019/04/15,12:00,15793,0,7434,839,0,0,6530,203
2019/04/15,13:00,16666,0,8273,835,0,0,6131,206
2019/04/15,14:00,16567,0,9388,857,0,0,5290,201
2019/04/15,15:00,16351,0,10934,917,0,0,4126,198
2019/04/15,16:00,16413,0,12517,1007,0,0,2355,200
2019/04/15,17:00,16157,0,14050,1227,0,0,601,183
2019/04/15,18:00,16594,0,15655,1268,0,0,0,168
2019/04/15,19:00,16371,0,15535,1247,0,0,0,141
2019/04/15,20:00,15891,0,15257,1147,0,0,0,141
2019/04/15,21:00,15676,0,14986,1005,0,0,0,154
2019/04/15,22:00,15027,0,13920,970,0,0,0,149
2019/04/15,23:00,14571,0,13078,918,0,0,0,137
2019/04/16,00:00,13792,0,12170,738,0,0,0,126
2019/04/16,01:00,13685,0,12563,738,0,0,0,116
2019/04/16,02:00,13939,0,13037,790,0,0,0,106
2019/04/16,03:00,14176,0,13525,781,0,0,0,95
2019/04/16,04:00,14218,0,13616,764,0,0,0,93
2019/04/16,05:00,14381,0,13766,760,0,0,39,75
2019/04/16,06:00,14923,0,12810,817,0,0,1230,65
2019/04/16,07:00,15362,0,10890,853,0,0,3141,43
2019/04/16,08:00,16678,0,9949,852,0,0,4851,22
2019/04/16,09:00,17428,0,9084,834,0,0,6069,14
2019/04/16,10:00,17304,0,8310,827,0,0,6751,5
2019/04/16,11:00,17121,0,7872,805,0,0,6981,6
2019/04/16,12:00,15739,0,7414,745,0,0,6817,4
2019/04/16,13:00,16649,0,8457,741,0,0,6328,7
2019/04/16,14:00,16565,0,9144,740,0,0,5338,12
2019/04/16,15:00,16262,0,10395,793,0,0,3803,17
2019/04/16,16:00,16373,0,12427,919,0,0,1883,23
2019/04/16,17:00,15960,0,13409,1174,0,0,451,18
2019/04/16,18:00,16297,0,14700,1294,0,0,0,17
2019/04/16,19:00,15979,0,14567,1315,0,0,0,12
2019/04/16,20:00,15428,0,14233,1149,0,0,0,13
2019/04/16,21:00,15147,0,14055,956,0,0,0,15
2019/04/16,22:00,14532,0,13001,970,0,0,0,10
2019/04/16,23:00,14045,0,12450,865,0,0,0,10
2019/04/17,00:00,13229,0,11670,735,0,0,0,16
2019/04/17,01:00,13044,0,11545,707,0,0,0,30
2019/04/17,02:00,13252,0,11961,707,0,0,0,35
2019/04/17,03:00,13425,0,12365,712,0,0,0,36
2019/04/17,04:00,13400,0,12125,698,0,0,0,39
2019/04/17,05:00,13515,0,12073,685,0,0,6,46
2019/04/17,06:00,14087,0,12149,779,0,0,298,40
2019/04/17,07:00,14949,0,12445,861,0,0,892,26
2019/04/17,08:00,16690,0,13307,905,0,0,1538,19
2019/04/17,09:00,17627,0,13771,894,0,0,1590,16
2019/04/17,10:00,17586,0,13891,880,0,0,1528,23
2019/04/17,11:00,17436,0,14056,844,0,0,1303,19
2019/04/17,12:00,16306,0,13516,755,0,0,1006,14
2019/04/17,13:00,17473,0,14648,753,0,0,821,19
2019/04/17,14:00,17563,0,14692,812,0,0,602,21
2019/04/17,15:00,17332,0,14500,845,0,0,537,25
2019/04/17,16:00,17467,0,14513,989,0,0,262,28
2019/04/17,17:00,17198,0,14687,1356,0,0,37,23
2019/04/17,18:00,17313,0,15137,1413,0,0,0,17
2019/04/17,19:00,16704,0,14708,1322,0,0,0,16
2019/04/17,20:00,15995,0,14155,1125,0,0,0,17
2019/04/17,21:00,15345,0,13727,931,0,0,0,12
2019/04/17,22:00,14659,0,12890,851,0,0,0,5
2019/04/17,23:00,14039,0,12356,776,0,0,0,10
2019/04/18,00:00,13103,0,11709,600,0,0,0,11
2019/04/18,01:00,12856,0,11886,591,0,0,0,7
2019/04/18,02:00,13056,0,12463,613,0,0,0,1
2019/04/18,03:00,13226,0,12760,660,0,0,0,2
2019/04/18,04:00,13314,0,12796,673,0,0,0,1
2019/04/18,05:00,13414,0,12806,679,0,0,36,1
2019/04/18,06:00,13810,0,11782,761,0,0,988,1
2019/04/18,07:00,14441,0,10427,798,0,0,2814,1
2019/04/18,08:00,16071,0,10421,836,0,0,4512,0
2019/04/18,09:00,17013,0,9806,786,0,0,5788,1
2019/04/18,10:00,17080,0,8883,704,0,0,6514,2
2019/04/18,11:00,16954,0,8212,705,0,0,6689,9
2019/04/18,12:00,15634,0,7228,668,0,0,6451,11
2019/04/18,13:00,16529,0,8954,726,0,0,5370,15
2019/04/18,14:00,16510,0,9746,828,0,0,4101,22
2019/04/18,15:00,16166,0,10995,745,0,0,2583,18
2019/04/18,16:00,16300,0,12508,826,0,0,1767,18
2019/04/18,17:00,15884,0,13497,1137,0,0,504,14
2019/04/18,18:00,16224,0,14415,1228,0,0,0,12
2019/04/18,19:00,15790,0,14147,1226,0,0,0,11
2019/04/18,20:00,15166,0,13435,1241,0,0,0,10
2019/04/18,21:00,14653,0,13207,976,0,0,0,7
2019/04/18,22:00,14150,0,12663,841,0,0,0,9
2019/04/18,23:00,13661,0,11932,783,0,0,0,8
2019/04/19,00:00,12902,0,11557,528,0,0,0,8
2019/04/19,01:00,12629,0,11440,520,0,0,0,8
2019/04/19,02:00,12722,0,11731,532,0,0,0,10
2019/04/19,03:00,12948,0,12002,561,0,0,0,14
2019/04/19,04:00,12916,0,11966,556,0,0,0,20
2019/04/19,05:00,12922,0,11842,568,0,0,12,25
2019/04/19,06:00,13311,0,11406,680,0,0,663,18
2019/04/19,07:00,14169,0,10590,724,0,0,2100,16
2019/04/19,08:00,15734,0,10820,765,0,0,3473,24
2019/04/19,09:00,16761,0,10550,813,0,0,4652,46
2019/04/19,10:00,16890,0,9823,782,0,0,5316,58
2019/04/19,11:00,16640,0,10500,724,0,0,4891,73
2019/04/19,12:00,15243,0,10158,622,0,0,4134,79
2019/04/19,13:00,16287,0,11392,691,0,0,3550,77
2019/04/19,14:00,16478,0,12146,761,0,0,3142,112
2019/04/19,15:00,16129,0,12655,783,0,0,2240,113
2019/04/19,16:00,16028,0,13223,949,0,0,1190,105
2019/04/19,17:00,15537,0,13337,1095,0,0,288,123
2019/04/19,18:00,15815,0,13672,1215,0,0,0,139
2019/04/19,19:00,15460,0,13632,1228,0,0,0,129
2019/04/19,20:00,14996,0,13052,1224,0,0,0,121
2019/04/19,21:00,14559,0,12825,972,0,0,0,133
2019/04/19,22:00,14107,0,12368,865,0,0,0,139
2019/04/19,23:00,13521,0,11775,729,0,0,0,118
2019/04/20,00:00,12816,0,11382,564,0,0,0,110
2019/04/20,01:00,12484,0,11335,544,0,0,0,131
2019/04/20,02:00,12643,0,11866,627,0,0,0,126
2019/04/20,03:00,12823,0,12092,682,0,0,0,96
2019/04/20,04:00,12727,0,11992,691,0,0,0,91
2019/04/20,05:00,12377,0,11585,647,0,0,55,93
2019/04/20,06:00,12331,0,10291,689,0,0,1191,70
2019/04/20,07:00,12376,0,7990,678,0,0,3004,48
2019/04/20,08:00,13083,0,6577,647,0,0,4638,30
2019/04/20,09:00,13500,0,5591,653,0,0,5878,40
2019/04/20,10:00,13437,0,5037,587,0,0,6365,50
2019/04/20,11:00,13270,0,5085,574,0,0,6548,59
2019/04/20,12:00,12675,0,5079,538,0,0,6284,59
2019/04/20,13:00,12694,0,5177,562,0,0,5826,53
2019/04/20,14:00,12605,0,6038,568,0,0,4942,40
