DATE,TIME,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光（実績）,風力（実績）
2023/04/06,05:00,12230,0,8900,1123,1,127,5,62
2023/04/06,06:00,12541,0,8704,1175,2,127,90,57
2023/04/06,07:00,13347,0,8794,1222,2,128,529,57
2023/04/06,08:00,15180,0,9667,1339,1,126,1047,54
2023/04/06,09:00,16290,0,9986,1342,2,125,1480,60
2023/04/06,10:00,16321,0,9567,1236,2,126,1751,73
2023/04/06,11:00,16132,0,9859,1205,1,126,1646,89
2023/04/06,12:00,15238,0,8664,1208,2,126,2081,94
2023/04/06,13:00,16104,0,9214,1263,2,125,2306,101
2023/04/06,14:00,16097,0,9352,1248,2,126,2231,106
2023/04/06,15:00,15665,0,9939,1287,1,125,1434,113
2023/04/06,16:00,15557,0,10641,1689,2,127,588,106
2023/04/06,17:00,15248,0,10457,1823,1,126,74,93
2023/04/06,18:00,15245,0,10708,1733,2,127,0,100
2023/04/06,19:00,14677,0,9976,1766,2,127,0,98
2023/04/06,20:00,14111,0,9529,1740,1,129,0,108
2023/04/06,21:00,13618,0,9222,1604,2,129,0,110
2023/04/06,22:00,13118,0,9131,1433,2,130,0,99
2023/04/06,23:00,12832,0,9544,1416,2,132,0,109
2023/04/07,00:00,12024,0,8154,1488,2,130,0,126
2023/04/07,01:00,11679,0,7728,1535,1,130,0,116
2023/04/07,02:00,11786,0,7783,1515,2,131,0,127
2023/04/07,03:00,12028,0,7987,1550,2,130,0,131
2023/04/07,04:00,12108,0,8014,1594,1,130,0,127
2023/04/07,05:00,12097,0,7938,1587,2,130,6,139
2023/04/07,06:00,12419,0,7925,1607,1,127,53,142
2023/04/07,07:00,13367,0,8679,1631,2,129,220,125
2023/04/07,08:00,15184,0,10290,1638,2,125,506,126
2023/04/07,09:00,16330,0,10931,1762,1,126,618,120
2023/04/07,10:00,16494,0,11010,1727,2,124,772,116
2023/04/07,11:00,16294,0,10523,1704,2,125,1235,121
2023/04/07,12:00,15208,0,9417,1751,1,126,1238,123
2023/04/07,13:00,16059,0,10388,1799,2,126,1037,111
2023/04/07,14:00,16027,0,10254,1833,2,125,976,118
2023/04/07,15:00,15742,0,10191,1942,1,127,694,113
2023/04/07,16:00,15645,0,10484,1995,2,127,223,140
2023/04/07,17:00,15142,0,10106,2047,2,129,35,189
2023/04/07,18:00,14917,0,9753,2011,1,127,0,224
2023/04/07,19:00,14338,0,9151,1860,2,128,0,220
2023/04/07,20:00,13835,0,8749,1807,2,130,0,200
2023/04/07,21:00,13495,0,8737,1774,1,126,0,156
2023/04/07,22:00,13076,0,8657,1692,2,128,0,160
2023/04/07,23:00,12678,0,8689,1662,2,129,0,193
2023/04/08,00:00,11834,0,8061,1491,1,129,0,202
2023/04/08,01:00,11479,0,7628,1482,2,129,0,179
2023/04/08,02:00,11615,0,7541,1486,2,129,0,164
2023/04/08,03:00,11930,0,7639,1490,1,129,0,153
2023/04/08,04:00,11870,0,7563,1515,2,130,0,178
2023/04/08,05:00,11519,0,7314,1565,2,130,21,186
2023/04/08,06:00,11079,0,6524,1524,2,129,971,159
2023/04/08,07:00,11053,0,5491,1503,2,128,3233,166
2023/04/08,08:00,11542,0,4985,1514,1,129,4403,175
2023/04/08,09:00,12004,0,4509,1652,2,125,4756,218
2023/04/08,10:00,11948,0,4580,1677,2,120,4762,223
2023/04/08,11:00,11889,0,4370,1664,1,110,4895,219
2023/04/08,12:00,11868,0,3600,1669,2,94,5833,226
2023/04/08,13:00,11841,0,4068,1684,2,119,6132,226
2023/04/08,14:00,11640,0,4064,1707,1,126,5695,222
2023/04/08,15:00,11536,0,4614,1710,2,133,4205,206
2023/04/08,16:00,11711,0,5325,1754,2,135,2525,212
2023/04/08,17:00,11921,0,6725,1794,1,136,561,218
2023/04/08,18:00,12683,0,7357,1780,2,135,0,241
2023/04/08,19:00,12761,0,7606,1667,2,134,0,241
2023/04/08,20:00,12535,0,7604,1643,1,136,0,238
2023/04/08,21:00,12008,0,7409,1567,2,135,0,236
2023/04/08,22:00,11416,0,7336,1500,2,136,0,240
2023/04/08,23:00,11294,0,7650,1493,2,135,0,239
2023/04/09,00:00,10653,0,7245,1492,1,136,0,240
2023/04/09,01:00,10411,0,6742,1484,2,134,0,235
2023/04/09,02:00,10806,0,7059,1488,2,136,0,231
2023/04/09,03:00,11174,0,7526,1488,2,136,0,211
2023/04/09,04:00,11190,0,7671,1479,1,135,0,190
2023/04/09,05:00,11072,0,7691,1518,2,136,24,164
2023/04/09,06:00,10840,0,6763,1461,2,135,1186,158
2023/04/09,07:00,10706,0,5322,1429,1,136,3784,165
2023/04/09,08:00,11038,0,4085,1450,2,134,6231,152
2023/04/09,09:00,11273,0,3611,1495,2,108,7959,177
2023/04/09,10:00,11189,0,3091,1493,1,102,8754,175
2023/04/09,11:00,11209,0,2915,1420,2,102,9112,159
2023/04/09,12:00,11068,0,2898,1388,2,102,8979,128
2023/04/09,13:00,10758,0,3094,1381,2,100,8288,99
2023/04/09,14:00,10594,0,3569,1410,1,109,7485,86
2023/04/09,15:00,10429,0,4186,1431,2,133,5596,73
2023/04/09,16:00,10677,0,5135,1497,2,134,3087,66
2023/04/09,17:00,11150,0,6687,1689,2,134,720,64
2023/04/09,18:00,12014,0,7532,1804,1,135,0,59
2023/04/09,19:00,12228,0,7781,1792,2,133,0,51
2023/04/09,20:00,12186,0,7922,1699,2,134,0,46
2023/04/09,21:00,11889,0,7735,1607,1,134,0,46
2023/04/09,22:00,11401,0,7500,1469,2,135,0,35
2023/04/09,23:00,11026,0,7539,1359,2,134,0,19
2023/04/10,00:00,10460,0,6459,1300,2,134,0,11
2023/04/10,01:00,10455,0,6626,1317,1,135,0,4
2023/04/10,02:00,10992,0,6567,1363,2,134,0,6
2023/04/10,03:00,11414,0,6543,1316,2,135,0,3
2023/04/10,04:00,11709,0,6830,1394,2,134,0,4
2023/04/10,05:00,12173,0,7192,1466,1,135,28,5
2023/04/10,06:00,12893,0,6627,1455,2,134,1260,4
2023/04/10,07:00,13741,0,5683,1530,2,134,3893,2
2023/04/10,08:00,15264,0,4941,1549,2,132,6372,2
2023/04/10,09:00,16236,0,4896,1504,2,131,8055,2
2023/04/10,10:00,16205,0,4868,1410,1,127,8958,5
2023/04/10,11:00,16000,0,4714,1357,2,127,9283,17
2023/04/10,12:00,14962,0,4582,1318,2,130,9113,31
2023/04/10,13:00,15632,0,5068,1354,1,131,8462,40
2023/04/10,14:00,15520,0,5716,1405,2,132,7234,63
2023/04/10,15:00,15076,0,6843,1470,2,131,5252,63
2023/04/10,16:00,15021,0,7884,1695,2,133,2616,54
2023/04/10,17:00,14636,0,9351,1881,1,133,518,51
2023/04/10,18:00,14911,0,9631,1959,2,132,0,46
2023/04/10,19:00,14603,0,9707,1967,2,132,0,35
2023/04/10,20:00,14070,0,9536,1875,1,134,0,35
2023/04/10,21:00,13686,0,9404,1721,2,132,0,35
2023/04/10,22:00,13289,0,9335,1469,2,132,0,39
2023/04/10,23:00,12905,0,8591,1349,2,132,0,48
2023/04/11,00:00,12102,0,7929,1264,2,132,0,52
2023/04/11,01:00,11830,0,7817,1259,1,131,0,46
2023/04/11,02:00,12033,0,8165,1350,2,133,0,21
2023/04/11,03:00,12289,0,8439,1392,2,135,0,6
2023/04/11,04:00,12442,0,8447,1435,2,133,0,4
2023/04/11,05:00,12532,0,8483,1449,1,132,30,3
2023/04/11,06:00,12847,0,8162,1409,2,132,1107,0
2023/04/11,07:00,13588,0,6461,1416,2,132,3452,3
2023/04/11,08:00,15136,0,5467,1442,2,131,5835,12
2023/04/11,09:00,16086,0,5076,1477,2,129,7525,15
2023/04/11,10:00,16173,0,4964,1319,1,130,8433,23
2023/04/11,11:00,15928,0,5017,1279,2,131,8623,34
2023/04/11,12:00,14937,0,4945,1225,1,132,8630,35
2023/04/11,13:00,15659,0,5491,1239,2,130,8092,54
2023/04/11,14:00,15685,0,6249,1344,2,131,6630,89
2023/04/11,15:00,15329,0,7339,1459,1,131,4237,120
2023/04/11,16:00,15300,0,8455,1668,2,132,2231,114
2023/04/11,17:00,14846,0,9094,1825,2,135,557,97
2023/04/11,18:00,15067,0,9609,1869,1,139,0,92
2023/04/11,19:00,14598,0,9598,1903,2,140,0,91
2023/04/11,20:00,13994,0,9348,1772,2,142,0,92
2023/04/11,21:00,13573,0,9441,1562,1,142,0,94
2023/04/11,22:00,13039,0,9203,1385,2,142,0,79
2023/04/11,23:00,12753,0,9413,1308,2,142,0,64
2023/04/12,00:00,11901,0,8902,1085,1,142,0,82
2023/04/12,01:00,11553,0,7996,1076,2,143,0,88
2023/04/12,02:00,11775,0,7986,1153,2,140,0,93
2023/04/12,03:00,12087,0,8392,1195,2,139,0,83
2023/04/12,04:00,12094,0,8179,1270,1,139,0,61
2023/04/12,05:00,12094,0,8239,1261,2,140,32,37
2023/04/12,06:00,12232,0,8141,1247,1,138,860,27
2023/04/12,07:00,13097,0,7509,1235,2,137,2327,31
2023/04/12,08:00,14883,0,8111,1280,2,136,3554,47
2023/04/12,09:00,15943,0,8726,1265,2,134,3847,52
2023/04/12,10:00,16001,0,8593,1190,1,136,3700,44
2023/04/12,11:00,15881,0,8695,1198,2,138,2726,54
2023/04/12,12:00,14892,0,8337,1161,2,139,2443,65
2023/04/12,13:00,15735,0,8842,1245,1,138,1842,69
2023/04/12,14:00,15725,0,8979,1258,2,137,1734,70
2023/04/12,15:00,15402,0,9376,1338,2,142,1363,66
2023/04/12,16:00,15320,0,9463,1489,1,152,1169,87
2023/04/12,17:00,14820,0,9631,1657,2,154,415,117
2023/04/12,18:00,14959,0,9890,1762,1,154,0,143
2023/04/12,19:00,14651,0,9786,1748,2,155,0,157
2023/04/12,20:00,14164,0,9718,1576,2,154,0,169
2023/04/12,21:00,13751,0,9559,1369,2,151,0,201
2023/04/12,22:00,13167,0,9505,1250,2,154,0,184
2023/04/12,23:00,12856,0,9875,1219,1,153,0,157
2023/04/13,00:00,12107,0,8954,1155,2,155,0,143
2023/04/13,01:00,11804,0,8246,1143,1,154,0,125
2023/04/13,02:00,12080,0,8536,1187,2,154,0,109
2023/04/13,03:00,12501,0,8815,1185,2,155,0,118
2023/04/13,04:00,12677,0,8964,1183,2,153,0,135
2023/04/13,05:00,12814,0,9014,1186,1,153,49,106
2023/04/13,06:00,13177,0,8253,1187,2,152,1275,86
2023/04/13,07:00,13728,0,6598,1187,2,151,3795,79
2023/04/13,08:00,15325,0,5657,1265,1,150,6278,70
2023/04/13,09:00,16212,0,5480,1296,2,146,7988,54
2023/04/13,10:00,16255,0,5278,1179,2,142,8932,28
2023/04/13,11:00,16082,0,5317,1148,1,142,9172,14
2023/04/13,12:00,15002,0,5105,1114,2,145,9126,14
2023/04/13,13:00,15693,0,5212,1124,2,143,8500,14
2023/04/13,14:00,15565,0,5581,1152,2,142,7300,13
2023/04/13,15:00,15246,0,6290,1365,1,143,5419,8
2023/04/13,16:00,15166,0,8204,1478,2,145,2882,11
2023/04/13,17:00,14663,0,9468,1548,2,146,724,17
2023/04/13,18:00,14811,0,9710,1604,1,148,0,15
2023/04/13,19:00,14450,0,9758,1631,2,146,0,6
2023/04/13,20:00,13972,0,9718,1488,2,148,0,10
2023/04/13,21:00,13572,0,9615,1276,2,145,0,7
2023/04/13,22:00,13229,0,9614,1200,1,146,0,5
2023/04/13,23:00,12845,0,9614,1158,2,147,0,4
2023/04/14,00:00,12107,0,8786,1195,2,147,0,3
2023/04/14,01:00,11803,0,8355,1185,2,146,0,2
2023/04/14,02:00,12043,0,8431,1296,1,146,0,3
2023/04/14,03:00,12400,0,8672,1310,2,144,0,3
2023/04/14,04:00,12450,0,8543,1318,2,145,0,3
2023/04/14,05:00,12536,0,8678,1326,1,147,40,0
2023/04/14,06:00,12787,0,8476,1212,2,145,975,1
2023/04/14,07:00,13479,0,7410,1127,2,147,3077,3
2023/04/14,08:00,14957,0,6535,1180,2,146,5501,1
2023/04/14,09:00,15974,0,6401,1167,1,143,7384,3
2023/04/14,10:00,15972,0,6010,1113,2,144,8039,5
2023/04/14,11:00,15735,0,6431,1111,2,144,7513,10
2023/04/14,12:00,14855,0,5172,1093,2,145,7889,11
2023/04/14,13:00,15440,0,6328,1139,1,146,6678,15
2023/04/14,14:00,15427,0,7610,1188,2,152,3240,11
2023/04/14,15:00,15058,0,8463,1248,1,154,1718,14
2023/04/14,16:00,14875,0,9291,1411,2,155,812,22
2023/04/14,17:00,14531,0,9856,1695,2,154,111,14
2023/04/14,18:00,14550,0,9879,1725,2,155,0,19
2023/04/14,19:00,14080,0,9742,1726,1,155,0,13
2023/04/14,20:00,13648,0,9870,1607,2,153,0,8
2023/04/14,21:00,13298,0,9677,1367,2,155,0,5
2023/04/14,22:00,12888,0,9545,1279,1,154,0,8
2023/04/14,23:00,12571,0,9647,1214,2,152,0,17
2023/04/15,00:00,11769,0,9055,1225,2,153,0,13
2023/04/15,01:00,11394,0,8199,1215,1,153,0,51
2023/04/15,02:00,11539,0,8112,1242,2,154,0,61
2023/04/15,03:00,11809,0,7935,1262,2,153,0,92
2023/04/15,04:00,11707,0,7949,1258,1,152,0,109
2023/04/15,05:00,11382,0,7527,1274,2,154,8,96
2023/04/15,06:00,10977,0,7129,1305,2,154,33,115
2023/04/15,07:00,11243,0,7078,1378,1,155,160,152
2023/04/15,08:00,12100,0,7641,1476,2,157,399,170
2023/04/15,09:00,12642,0,7417,1476,2,153,714,178
2023/04/15,10:00,12629,0,7163,1467,2,150,878,185
2023/04/15,11:00,12597,0,7043,1477,1,152,1104,183
2023/04/15,12:00,12298,0,7094,1458,2,151,980,165
2023/04/15,13:00,12420,0,7021,1479,1,152,969,160
2023/04/15,14:00,12312,0,7143,1535,2,152,776,145
2023/04/15,15:00,12133,0,6835,1547,2,153,573,130
2023/04/15,16:00,12163,0,7388,1596,1,151,276,105
2023/04/15,17:00,12489,0,7674,1695,2,152,38,86
2023/04/15,18:00,12659,0,7802,1792,2,151,0,74
2023/04/15,19:00,12428,0,7791,1837,1,150,0,46
2023/04/15,20:00,11984,0,7384,1802,2,151,0,38
2023/04/15,21:00,11510,0,7302,1670,2,149,0,18
2023/04/15,22:00,10829,0,6993,1637,1,150,0,10
2023/04/15,23:00,10567,0,7054,1650,2,148,0,20
2023/04/16,00:00,9957,0,6544,1561,2,145,0,64
2023/04/16,01:00,9710,0,6170,1512,1,142,0,101
2023/04/16,02:00,10028,0,6651,1493,2,145,0,129
2023/04/16,03:00,10342,0,6904,1533,1,144,0,148
2023/04/16,04:00,10358,0,7127,1487,2,143,0,201
2023/04/16,05:00,9978,0,6826,1458,2,143,39,200
2023/04/16,06:00,9485,0,5603,1442,2,144,800,215
2023/04/16,07:00,9795,0,5000,1420,1,145,2868,190
2023/04/16,08:00,10358,0,4294,1377,2,141,5458,154
2023/04/16,09:00,10680,0,3845,1401,2,118,7151,162
2023/04/16,10:00,10732,0,3831,1353,1,113,7813,173
2023/04/16,11:00,10798,0,4011,1317,2,111,7809,163
2023/04/16,12:00,10676,0,4125,1320,2,111,7607,151
2023/04/16,13:00,10610,0,4142,1318,1,111,7465,129
2023/04/16,14:00,10443,0,4186,1349,2,119,6841,118
2023/04/16,15:00,10290,0,4556,1396,2,140,5009,103
2023/04/16,16:00,10453,0,5151,1518,1,143,2828,99
2023/04/16,17:00,10824,0,6265,1575,2,142,643,96
2023/04/16,18:00,11572,0,7058,1705,2,142,0,121
2023/04/16,19:00,11620,0,7079,1693,1,141,0,102
2023/04/16,20:00,11346,0,7231,1646,2,142,0,83
2023/04/16,21:00,10988,0,7074,1587,2,143,0,82
2023/04/16,22:00,10419,0,6966,1509,1,144,0,53
2023/04/16,23:00,10240,0,6830,1472,2,144,0,51
2023/04/17,00:00,9681,0,6407,1392,2,145,0,53
2023/04/17,01:00,9531,0,5856,1308,1,144,0,63
2023/04/17,02:00,9960,0,6029,1343,2,146,0,139
2023/04/17,03:00,10503,0,6045,1388,2,145,0,168
2023/04/17,04:00,10805,0,6068,1460,1,144,0,184
2023/04/17,05:00,11150,0,6950,1552,2,145,69,212
2023/04/17,06:00,11725,0,6730,1501,2,145,1221,210
2023/04/17,07:00,12836,0,5771,1528,1,142,3327,197
2023/04/17,08:00,14723,0,5861,1494,2,141,5596,196
2023/04/17,09:00,15936,0,5878,1453,2,141,7164,193
2023/04/17,10:00,15998,0,5538,1273,2,139,8065,184
2023/04/17,11:00,15834,0,5169,1231,1,141,8408,189
2023/04/17,12:00,14826,0,5114,1222,2,140,8191,208
2023/04/17,13:00,15580,0,5429,1267,2,138,7992,214
2023/04/17,14:00,15743,0,5772,1271,1,142,7232,193
2023/04/17,15:00,15179,0,6266,1335,2,141,5297,172
2023/04/17,16:00,15185,0,7989,1557,2,140,2983,158
2023/04/17,17:00,14792,0,9147,1748,1,139,780,136
2023/04/17,18:00,15082,0,9711,1817,2,140,0,147
2023/04/17,19:00,14795,0,9819,1818,2,140,0,138
2023/04/17,20:00,14351,0,9810,1677,2,140,0,142
2023/04/17,21:00,14041,0,9683,1518,1,142,0,131
2023/04/17,22:00,13438,0,9407,1414,2,141,0,134
2023/04/17,23:00,13220,0,9293,1327,2,142,0,105
2023/04/18,00:00,12577,0,9349,1182,2,143,0,68
2023/04/18,01:00,12290,0,8894,1172,2,141,0,59
2023/04/18,02:00,12505,0,9024,1193,1,140,0,31
2023/04/18,03:00,12859,0,9136,1330,2,139,0,21
2023/04/18,04:00,12982,0,9189,1468,2,140,0,11
2023/04/18,05:00,13066,0,9042,1479,2,140,57,3
2023/04/18,06:00,13364,0,8710,1457,1,138,1089,1
2023/04/18,07:00,14002,0,7641,1462,2,138,3224,2
2023/04/18,08:00,15614,0,7097,1354,2,138,5039,1
2023/04/18,09:00,16735,0,7075,1364,1,135,6512,4
2023/04/18,10:00,16637,0,6905,1183,2,135,6746,9
2023/04/18,11:00,16541,0,6486,1142,1,137,6988,21
2023/04/18,12:00,15361,0,6512,1157,2,138,6438,55
2023/04/18,13:00,16036,0,7182,1152,2,137,5552,72
2023/04/18,14:00,16015,0,8524,1219,2,139,3234,54
2023/04/18,15:00,15827,0,9684,1330,1,139,1433,38
2023/04/18,16:00,15880,0,10091,1433,2,141,562,22
2023/04/18,17:00,15678,0,10269,1735,1,140,122,22
2023/04/18,18:00,15653,0,10507,1793,2,139,0,25
2023/04/18,19:00,15134,0,10588,1786,2,140,0,35
2023/04/18,20:00,14625,0,10669,1671,1,140,0,55
2023/04/18,21:00,14135,0,10561,1473,2,140,0,45
2023/04/18,22:00,13546,0,10356,1385,2,140,0,31
2023/04/18,23:00,13131,0,10103,1311,1,142,0,28
2023/04/19,00:00,12411,0,9825,1151,2,141,0,16
2023/04/19,01:00,12054,0,9263,1180,1,139,0,12
2023/04/19,02:00,12184,0,8963,1277,2,140,0,15
2023/04/19,03:00,12505,0,8937,1305,2,140,0,16
2023/04/19,04:00,12569,0,8750,1316,1,140,0,24
2023/04/19,05:00,12534,0,8769,1382,2,140,31,23
2023/04/19,06:00,12797,0,8151,1334,1,136,817,22
2023/04/19,07:00,13630,0,7233,1343,2,141,2614,19
2023/04/19,08:00,15274,0,7732,1413,1,138,3980,32
2023/04/19,09:00,16553,0,8148,1399,2,135,5031,53
2023/04/19,10:00,16379,0,8051,1263,2,137,5342,52
2023/04/19,11:00,16179,0,8026,1186,2,139,4851,59
2023/04/19,12:00,14958,0,6883,1076,1,139,4606,67
2023/04/19,13:00,15949,0,8189,1082,2,142,4460,81
2023/04/19,14:00,16030,0,8719,1211,1,141,3460,104
2023/04/19,15:00,15758,0,9521,1358,2,143,2658,118
2023/04/19,16:00,15530,0,10253,1487,1,144,1313,140
2023/04/19,17:00,15077,0,10621,1663,2,144,282,117
2023/04/19,18:00,15195,0,10838,1669,2,146,0,129
2023/04/19,19:00,14670,0,10686,1671,1,144,0,110
2023/04/19,20:00,14246,0,10532,1508,2,146,0,71
2023/04/19,21:00,13720,0,10347,1353,2,143,0,51
2023/04/19,22:00,13196,0,9419,1180,1,145,0,49
2023/04/19,23:00,12804,0,9390,1108,2,147,0,52
2023/04/20,00:00,12031,0,9011,1124,1,148,0,39
