DATE,TIME,当日実績(万kW)
2022/02/17,00:00,1671
2022/02/17,01:00,1631
2022/02/17,02:00,1626
2022/02/17,03:00,1616
2022/02/17,04:00,1602
2022/02/17,05:00,1656
2022/02/17,06:00,1842
2022/02/17,07:00,2026
2022/02/17,08:00,2262
2022/02/17,09:00,2353
2022/02/17,10:00,2326
2022/02/17,11:00,2289
2022/02/17,12:00,2158
2022/02/17,13:00,2209
2022/02/17,14:00,2225
2022/02/17,15:00,2176
2022/02/17,16:00,2212
2022/02/17,17:00,2254
2022/02/17,18:00,2272
2022/02/17,19:00,2194
2022/02/17,20:00,2123
2022/02/17,21:00,2027
2022/02/17,22:00,1913
2022/02/17,23:00,1855
