2023/9/1 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2835,13:00～14:00,9/1,0:13,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2440,13:00～14:00,9/1,0:13

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時使用率(%)
1685,0:00～1:00,9/1,0:13,89

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1510,0:00～1:00,9/1,0:13

最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
90,*,*,*,*

DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%),供給力想定値(万kW)
2023/8/31,0:00,1518,1510,90,1685
2023/8/31,1:00,1418,1410,89,1577
2023/8/31,2:00,1404,1390,90,1557
2023/8/31,3:00,1411,1400,89,1570
2023/8/31,4:00,1417,1400,90,1570
2023/8/31,5:00,1438,1430,89,1606
2023/8/31,6:00,1499,1510,88,1700
2023/8/31,7:00,1709,1740,86,1977
2023/8/31,8:00,1976,2040,85,2317
2023/8/31,9:00,2164,2270,83,2587
2023/8/31,10:00,2266,2370,83,2714
2023/8/31,11:00,2307,2410,83,2772
2023/8/31,12:00,2243,2380,81,2746
2023/8/31,13:00,2353,2440,82,2835
2023/8/31,14:00,2367,2430,83,2845
2023/8/31,15:00,2370,2390,84,2804
2023/8/31,16:00,2315,2340,83,2770
2023/8/31,17:00,2184,2240,81,2693
2023/8/31,18:00,2136,2180,79,2675
2023/8/31,19:00,2046,2070,80,2547
2023/8/31,20:00,1925,1950,78,2457
2023/8/31,21:00,1816,1850,76,2367
2023/8/31,22:00,1717,1740,76,2236
2023/8/31,23:00,1615,1630,75,2138

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2671,14:00～15:00,8/31,23:43,90

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2410,14:00～15:00,8/31,23:43

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時使用率(%)
2671,14:00～15:00,8/31,23:43,90

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2410,14:00～15:00,8/31,23:43

予想気温(最低),予想気温(最高)
*,*

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/8/31,0:00,1584,0
2023/8/31,0:05,1588,0
2023/8/31,0:10,1573,0
2023/8/31,0:15,1559,0
2023/8/31,0:20,1546,0
2023/8/31,0:25,1537,0
2023/8/31,0:30,1524,0
2023/8/31,0:35,1512,0
2023/8/31,0:40,1506,0
2023/8/31,0:45,1481,0
2023/8/31,0:50,1470,0
2023/8/31,0:55,1460,0
2023/8/31,1:00,1458,0
2023/8/31,1:05,1444,0
2023/8/31,1:10,1445,0
2023/8/31,1:15,1431,0
2023/8/31,1:20,1428,0
2023/8/31,1:25,1419,0
2023/8/31,1:30,1415,0
2023/8/31,1:35,1405,0
2023/8/31,1:40,1411,0
2023/8/31,1:45,1415,0
2023/8/31,1:50,1404,0
2023/8/31,1:55,1395,0
2023/8/31,2:00,1399,0
2023/8/31,2:05,1397,0
2023/8/31,2:10,1401,0
2023/8/31,2:15,1400,0
2023/8/31,2:20,1395,0
2023/8/31,2:25,1393,0
2023/8/31,2:30,1392,0
2023/8/31,2:35,1400,0
2023/8/31,2:40,1411,0
2023/8/31,2:45,1420,0
2023/8/31,2:50,1411,0
2023/8/31,2:55,1417,0
2023/8/31,3:00,1410,0
2023/8/31,3:05,1407,0
2023/8/31,3:10,1408,0
2023/8/31,3:15,1399,0
2023/8/31,3:20,1410,0
2023/8/31,3:25,1419,0
2023/8/31,3:30,1417,0
2023/8/31,3:35,1419,0
2023/8/31,3:40,1401,0
2023/8/31,3:45,1410,0
2023/8/31,3:50,1412,0
2023/8/31,3:55,1413,0
2023/8/31,4:00,1411,0
2023/8/31,4:05,1422,0
2023/8/31,4:10,1413,0
2023/8/31,4:15,1405,0
2023/8/31,4:20,1411,0
2023/8/31,4:25,1413,0
2023/8/31,4:30,1410,0
2023/8/31,4:35,1410,0
2023/8/31,4:40,1423,0
2023/8/31,4:45,1425,0
2023/8/31,4:50,1421,0
2023/8/31,4:55,1430,0
2023/8/31,5:00,1426,0
2023/8/31,5:05,1430,0
2023/8/31,5:10,1444,0
2023/8/31,5:15,1445,0
2023/8/31,5:20,1456,0
2023/8/31,5:25,1450,0
2023/8/31,5:30,1451,0
2023/8/31,5:35,1433,0
2023/8/31,5:40,1426,0
2023/8/31,5:45,1433,1
2023/8/31,5:50,1428,2
2023/8/31,5:55,1428,3
2023/8/31,6:00,1431,4
2023/8/31,6:05,1441,5
2023/8/31,6:10,1452,6
2023/8/31,6:15,1461,7
2023/8/31,6:20,1478,14
2023/8/31,6:25,1481,16
2023/8/31,6:30,1484,19
2023/8/31,6:35,1505,22
2023/8/31,6:40,1505,24
2023/8/31,6:45,1522,27
2023/8/31,6:50,1534,30
2023/8/31,6:55,1554,33
2023/8/31,7:00,1571,36
2023/8/31,7:05,1596,38
2023/8/31,7:10,1612,42
2023/8/31,7:15,1625,45
2023/8/31,7:20,1654,50
2023/8/31,7:25,1683,53
2023/8/31,7:30,1695,57
2023/8/31,7:35,1725,60
2023/8/31,7:40,1746,63
2023/8/31,7:45,1767,66
2023/8/31,7:50,1787,69
2023/8/31,7:55,1802,74
2023/8/31,8:00,1819,80
2023/8/31,8:05,1846,86
2023/8/31,8:10,1869,92
2023/8/31,8:15,1898,99
2023/8/31,8:20,1920,105
2023/8/31,8:25,1940,112
2023/8/31,8:30,1963,119
2023/8/31,8:35,1992,127
2023/8/31,8:40,2019,134
2023/8/31,8:45,2039,141
2023/8/31,8:50,2060,148
2023/8/31,8:55,2069,153
2023/8/31,9:00,2091,157
2023/8/31,9:05,2113,164
2023/8/31,9:10,2125,171
2023/8/31,9:15,2136,178
2023/8/31,9:20,2142,183
2023/8/31,9:25,2140,194
2023/8/31,9:30,2154,201
2023/8/31,9:35,2170,209
2023/8/31,9:40,2179,216
2023/8/31,9:45,2189,223
2023/8/31,9:50,2197,226
2023/8/31,9:55,2200,227
2023/8/31,10:00,2218,233
