2023/9/1 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2835,13:00～14:00,9/1,0:13,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2023/8/31,10:05,2222,236
2023/8/31,10:10,2226,239
2023/8/31,10:15,2246,243
2023/8/31,10:20,2259,243
2023/8/31,10:25,2268,244
2023/8/31,10:30,2268,247
2023/8/31,10:35,2270,250
2023/8/31,10:40,2288,248
2023/8/31,10:45,2285,248
2023/8/31,10:50,2292,249
2023/8/31,10:55,2288,251
2023/8/31,11:00,2279,249
2023/8/31,11:05,2300,254
2023/8/31,11:10,2299,256
2023/8/31,11:15,2305,255
2023/8/31,11:20,2307,256
2023/8/31,11:25,2308,258
2023/8/31,11:30,2307,262
2023/8/31,11:35,2302,260
2023/8/31,11:40,2311,258
2023/8/31,11:45,2318,259
2023/8/31,11:50,2316,260
2023/8/31,11:55,2312,259
2023/8/31,12:00,2304,259
2023/8/31,12:05,2279,258
2023/8/31,12:10,2258,259
2023/8/31,12:15,2258,265
2023/8/31,12:20,2238,270
2023/8/31,12:25,2229,274
2023/8/31,12:30,2229,277
2023/8/31,12:35,2220,284
2023/8/31,12:40,2217,291
2023/8/31,12:45,2231,298
2023/8/31,12:50,2240,300
2023/8/31,12:55,2245,303
2023/8/31,13:00,2271,303
2023/8/31,13:05,2294,305
2023/8/31,13:10,2308,308
2023/8/31,13:15,2332,302
2023/8/31,13:20,2346,300
2023/8/31,13:25,2356,296
2023/8/31,13:30,2360,294
2023/8/31,13:35,2372,288
2023/8/31,13:40,2370,279
2023/8/31,13:45,2368,272
2023/8/31,13:50,2380,264
2023/8/31,13:55,2377,257
2023/8/31,14:00,2370,254
2023/8/31,14:05,2373,253
2023/8/31,14:10,2363,254
2023/8/31,14:15,2360,257
2023/8/31,14:20,2351,264
2023/8/31,14:25,2350,270
2023/8/31,14:30,2360,270
2023/8/31,14:35,2363,269
2023/8/31,14:40,2368,265
2023/8/31,14:45,2369,262
2023/8/31,14:50,2383,256
2023/8/31,14:55,2383,249
2023/8/31,15:00,2380,241
2023/8/31,15:05,2369,231
2023/8/31,15:10,2367,221
2023/8/31,15:15,2375,212
2023/8/31,15:20,2382,205
2023/8/31,15:25,2383,195
2023/8/31,15:30,2380,184
2023/8/31,15:35,2376,174
2023/8/31,15:40,2374,164
2023/8/31,15:45,2362,156
2023/8/31,15:50,2367,148
2023/8/31,15:55,2359,142
2023/8/31,16:00,2349,135
2023/8/31,16:05,2349,130
2023/8/31,16:10,2345,124
2023/8/31,16:15,2344,115
2023/8/31,16:20,2344,108
2023/8/31,16:25,2334,99
2023/8/31,16:30,2327,91
2023/8/31,16:35,2320,83
2023/8/31,16:40,2312,77
2023/8/31,16:45,2295,71
2023/8/31,16:50,2281,64
2023/8/31,16:55,2271,58
2023/8/31,17:00,2255,53
2023/8/31,17:05,2237,47
2023/8/31,17:10,2223,41
2023/8/31,17:15,2214,36
2023/8/31,17:20,2202,31
2023/8/31,17:25,2192,26
2023/8/31,17:30,2187,22
2023/8/31,17:35,2177,19
2023/8/31,17:40,2170,15
2023/8/31,17:45,2157,11
2023/8/31,17:50,2154,8
2023/8/31,17:55,2153,6
2023/8/31,18:00,2146,4
2023/8/31,18:05,2143,3
2023/8/31,18:10,2132,2
2023/8/31,18:15,2129,1
2023/8/31,18:20,2139,0
2023/8/31,18:25,2136,0
2023/8/31,18:30,2138,0
2023/8/31,18:35,2144,0
2023/8/31,18:40,2142,0
2023/8/31,18:45,2132,0
2023/8/31,18:50,2138,0
2023/8/31,18:55,2136,0
2023/8/31,19:00,2124,0
2023/8/31,19:05,2110,0
2023/8/31,19:10,2096,0
2023/8/31,19:15,2081,0
2023/8/31,19:20,2070,0
2023/8/31,19:25,2058,0
2023/8/31,19:30,2051,0
2023/8/31,19:35,2038,0
2023/8/31,19:40,2032,0
2023/8/31,19:45,2012,0
2023/8/31,19:50,2007,0
2023/8/31,19:55,2001,0
2023/8/31,20:00,1995,0
2023/8/31,20:05,1979,0
2023/8/31,20:10,1968,0
2023/8/31,20:15,1959,0
2023/8/31,20:20,1949,0
2023/8/31,20:25,1937,0
2023/8/31,20:30,1919,0
2023/8/31,20:35,1910,0
2023/8/31,20:40,1909,0
2023/8/31,20:45,1903,0
2023/8/31,20:50,1899,0
2023/8/31,20:55,1889,0
2023/8/31,21:00,1879,0
2023/8/31,21:05,1871,0
2023/8/31,21:10,1854,0
2023/8/31,21:15,1844,0
2023/8/31,21:20,1843,0
2023/8/31,21:25,1834,0
2023/8/31,21:30,1822,0
2023/8/31,21:35,1811,0
2023/8/31,21:40,1800,0
2023/8/31,21:45,1785,0
2023/8/31,21:50,1784,0
2023/8/31,21:55,1779,0
2023/8/31,22:00,1766,0
2023/8/31,22:05,1752,0
2023/8/31,22:10,1752,0
2023/8/31,22:15,1746,0
2023/8/31,22:20,1746,0
2023/8/31,22:25,1737,0
2023/8/31,22:30,1730,0
2023/8/31,22:35,1721,0
2023/8/31,22:40,1708,0
2023/8/31,22:45,1693,0
2023/8/31,22:50,1681,0
2023/8/31,22:55,1674,0
2023/8/31,23:00,1662,0
2023/8/31,23:05,1668,0
2023/8/31,23:10,1662,0
2023/8/31,23:15,1652,0
2023/8/31,23:20,1644,0
2023/8/31,23:25,1638,0
2023/8/31,23:30,1629,0
2023/8/31,23:35,1608,0
2023/8/31,23:40,1602,0
2023/8/31,23:45,1591,0
2023/8/31,23:50,1576,0
2023/8/31,23:55,1555,0
