2023/7/29 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
3038,13:00～14:00,7/29,0:13,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2023/7/28,18:20,2315,11
2023/7/28,18:25,2308,9
2023/7/28,18:30,2305,7
2023/7/28,18:35,2294,5
2023/7/28,18:40,2288,3
2023/7/28,18:45,2281,2
2023/7/28,18:50,2283,1
2023/7/28,18:55,2276,0
2023/7/28,19:00,2270,0
2023/7/28,19:05,2254,0
2023/7/28,19:10,2248,0
2023/7/28,19:15,2244,0
2023/7/28,19:20,2235,0
2023/7/28,19:25,2231,0
2023/7/28,19:30,2228,0
2023/7/28,19:35,2213,0
2023/7/28,19:40,2208,0
2023/7/28,19:45,2193,0
2023/7/28,19:50,2181,0
2023/7/28,19:55,2175,0
2023/7/28,20:00,2172,0
2023/7/28,20:05,2154,0
2023/7/28,20:10,2142,0
2023/7/28,20:15,2128,0
2023/7/28,20:20,2121,0
2023/7/28,20:25,2110,0
2023/7/28,20:30,2100,0
2023/7/28,20:35,2090,0
2023/7/28,20:40,2091,0
2023/7/28,20:45,2079,0
2023/7/28,20:50,2081,0
2023/7/28,20:55,2067,0
2023/7/28,21:00,2053,0
2023/7/28,21:05,2046,0
2023/7/28,21:10,2039,0
2023/7/28,21:15,2018,0
2023/7/28,21:20,2010,0
2023/7/28,21:25,2005,0
2023/7/28,21:30,1999,0
2023/7/28,21:35,1981,0
2023/7/28,21:40,1981,0
2023/7/28,21:45,1971,0
2023/7/28,21:50,1957,0
2023/7/28,21:55,1954,0
2023/7/28,22:00,1939,0
2023/7/28,22:05,1922,0
2023/7/28,22:10,1916,0
2023/7/28,22:15,1904,0
2023/7/28,22:20,1889,0
2023/7/28,22:25,1883,0
2023/7/28,22:30,1876,0
2023/7/28,22:35,1865,0
2023/7/28,22:40,1859,0
2023/7/28,22:45,1854,0
2023/7/28,22:50,1839,0
2023/7/28,22:55,1833,0
2023/7/28,23:00,1817,0
2023/7/28,23:05,1813,0
2023/7/28,23:10,1816,0
2023/7/28,23:15,1802,0
2023/7/28,23:20,1796,0
2023/7/28,23:25,1777,0
2023/7/28,23:30,1764,0
2023/7/28,23:35,1749,0
2023/7/28,23:40,1735,0
2023/7/28,23:45,1723,0
2023/7/28,23:50,1718,0
2023/7/28,23:55,1709,0
