2023/8/11 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2902,14:00～15:00,8/11,0:13,84

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2023/8/10,18:15,2154,14
2023/8/10,18:20,2151,10
2023/8/10,18:25,2142,8
2023/8/10,18:30,2137,5
2023/8/10,18:35,2131,3
2023/8/10,18:40,2125,2
2023/8/10,18:45,2117,0
2023/8/10,18:50,2115,0
2023/8/10,18:55,2115,0
2023/8/10,19:00,2105,0
2023/8/10,19:05,2097,0
2023/8/10,19:10,2093,0
2023/8/10,19:15,2088,0
2023/8/10,19:20,2083,0
2023/8/10,19:25,2070,0
2023/8/10,19:30,2065,0
2023/8/10,19:35,2050,0
2023/8/10,19:40,2048,0
2023/8/10,19:45,2036,0
2023/8/10,19:50,2035,0
2023/8/10,19:55,2022,0
2023/8/10,20:00,2016,0
2023/8/10,20:05,1991,0
2023/8/10,20:10,1980,0
2023/8/10,20:15,1974,0
2023/8/10,20:20,1965,0
2023/8/10,20:25,1953,0
2023/8/10,20:30,1944,0
2023/8/10,20:35,1934,0
2023/8/10,20:40,1931,0
2023/8/10,20:45,1920,0
2023/8/10,20:50,1920,0
2023/8/10,20:55,1912,0
2023/8/10,21:00,1900,0
2023/8/10,21:05,1893,0
2023/8/10,21:10,1885,0
2023/8/10,21:15,1868,0
2023/8/10,21:20,1866,0
2023/8/10,21:25,1852,0
2023/8/10,21:30,1847,0
2023/8/10,21:35,1845,0
2023/8/10,21:40,1829,0
2023/8/10,21:45,1825,0
2023/8/10,21:50,1819,0
2023/8/10,21:55,1798,0
2023/8/10,22:00,1791,0
2023/8/10,22:05,1794,0
2023/8/10,22:10,1793,0
2023/8/10,22:15,1793,0
2023/8/10,22:20,1775,0
2023/8/10,22:25,1766,0
2023/8/10,22:30,1752,0
2023/8/10,22:35,1746,0
2023/8/10,22:40,1745,0
2023/8/10,22:45,1732,0
2023/8/10,22:50,1729,0
2023/8/10,22:55,1717,0
2023/8/10,23:00,1694,0
2023/8/10,23:05,1708,0
2023/8/10,23:10,1706,0
2023/8/10,23:15,1698,0
2023/8/10,23:20,1686,0
2023/8/10,23:25,1669,0
2023/8/10,23:30,1659,0
2023/8/10,23:35,1649,0
2023/8/10,23:40,1647,0
2023/8/10,23:45,1628,0
2023/8/10,23:50,1618,0
2023/8/10,23:55,1609,0
