2023/9/2 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2809,14:00～15:00,9/2,0:13,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2023/9/1,16:55,2340,80
2023/9/1,17:00,2325,72
2023/9/1,17:05,2300,65
2023/9/1,17:10,2276,58
2023/9/1,17:15,2265,51
2023/9/1,17:20,2255,45
2023/9/1,17:25,2238,38
2023/9/1,17:30,2228,32
2023/9/1,17:35,2211,26
2023/9/1,17:40,2198,22
2023/9/1,17:45,2177,16
2023/9/1,17:50,2170,13
2023/9/1,17:55,2162,9
2023/9/1,18:00,2159,6
2023/9/1,18:05,2153,4
2023/9/1,18:10,2145,2
2023/9/1,18:15,2141,1
2023/9/1,18:20,2135,0
2023/9/1,18:25,2133,0
2023/9/1,18:30,2132,0
2023/9/1,18:35,2126,0
2023/9/1,18:40,2124,0
2023/9/1,18:45,2117,0
2023/9/1,18:50,2114,0
2023/9/1,18:55,2106,0
2023/9/1,19:00,2101,0
2023/9/1,19:05,2086,0
2023/9/1,19:10,2070,0
2023/9/1,19:15,2062,0
2023/9/1,19:20,2057,0
2023/9/1,19:25,2043,0
2023/9/1,19:30,2034,0
2023/9/1,19:35,2023,0
2023/9/1,19:40,2013,0
2023/9/1,19:45,1999,0
2023/9/1,19:50,1994,0
2023/9/1,19:55,1988,0
2023/9/1,20:00,1985,0
2023/9/1,20:05,1970,0
2023/9/1,20:10,1953,0
2023/9/1,20:15,1939,0
2023/9/1,20:20,1927,0
2023/9/1,20:25,1922,0
2023/9/1,20:30,1914,0
2023/9/1,20:35,1907,0
2023/9/1,20:40,1902,0
2023/9/1,20:45,1893,0
2023/9/1,20:50,1886,0
2023/9/1,20:55,1876,0
2023/9/1,21:00,1872,0
2023/9/1,21:05,1873,0
2023/9/1,21:10,1862,0
2023/9/1,21:15,1848,0
2023/9/1,21:20,1842,0
2023/9/1,21:25,1830,0
2023/9/1,21:30,1826,0
2023/9/1,21:35,1819,0
2023/9/1,21:40,1806,0
2023/9/1,21:45,1797,0
2023/9/1,21:50,1787,0
2023/9/1,21:55,1782,0
2023/9/1,22:00,1772,0
2023/9/1,22:05,1766,0
2023/9/1,22:10,1776,0
2023/9/1,22:15,1764,0
2023/9/1,22:20,1757,0
2023/9/1,22:25,1746,0
2023/9/1,22:30,1736,0
2023/9/1,22:35,1731,0
2023/9/1,22:40,1726,0
2023/9/1,22:45,1711,0
2023/9/1,22:50,1704,0
2023/9/1,22:55,1696,0
2023/9/1,23:00,1691,0
2023/9/1,23:05,1688,0
2023/9/1,23:10,1682,0
2023/9/1,23:15,1683,0
2023/9/1,23:20,1668,0
2023/9/1,23:25,1660,0
2023/9/1,23:30,1649,0
2023/9/1,23:35,1631,0
2023/9/1,23:40,1635,0
2023/9/1,23:45,1608,0
2023/9/1,23:50,1583,0
2023/9/1,23:55,1592,0
