2023/9/2 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2809,14:00～15:00,9/2,0:13,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2440,14:00～15:00,9/2,0:13

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時使用率(%)
1498,3:00～4:00,9/2,0:13,90

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1360,3:00～4:00,9/2,0:13

最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
92,*,*,*,*

DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%),供給力想定値(万kW)
2023/9/1,0:00,1479,1470,90,1628
2023/9/1,1:00,1383,1380,90,1525
2023/9/1,2:00,1367,1360,91,1499
2023/9/1,3:00,1379,1360,92,1498
2023/9/1,4:00,1376,1370,90,1513
2023/9/1,5:00,1402,1400,90,1556
2023/9/1,6:00,1473,1480,87,1683
2023/9/1,7:00,1683,1730,87,1929
2023/9/1,8:00,1987,2030,87,2266
2023/9/1,9:00,2237,2250,88,2524
2023/9/1,10:00,2345,2350,88,2653
2023/9/1,11:00,2407,2390,88,2727
2023/9/1,12:00,2377,2370,87,2711
2023/9/1,13:00,2449,2430,87,2792
2023/9/1,14:00,2464,2440,87,2809
2023/9/1,15:00,2423,2420,87,2775
2023/9/1,16:00,2393,2360,89,2666
2023/9/1,17:00,2220,2230,86,2579
2023/9/1,18:00,2127,2120,84,2528
2023/9/1,19:00,2030,2010,82,2469
2023/9/1,20:00,1913,1890,79,2414
2023/9/1,21:00,1820,1780,81,2235
2023/9/1,22:00,1734,1700,82,2111
2023/9/1,23:00,1639,1610,81,2020

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2333,13:00～14:00,9/1,23:43,89

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2090,13:00～14:00,9/1,23:43

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時使用率(%)
2277,11:00～12:00,9/1,23:43,90

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2050,11:00～12:00,9/1,23:43

予想気温(最低),予想気温(最高)
*,*

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/9/1,0:00,1552,0
2023/9/1,0:05,1543,0
2023/9/1,0:10,1528,0
2023/9/1,0:15,1517,0
2023/9/1,0:20,1500,0
2023/9/1,0:25,1480,0
2023/9/1,0:30,1475,0
2023/9/1,0:35,1474,0
2023/9/1,0:40,1470,0
2023/9/1,0:45,1462,0
2023/9/1,0:50,1443,0
2023/9/1,0:55,1432,0
2023/9/1,1:00,1421,0
2023/9/1,1:05,1408,0
2023/9/1,1:10,1400,0
2023/9/1,1:15,1393,0
2023/9/1,1:20,1382,0
2023/9/1,1:25,1386,0
2023/9/1,1:30,1389,0
2023/9/1,1:35,1389,0
2023/9/1,1:40,1373,0
2023/9/1,1:45,1368,0
2023/9/1,1:50,1367,0
2023/9/1,1:55,1373,0
2023/9/1,2:00,1373,0
2023/9/1,2:05,1367,0
2023/9/1,2:10,1370,0
2023/9/1,2:15,1357,0
2023/9/1,2:20,1356,0
2023/9/1,2:25,1349,0
2023/9/1,2:30,1350,0
2023/9/1,2:35,1359,0
2023/9/1,2:40,1377,0
2023/9/1,2:45,1390,0
2023/9/1,2:50,1383,0
2023/9/1,2:55,1377,0
2023/9/1,3:00,1370,0
2023/9/1,3:05,1379,0
2023/9/1,3:10,1381,0
2023/9/1,3:15,1385,0
2023/9/1,3:20,1387,0
2023/9/1,3:25,1374,0
2023/9/1,3:30,1387,0
2023/9/1,3:35,1375,0
2023/9/1,3:40,1374,0
2023/9/1,3:45,1367,0
2023/9/1,3:50,1371,0
2023/9/1,3:55,1381,0
2023/9/1,4:00,1381,0
2023/9/1,4:05,1377,0
2023/9/1,4:10,1378,0
2023/9/1,4:15,1371,0
2023/9/1,4:20,1368,0
2023/9/1,4:25,1363,0
2023/9/1,4:30,1371,0
2023/9/1,4:35,1371,0
2023/9/1,4:40,1380,0
2023/9/1,4:45,1389,0
2023/9/1,4:50,1381,0
2023/9/1,4:55,1384,0
2023/9/1,5:00,1383,0
2023/9/1,5:05,1389,0
2023/9/1,5:10,1405,0
2023/9/1,5:15,1407,0
2023/9/1,5:20,1395,0
2023/9/1,5:25,1399,0
2023/9/1,5:30,1397,0
2023/9/1,5:35,1410,0
2023/9/1,5:40,1416,1
2023/9/1,5:45,1408,3
2023/9/1,5:50,1405,6
2023/9/1,5:55,1398,8
2023/9/1,6:00,1392,11
2023/9/1,6:05,1414,14
2023/9/1,6:10,1415,18
2023/9/1,6:15,1421,21
2023/9/1,6:20,1431,27
2023/9/1,6:25,1452,31
2023/9/1,6:30,1454,36
2023/9/1,6:35,1475,41
2023/9/1,6:40,1480,47
2023/9/1,6:45,1504,52
2023/9/1,6:50,1524,59
2023/9/1,6:55,1546,65
2023/9/1,7:00,1557,72
2023/9/1,7:05,1584,79
2023/9/1,7:10,1591,88
2023/9/1,7:15,1596,96
2023/9/1,7:20,1626,104
2023/9/1,7:25,1647,112
2023/9/1,7:30,1668,120
2023/9/1,7:35,1688,127
2023/9/1,7:40,1719,135
2023/9/1,7:45,1730,143
2023/9/1,7:50,1754,151
2023/9/1,7:55,1778,160
2023/9/1,8:00,1811,171
2023/9/1,8:05,1847,180
2023/9/1,8:10,1878,191
2023/9/1,8:15,1904,203
2023/9/1,8:20,1920,215
2023/9/1,8:25,1934,226
2023/9/1,8:30,1962,235
2023/9/1,8:35,2004,246
2023/9/1,8:40,2031,255
2023/9/1,8:45,2052,265
2023/9/1,8:50,2087,271
2023/9/1,8:55,2100,276
2023/9/1,9:00,2128,284
2023/9/1,9:05,2159,288
2023/9/1,9:10,2174,295
2023/9/1,9:15,2192,303
2023/9/1,9:20,2211,312
2023/9/1,9:25,2221,322
2023/9/1,9:30,2228,331
2023/9/1,9:35,2240,340
2023/9/1,9:40,2255,346
2023/9/1,9:45,2274,351
2023/9/1,9:50,2287,356
2023/9/1,9:55,2295,363
2023/9/1,10:00,2307,367
2023/9/1,10:05,2308,374
2023/9/1,10:10,2305,378
2023/9/1,10:15,2316,384
2023/9/1,10:20,2331,389
2023/9/1,10:25,2341,394
2023/9/1,10:30,2348,400
2023/9/1,10:35,2352,406
2023/9/1,10:40,2361,413
2023/9/1,10:45,2354,419
2023/9/1,10:50,2361,423
2023/9/1,10:55,2373,425
2023/9/1,11:00,2387,429
2023/9/1,11:05,2398,434
2023/9/1,11:10,2397,437
2023/9/1,11:15,2398,440
2023/9/1,11:20,2399,442
2023/9/1,11:25,2404,448
2023/9/1,11:30,2407,449
2023/9/1,11:35,2411,452
2023/9/1,11:40,2414,451
2023/9/1,11:45,2415,450
2023/9/1,11:50,2413,452
2023/9/1,11:55,2414,453
2023/9/1,12:00,2409,455
2023/9/1,12:05,2392,455
2023/9/1,12:10,2377,452
2023/9/1,12:15,2375,452
2023/9/1,12:20,2371,450
2023/9/1,12:25,2355,451
2023/9/1,12:30,2360,451
2023/9/1,12:35,2360,448
2023/9/1,12:40,2365,449
2023/9/1,12:45,2370,447
2023/9/1,12:50,2391,443
2023/9/1,12:55,2400,444
2023/9/1,13:00,2405,441
2023/9/1,13:05,2421,439
2023/9/1,13:10,2428,439
2023/9/1,13:15,2439,437
2023/9/1,13:20,2442,436
2023/9/1,13:25,2444,433
2023/9/1,13:30,2443,432
2023/9/1,13:35,2450,433
2023/9/1,13:40,2454,432
2023/9/1,13:45,2456,427
2023/9/1,13:50,2465,420
2023/9/1,13:55,2468,412
2023/9/1,14:00,2475,406
2023/9/1,14:05,2471,401
2023/9/1,14:10,2469,394
2023/9/1,14:15,2474,384
2023/9/1,14:20,2477,374
2023/9/1,14:25,2478,363
2023/9/1,14:30,2466,354
2023/9/1,14:35,2462,345
2023/9/1,14:40,2464,335
2023/9/1,14:45,2456,326
2023/9/1,14:50,2455,319
2023/9/1,14:55,2452,310
2023/9/1,15:00,2440,301
2023/9/1,15:05,2426,293
2023/9/1,15:10,2416,286
2023/9/1,15:15,2415,280
2023/9/1,15:20,2421,272
2023/9/1,15:25,2421,262
2023/9/1,15:30,2420,255
2023/9/1,15:35,2422,248
2023/9/1,15:40,2425,239
2023/9/1,15:45,2420,231
2023/9/1,15:50,2427,221
2023/9/1,15:55,2433,210
2023/9/1,16:00,2432,200
2023/9/1,16:05,2434,189
2023/9/1,16:10,2427,177
2023/9/1,16:15,2425,166
2023/9/1,16:20,2423,154
2023/9/1,16:25,2416,143
2023/9/1,16:30,2412,131
2023/9/1,16:35,2399,120
2023/9/1,16:40,2392,109
2023/9/1,16:45,2370,99
2023/9/1,16:50,2357,89
