,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,風力実績
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2020/4/1,0:00,2926,0,2236,1191,,72,0,2
2020/4/1,1:00,3039,0,2302,1273,,71,0,4
2020/4/1,2:00,3271,0,2373,1453,,72,0,4
2020/4/1,3:00,3436,0,2474,1514,,73,0,4
2020/4/1,4:00,3447,0,2627,1410,,72,0,8
2020/4/1,5:00,3333,0,2759,1323,,72,2,11
2020/4/1,6:00,3206,0,2668,1379,,72,25,19
2020/4/1,7:00,3161,0,2625,1359,,72,60,16
2020/4/1,8:00,3429,0,2571,1344,,72,121,16
2020/4/1,9:00,3592,0,2397,1476,,72,179,15
2020/4/1,10:00,3614,0,2317,1605,,71,160,12
2020/4/1,11:00,3625,0,2408,1569,,72,136,10
2020/4/1,12:00,3423,0,2578,1448,,68,104,9
2020/4/1,13:00,3623,0,2714,1452,,65,91,12
2020/4/1,14:00,3647,0,2802,1462,,64,61,23
2020/4/1,15:00,3616,0,2756,1506,,65,41,29
2020/4/1,16:00,3629,0,2839,1628,,65,22,36
2020/4/1,17:00,3555,0,2740,1635,,66,6,50
2020/4/1,18:00,3560,0,2716,1656,,70,1,69
2020/4/1,19:00,3453,0,2658,1678,,72,0,83
2020/4/1,20:00,3345,0,2601,1691,,72,0,94
2020/4/1,21:00,3241,0,2536,1659,,72,0,103
2020/4/1,22:00,3210,0,2451,1645,,72,0,104
2020/4/1,23:00,3165,0,2390,1649,,72,0,93
2020/4/2,0:00,3052,0,2074,1659,,71,0,72
2020/4/2,1:00,3155,0,2202,1650,,72,0,59
2020/4/2,2:00,3392,0,2478,1645,,72,0,47
2020/4/2,3:00,3520,0,2607,1643,,72,0,45
2020/4/2,4:00,3577,0,2642,1636,,72,0,52
2020/4/2,5:00,3506,0,2566,1632,,72,1,63
2020/4/2,6:00,3420,0,2416,1653,,72,26,53
2020/4/2,7:00,3423,0,2312,1651,,71,85,46
2020/4/2,8:00,3723,0,2464,1684,,72,143,41
2020/4/2,9:00,3950,0,2583,1689,,65,134,58
2020/4/2,10:00,3969,0,2279,1719,,65,218,62
2020/4/2,11:00,3914,0,1888,1680,,64,373,69
2020/4/2,12:00,3620,0,1646,1594,,66,554,60
2020/4/2,13:00,3733,0,1593,1599,,65,572,48
2020/4/2,14:00,3674,0,1614,1633,,64,470,31
2020/4/2,15:00,3659,0,1988,1677,,64,256,28
2020/4/2,16:00,3635,0,2495,1712,,66,128,26
2020/4/2,17:00,3559,0,2630,1776,,64,76,32
2020/4/2,18:00,3621,0,2627,1807,,66,3,25
2020/4/2,19:00,3585,0,2657,1766,,65,0,15
2020/4/2,20:00,3491,0,2632,1709,,66,0,15
2020/4/2,21:00,3436,0,2494,1734,,66,0,13
2020/4/2,22:00,3353,0,2316,1646,,64,0,17
2020/4/2,23:00,3320,0,2231,1596,,65,0,24
2020/4/3,0:00,3241,0,2095,1572,,65,0,18
2020/4/3,1:00,3354,0,2316,1574,,65,0,14
2020/4/3,2:00,3576,0,2558,1602,,64,0,14
2020/4/3,3:00,3721,0,2723,1690,,65,0,16
2020/4/3,4:00,3721,0,2821,1632,,65,0,28
2020/4/3,5:00,3669,0,2826,1611,,65,4,38
2020/4/3,6:00,3619,0,2788,1658,,65,86,35
2020/4/3,7:00,3465,0,2380,1571,,64,282,27
2020/4/3,8:00,3607,0,2022,1567,,64,514,24
2020/4/3,9:00,3682,0,1585,1530,,66,700,20
2020/4/3,10:00,3630,0,1407,1474,,69,817,19
2020/4/3,11:00,3587,0,1581,1440,,69,859,15
2020/4/3,12:00,3359,0,1534,1353,,70,833,14
2020/4/3,13:00,3467,0,1501,1346,,72,805,9
2020/4/3,14:00,3391,0,1503,1340,,70,675,7
2020/4/3,15:00,3325,0,1699,1384,,67,487,6
2020/4/3,16:00,3307,0,2132,1493,,68,268,5
2020/4/3,17:00,3226,0,2418,1452,,66,85,3
2020/4/3,18:00,3327,0,2550,1675,,66,3,5
2020/4/3,19:00,3317,0,2633,1727,,66,0,4
2020/4/3,20:00,3237,0,2575,1749,,66,0,11
2020/4/3,21:00,3143,0,2474,1678,,65,0,14
2020/4/3,22:00,3134,0,2348,1571,,66,0,12
2020/4/3,23:00,3067,0,2143,1492,,66,0,13
2020/4/4,0:00,2989,0,1974,1317,,66,0,17
2020/4/4,1:00,3087,0,2090,1471,,65,0,29
2020/4/4,2:00,3280,0,2181,1563,,66,0,42
2020/4/4,3:00,3425,0,2462,1587,,65,0,47
2020/4/4,4:00,3433,0,2537,1566,,66,0,49
2020/4/4,5:00,3279,0,2390,1504,,65,4,55
2020/4/4,6:00,3045,0,2038,1500,,64,79,59
2020/4/4,7:00,2810,0,1666,1315,,65,277,49
2020/4/4,8:00,2746,0,1299,1216,,64,505,62
2020/4/4,9:00,2768,0,1078,1144,,65,677,73
2020/4/4,10:00,2751,0,950,1134,,64,787,82
2020/4/4,11:00,2721,0,998,1081,,64,764,86
2020/4/4,12:00,2666,0,1046,1019,,65,752,89
2020/4/4,13:00,2652,0,1006,1001,,64,768,89
2020/4/4,14:00,2595,0,985,1041,,65,684,91
2020/4/4,15:00,2556,0,1194,1032,,65,433,80
2020/4/4,16:00,2619,0,1683,1153,,63,161,96
2020/4/4,17:00,2789,0,2162,1401,,65,26,96
2020/4/4,18:00,2951,0,2288,1555,,64,1,84
2020/4/4,19:00,2911,0,2271,1577,,65,0,59
2020/4/4,20:00,2836,0,2329,1504,,64,0,33
2020/4/4,21:00,2742,0,2261,1501,,65,0,26
2020/4/4,22:00,2725,0,2173,1251,,65,0,13
2020/4/4,23:00,2712,0,1916,1134,,65,0,9
2020/4/5,0:00,2639,0,1847,1072,,64,0,7
2020/4/5,1:00,2749,0,1956,1153,,66,0,12
2020/4/5,2:00,2980,0,2008,1332,,65,0,10
2020/4/5,3:00,3111,0,2081,1379,,66,0,4
2020/4/5,4:00,3163,0,2131,1383,,66,0,2
2020/4/5,5:00,2999,0,2079,1254,,64,1,3
2020/4/5,6:00,2808,0,1893,1200,,66,26,16
2020/4/5,7:00,2672,0,1741,1126,,64,126,24
2020/4/5,8:00,2656,0,1513,1016,,65,370,36
2020/4/5,9:00,2744,0,1421,996,,65,515,33
2020/4/5,10:00,2712,0,1447,961,,65,466,48
2020/4/5,11:00,2774,0,1508,958,,64,467,45
2020/4/5,12:00,2778,0,1546,927,,65,464,48
2020/4/5,13:00,2719,0,1523,955,,64,407,54
2020/4/5,14:00,2679,0,1587,979,,66,261,57
2020/4/5,15:00,2706,0,1739,1037,,64,108,60
2020/4/5,16:00,2808,0,2033,1137,,65,63,63
2020/4/5,17:00,3035,0,2269,1268,,65,12,62
2020/4/5,18:00,3126,0,2384,1306,,64,0,64
2020/4/5,19:00,3088,0,2305,1386,,66,0,65
2020/4/5,20:00,2996,0,2250,1356,,65,0,67
2020/4/5,21:00,2862,0,2232,1253,,66,0,69
2020/4/5,22:00,2786,0,2212,1164,,65,0,64
2020/4/5,23:00,2762,0,2114,967,,64,0,64
2020/4/6,0:00,2705,0,2140,1028,,66,0,72
2020/4/6,1:00,2843,0,2316,1111,,66,0,60
2020/4/6,2:00,3083,0,2438,1246,,65,0,76
2020/4/6,3:00,3232,0,2565,1401,,66,0,82
2020/4/6,4:00,3320,0,2697,1340,,66,0,75
2020/4/6,5:00,3309,0,2707,1397,,66,1,62
2020/4/6,6:00,3305,0,2717,1479,,65,27,73
2020/4/6,7:00,3252,0,2697,1085,,64,184,63
2020/4/6,8:00,3508,0,2631,1083,,65,349,51
2020/4/6,9:00,3730,0,2484,1098,,64,374,48
2020/4/6,10:00,3704,0,2314,1007,,64,418,46
2020/4/6,11:00,3719,0,2337,987,,65,436,46
2020/4/6,12:00,3485,0,2253,890,,64,438,47
2020/4/6,13:00,3601,0,2205,942,,65,495,43
2020/4/6,14:00,3574,0,2209,1017,,64,448,49
2020/4/6,15:00,3491,0,2398,1127,,64,338,47
2020/4/6,16:00,3486,0,2667,1255,,65,204,39
2020/4/6,17:00,3452,0,2770,1381,,64,71,27
2020/4/6,18:00,3537,0,2874,1419,,66,4,19
2020/4/6,19:00,3491,0,2870,1438,,64,0,14
2020/4/6,20:00,3372,0,2844,1360,,64,0,8
2020/4/6,21:00,3287,0,2713,1294,,66,0,6
2020/4/6,22:00,3231,0,2597,1147,,66,0,5
2020/4/6,23:00,3204,0,2537,1025,,66,0,7
2020/4/7,0:00,3155,0,2527,900,,65,0,7
2020/4/7,1:00,3276,0,2640,896,,66,0,6
2020/4/7,2:00,3496,0,2786,999,,66,0,11
2020/4/7,3:00,3651,0,2919,1220,,65,0,15
2020/4/7,4:00,3656,0,2917,1277,,66,0,17
2020/4/7,5:00,3613,0,2897,1265,,65,7,17
2020/4/7,6:00,3559,0,2866,1216,,66,83,16
2020/4/7,7:00,3443,0,2765,1026,,65,269,9
2020/4/7,8:00,3543,0,2475,974,,65,536,7
2020/4/7,9:00,3610,0,2184,889,,64,714,5
2020/4/7,10:00,3578,0,2036,828,,65,788,6
2020/4/7,11:00,3570,0,2008,821,,64,805,9
2020/4/7,12:00,3329,0,1869,804,,65,787,9
2020/4/7,13:00,3440,0,1929,805,,66,798,14
2020/4/7,14:00,3398,0,1960,879,,66,737,17
2020/4/7,15:00,3324,0,2278,950,,64,558,13
2020/4/7,16:00,3320,0,2621,1035,,65,324,8
2020/4/7,17:00,3270,0,2758,1243,,66,101,5
2020/4/7,18:00,3357,0,2777,1372,,66,5,8
2020/4/7,19:00,3356,0,2744,1446,,66,0,13
2020/4/7,20:00,3287,0,2677,1463,,66,0,14
2020/4/7,21:00,3193,0,2633,1296,,66,0,16
2020/4/7,22:00,3151,0,2545,1166,,64,0,17
2020/4/7,23:00,3123,0,2536,994,,66,0,18
2020/4/8,0:00,3058,0,2518,849,,66,0,16
2020/4/8,1:00,3165,0,2539,910,,66,0,13
2020/4/8,2:00,3393,0,2604,1072,,66,0,11
2020/4/8,3:00,3529,0,2696,1166,,65,0,9
2020/4/8,4:00,3565,0,2707,1187,,66,0,7
2020/4/8,5:00,3527,0,2641,1253,,65,6,4
2020/4/8,6:00,3458,0,2608,1107,,65,84,4
2020/4/8,7:00,3312,0,2409,945,,65,235,5
2020/4/8,8:00,3455,0,2342,930,,65,419,6
2020/4/8,9:00,3561,0,2265,888,,64,527,3
2020/4/8,10:00,3503,0,2156,809,,64,687,4
2020/4/8,11:00,3502,0,2109,778,,65,810,15
2020/4/8,12:00,3279,0,1986,752,,65,804,26
2020/4/8,13:00,3373,0,2106,772,,65,741,30
2020/4/8,14:00,3372,0,2155,774,,66,602,42
2020/4/8,15:00,3313,0,2195,860,,65,400,28
2020/4/8,16:00,3341,0,2511,969,,65,193,32
2020/4/8,17:00,3298,0,2721,1209,,66,42,28
2020/4/8,18:00,3356,0,2769,1432,,66,2,10
2020/4/8,19:00,3297,0,2740,1406,,66,1,14
2020/4/8,20:00,3214,0,2665,1225,,65,0,28
2020/4/8,21:00,3154,0,2636,1062,,66,0,25
2020/4/8,22:00,3106,0,2569,1038,,65,0,9
2020/4/8,23:00,3060,0,2501,893,,66,0,4
2020/4/9,0:00,2964,0,2442,851,,64,0,0
2020/4/9,1:00,3087,0,2592,904,,66,0,6
2020/4/9,2:00,3296,0,2739,1053,,66,0,9
2020/4/9,3:00,3494,0,2799,1219,,66,0,6
