,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,風力実績
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2020/6/1,0:00,2126,0,1833,792,,37,0,2
2020/6/1,1:00,2161,0,1892,821,,36,0,8
2020/6/1,2:00,2378,0,2039,884,,37,0,6
2020/6/1,3:00,2535,0,2167,968,,36,0,5
2020/6/1,4:00,2561,0,2264,1075,,37,1,5
2020/6/1,5:00,2472,0,2274,1037,,36,14,1
2020/6/1,6:00,2400,0,2268,962,,36,63,5
2020/6/1,7:00,2503,0,2272,966,,36,135,11
2020/6/1,8:00,2854,0,2262,975,,35,216,13
2020/6/1,9:00,3126,0,2187,1012,,36,302,6
2020/6/1,10:00,3168,0,2006,1040,,35,476,3
2020/6/1,11:00,3248,0,1764,1074,,36,636,4
2020/6/1,12:00,3119,0,1702,985,,35,666,10
2020/6/1,13:00,3325,0,1867,1138,,35,622,11
2020/6/1,14:00,3349,0,1945,1036,,35,484,10
2020/6/1,15:00,3318,0,2017,1054,,35,337,11
2020/6/1,16:00,3260,0,2020,1194,,35,207,9
2020/6/1,17:00,3091,0,2019,1276,,34,123,7
2020/6/1,18:00,3044,0,2027,1459,,35,37,4
2020/6/1,19:00,2975,0,2025,1438,,35,1,7
2020/6/1,20:00,2869,0,2027,1232,,36,0,10
2020/6/1,21:00,2802,0,2030,1083,,35,0,14
2020/6/1,22:00,2706,0,2010,980,,36,0,17
2020/6/1,23:00,2622,0,2014,919,,37,0,11
2020/6/2,0:00,2531,0,2001,995,,35,0,8
2020/6/2,1:00,2524,0,2003,968,,36,0,9
2020/6/2,2:00,2694,0,2004,1145,,37,0,8
2020/6/2,3:00,2848,0,2004,1302,,36,0,10
2020/6/2,4:00,2835,0,2008,1327,,37,2,11
2020/6/2,5:00,2710,0,2012,1159,,36,22,8
2020/6/2,6:00,2655,0,2020,1102,,36,90,7
2020/6/2,7:00,2726,0,2024,998,,35,242,7
2020/6/2,8:00,3098,0,2044,1015,,36,455,6
2020/6/2,9:00,3410,0,2136,886,,35,636,6
2020/6/2,10:00,3510,0,2064,798,,35,801,4
2020/6/2,11:00,3508,0,2036,816,,35,772,6
2020/6/2,12:00,3340,0,2041,733,,36,712,10
2020/6/2,13:00,3530,0,2062,782,,35,706,7
2020/6/2,14:00,3526,0,1961,883,,35,659,3
2020/6/2,15:00,3455,0,2004,1002,,35,485,2
2020/6/2,16:00,3402,0,2078,1231,,36,263,3
2020/6/2,17:00,3191,0,2047,1349,,35,94,3
2020/6/2,18:00,3128,0,2014,1574,,35,19,1
2020/6/2,19:00,3045,0,2042,1472,,35,1,0
2020/6/2,20:00,2926,0,2075,1295,,35,0,0
2020/6/2,21:00,2848,0,1999,1288,,36,0,1
2020/6/2,22:00,2749,0,1895,1168,,35,0,1
2020/6/2,23:00,2656,0,1860,989,,36,0,2
2020/6/3,0:00,2535,0,1757,962,,35,0,5
2020/6/3,1:00,2554,0,1763,1042,,36,0,9
2020/6/3,2:00,2710,0,1806,1157,,36,0,10
2020/6/3,3:00,2881,0,1727,1411,,35,0,9
2020/6/3,4:00,2865,0,1741,1407,,36,3,6
2020/6/3,5:00,2745,0,1743,1235,,35,39,9
2020/6/3,6:00,2672,0,1736,1016,,36,142,5
2020/6/3,7:00,2759,0,1832,881,,35,289,2
2020/6/3,8:00,3105,0,1920,989,,36,452,2
2020/6/3,9:00,3383,0,1759,922,,35,674,5
2020/6/3,10:00,3455,0,1723,934,,34,776,9
2020/6/3,11:00,3507,0,1830,917,,36,816,14
2020/6/3,12:00,3335,0,1859,800,,35,703,11
2020/6/3,13:00,3483,0,1895,884,,34,552,9
2020/6/3,14:00,3482,0,1928,920,,35,415,5
2020/6/3,15:00,3377,0,1857,1064,,35,311,6
2020/6/3,16:00,3315,0,1744,1416,,34,268,6
2020/6/3,17:00,3129,0,1786,1378,,36,160,2
2020/6/3,18:00,3054,0,1789,1414,,36,54,2
2020/6/3,19:00,3003,0,1844,1421,,36,2,2
2020/6/3,20:00,2877,0,1865,1233,,37,0,2
2020/6/3,21:00,2787,0,1905,1184,,36,0,4
2020/6/3,22:00,2706,0,1899,1095,,36,0,4
2020/6/3,23:00,2615,0,1858,1072,,36,0,4
2020/6/4,0:00,2517,0,1890,1004,,35,0,7
2020/6/4,1:00,2522,0,1866,1038,,36,0,7
2020/6/4,2:00,2708,0,1863,1258,,36,0,5
2020/6/4,3:00,2836,0,1854,1367,,36,0,3
2020/6/4,4:00,2808,0,1854,1293,,36,4,6
2020/6/4,5:00,2721,0,1863,1164,,36,67,8
2020/6/4,6:00,2669,0,1860,952,,34,216,7
2020/6/4,7:00,2737,0,1850,809,,35,400,5
2020/6/4,8:00,3138,0,2030,904,,35,589,6
2020/6/4,9:00,3471,0,2141,868,,35,765,6
2020/6/4,10:00,3608,0,2109,855,,40,849,6
2020/6/4,11:00,3690,0,2119,840,,40,880,8
2020/6/4,12:00,3559,0,2093,762,,39,882,10
2020/6/4,13:00,3746,0,2081,904,,39,849,10
2020/6/4,14:00,3786,0,2096,1015,,36,742,12
2020/6/4,15:00,3694,0,2077,1143,,35,514,11
2020/6/4,16:00,3618,0,2149,1354,,35,326,10
2020/6/4,17:00,3349,0,2036,1228,,35,148,9
2020/6/4,18:00,3203,0,1950,1302,,35,50,12
2020/6/4,19:00,3124,0,2010,1265,,35,2,15
2020/6/4,20:00,2987,0,1995,1145,,35,0,8
2020/6/4,21:00,2865,0,1978,1084,,35,0,1
2020/6/4,22:00,2741,0,1904,1012,,36,0,1
2020/6/4,23:00,2652,0,1973,983,,37,0,1
2020/6/5,0:00,2549,0,1948,950,,35,0,0
2020/6/5,1:00,2535,0,1929,1006,,36,0,1
2020/6/5,2:00,2641,0,1912,1133,,37,0,2
2020/6/5,3:00,2822,0,1881,1316,,36,0,8
2020/6/5,4:00,2787,0,1902,1280,,36,3,10
2020/6/5,5:00,2667,0,1991,1020,,35,47,8
2020/6/5,6:00,2612,0,1952,853,,35,185,6
2020/6/5,7:00,2712,0,1771,865,,35,381,4
2020/6/5,8:00,3044,0,1825,1048,,35,566,4
2020/6/5,9:00,3387,0,1893,1085,,35,705,5
2020/6/5,10:00,3508,0,1813,1087,,34,808,9
2020/6/5,11:00,3564,0,1885,1043,,34,859,13
2020/6/5,12:00,3469,0,1875,897,,35,864,12
2020/6/5,13:00,3603,0,1907,1012,,35,750,7
2020/6/5,14:00,3608,0,1929,1072,,34,617,4
2020/6/5,15:00,3496,0,1963,1169,,35,447,3
2020/6/5,16:00,3434,0,2061,1353,,43,303,1
2020/6/5,17:00,3202,0,2037,1219,,57,162,1
2020/6/5,18:00,3077,0,2029,1292,,63,45,1
2020/6/5,19:00,2976,0,2026,1230,,63,1,0
2020/6/5,20:00,2850,0,2033,1189,,63,0,2
2020/6/5,21:00,2765,0,2033,1165,,63,0,2
2020/6/5,22:00,2630,0,1998,969,,66,0,3
2020/6/5,23:00,2535,0,1987,928,,69,0,3
2020/6/6,0:00,2455,0,1976,1001,,68,0,2
2020/6/6,1:00,2412,0,1990,927,,69,0,4
2020/6/6,2:00,2569,0,1989,1048,,68,0,1
2020/6/6,3:00,2701,0,1961,1179,,69,0,2
2020/6/6,4:00,2673,0,1914,1277,,68,2,4
2020/6/6,5:00,2502,0,1946,1159,,69,29,1
2020/6/6,6:00,2347,0,1775,929,,68,89,1
2020/6/6,7:00,2356,0,1686,854,,69,175,1
2020/6/6,8:00,2438,0,1694,791,,68,249,3
2020/6/6,9:00,2556,0,1719,779,,68,394,8
2020/6/6,10:00,2563,0,1693,816,,68,505,7
2020/6/6,11:00,2588,0,1621,853,,68,587,9
2020/6/6,12:00,2580,0,1639,823,,69,643,8
2020/6/6,13:00,2602,0,1755,863,,68,604,8
2020/6/6,14:00,2559,0,1872,878,,68,434,10
2020/6/6,15:00,2515,0,1919,1050,,68,323,9
2020/6/6,16:00,2500,0,1940,1168,,68,315,11
2020/6/6,17:00,2536,0,1930,1183,,69,188,15
2020/6/6,18:00,2519,0,1977,1177,,68,45,19
2020/6/6,19:00,2500,0,1992,1178,,69,2,21
2020/6/6,20:00,2401,0,1988,1008,,68,0,18
2020/6/6,21:00,2289,0,1950,993,,68,0,17
2020/6/6,22:00,2239,0,1943,874,,69,0,19
2020/6/6,23:00,2188,0,1857,857,,68,0,13
2020/6/7,0:00,2096,0,1724,744,,69,0,13
2020/6/7,1:00,2123,0,1732,817,,69,0,20
2020/6/7,2:00,2310,0,1797,993,,69,0,20
2020/6/7,3:00,2464,0,1783,1255,,68,0,13
2020/6/7,4:00,2482,0,1803,1265,,70,3,9
2020/6/7,5:00,2330,0,1624,1088,,69,62,9
2020/6/7,6:00,2177,0,1424,917,,68,204,7
2020/6/7,7:00,2127,0,1380,798,,69,346,9
2020/6/7,8:00,2202,0,1354,687,,68,526,9
2020/6/7,9:00,2327,0,1337,685,,69,695,10
2020/6/7,10:00,2411,0,1317,686,,68,835,16
2020/6/7,11:00,2393,0,1332,634,,68,817,21
2020/6/7,12:00,2448,0,1424,601,,69,827,17
2020/6/7,13:00,2403,0,1353,593,,68,845,9
2020/6/7,14:00,2394,0,1455,621,,68,753,9
2020/6/7,15:00,2393,0,1373,737,,68,611,7
2020/6/7,16:00,2448,0,1500,974,,69,420,6
2020/6/7,17:00,2507,0,1756,1184,,68,205,4
2020/6/7,18:00,2525,0,2017,1259,,70,57,5
2020/6/7,19:00,2512,0,2020,1278,,68,1,7
2020/6/7,20:00,2444,0,2069,1176,,68,0,8
2020/6/7,21:00,2334,0,2026,993,,69,0,9
2020/6/7,22:00,2235,0,1989,793,,69,0,12
2020/6/7,23:00,2170,0,1803,715,,68,0,14
2020/6/8,0:00,2103,0,1548,754,,69,0,14
2020/6/8,1:00,2139,0,1677,937,,68,0,14
2020/6/8,2:00,2328,0,1850,938,,69,0,10
2020/6/8,3:00,2514,0,1867,1093,,68,0,8
2020/6/8,4:00,2528,0,1851,1077,,70,4,7
2020/6/8,5:00,2445,0,1743,866,,68,73,7
2020/6/8,6:00,2418,0,1758,763,,69,240,4
2020/6/8,7:00,2513,0,1811,749,,69,442,1
2020/6/8,8:00,2945,0,1912,980,,68,641,0
2020/6/8,9:00,3276,0,2018,974,,68,804,0
2020/6/8,10:00,3404,0,2104,906,,67,882,0
2020/6/8,11:00,3474,0,2106,788,,68,927,1
2020/6/8,12:00,3333,0,2067,725,,68,928,1
2020/6/8,13:00,3501,0,2117,827,,68,884,1
2020/6/8,14:00,3532,0,2125,872,,68,778,1
2020/6/8,15:00,3466,0,2141,1027,,67,602,1
2020/6/8,16:00,3418,0,2051,1208,,68,401,2
2020/6/8,17:00,3205,0,2003,1288,,69,190,1
2020/6/8,18:00,3086,0,1925,1394,,69,51,5
2020/6/8,19:00,2991,0,1894,1406,,68,1,11
2020/6/8,20:00,2835,0,1955,1251,,68,0,15
2020/6/8,21:00,2777,0,1906,1244,,70,0,27
2020/6/8,22:00,2670,0,1910,1043,,69,0,33
2020/6/8,23:00,2572,0,1890,965,,69,0,32
2020/6/9,0:00,2469,0,1932,846,,70,0,26
2020/6/9,1:00,2434,0,1980,804,,69,0,18
2020/6/9,2:00,2587,0,1973,982,,70,0,17
2020/6/9,3:00,2750,0,1967,1137,,69,0,17
2020/6/9,4:00,2765,0,1934,1218,,69,4,16
2020/6/9,5:00,2682,0,1970,988,,69,63,16
2020/6/9,6:00,2677,0,1987,816,,70,219,13
2020/6/9,7:00,2758,0,1948,705,,69,413,12
2020/6/9,8:00,3216,0,2043,760,,69,598,11
2020/6/9,9:00,3604,0,2112,756,,69,752,7
