DATE,TIME,当日実績(万kW)
2019/10/29,0:00,266
2019/10/29,1:00,270
2019/10/29,2:00,288
2019/10/29,3:00,307
2019/10/29,4:00,308
2019/10/29,5:00,300
2019/10/29,6:00,294
2019/10/29,7:00,302
2019/10/29,8:00,333
2019/10/29,9:00,352
2019/10/29,10:00,354
2019/10/29,11:00,355
2019/10/29,12:00,333
2019/10/29,13:00,346
2019/10/29,14:00,344
2019/10/29,15:00,338
2019/10/29,16:00,342
2019/10/29,17:00,344
2019/10/29,18:00,338
2019/10/29,19:00,325
2019/10/29,20:00,316
2019/10/29,21:00,303
2019/10/29,22:00,295
2019/10/29,23:00,285
