DATE,TIME,当日実績(万kW),
2019/4/24,0:00,278,
2019/4/24,1:00,286,
2019/4/24,2:00,307,
2019/4/24,3:00,318,
2019/4/24,4:00,317,
2019/4/24,5:00,306,
2019/4/24,6:00,297,
2019/4/24,7:00,300,
2019/4/24,8:00,328,
2019/4/24,9:00,351,
2019/4/24,10:00,352,
2019/4/24,11:00,350,
2019/4/24,12:00,328,
2019/4/24,13:00,346,
2019/4/24,14:00,347,
2019/4/24,15:00,341,
2019/4/24,16:00,340,
2019/4/24,17:00,334,
2019/4/24,18:00,331,
2019/4/24,19:00,322,
2019/4/24,20:00,315,
2019/4/24,21:00,304,
2019/4/24,22:00,296,
2019/4/24,23:00,288,
