DATE,TIME,当日実績(万kW)
2022/10/21,0:00,258
2022/10/21,1:00,261
2022/10/21,2:00,277
2022/10/21,3:00,298
2022/10/21,4:00,306
2022/10/21,5:00,303
2022/10/21,6:00,300
2022/10/21,7:00,295
2022/10/21,8:00,307
2022/10/21,9:00,322
2022/10/21,10:00,326
2022/10/21,11:00,327
2022/10/21,12:00,306
2022/10/21,13:00,318
2022/10/21,14:00,319
2022/10/21,15:00,317
2022/10/21,16:00,318
2022/10/21,17:00,312
2022/10/21,18:00,307
2022/10/21,19:00,292
2022/10/21,20:00,281
2022/10/21,21:00,274
2022/10/21,22:00,268
2022/10/21,23:00,259
