DATE,TIME,当日実績(万kW),
2019/8/16,0:00,264,
2019/8/16,1:00,255,
2019/8/16,2:00,259,
2019/8/16,3:00,264,
2019/8/16,4:00,261,
2019/8/16,5:00,255,
2019/8/16,6:00,258,
2019/8/16,7:00,278,
2019/8/16,8:00,311,
2019/8/16,9:00,336,
2019/8/16,10:00,345,
2019/8/16,11:00,355,
2019/8/16,12:00,358,
2019/8/16,13:00,363,
2019/8/16,14:00,350,
2019/8/16,15:00,344,
2019/8/16,16:00,341,
2019/8/16,17:00,333,
2019/8/16,18:00,329,
2019/8/16,19:00,321,
2019/8/16,20:00,305,
2019/8/16,21:00,287,
2019/8/16,22:00,271,
2019/8/16,23:00,259,
