DATE,TIME,当日実績(万kW),
2019/8/27,0:00,275,
2019/8/27,1:00,270,
2019/8/27,2:00,280,
2019/8/27,3:00,291,
2019/8/27,4:00,293,
2019/8/27,5:00,286,
2019/8/27,6:00,284,
2019/8/27,7:00,299,
2019/8/27,8:00,346,
2019/8/27,9:00,381,
2019/8/27,10:00,394,
2019/8/27,11:00,404,
2019/8/27,12:00,388,
2019/8/27,13:00,408,
2019/8/27,14:00,410,
2019/8/27,15:00,402,
2019/8/27,16:00,397,
2019/8/27,17:00,379,
2019/8/27,18:00,369,
2019/8/27,19:00,352,
2019/8/27,20:00,337,
2019/8/27,21:00,323,
2019/8/27,22:00,311,
2019/8/27,23:00,300,
