DATE,TIME,当日実績(万kW),
2019/7/17,0:00,274,
2019/7/17,1:00,270,
2019/7/17,2:00,284,
2019/7/17,3:00,294,
2019/7/17,4:00,296,
2019/7/17,5:00,284,
2019/7/17,6:00,285,
2019/7/17,7:00,304,
2019/7/17,8:00,355,
2019/7/17,9:00,388,
2019/7/17,10:00,404,
2019/7/17,11:00,412,
2019/7/17,12:00,393,
2019/7/17,13:00,408,
2019/7/17,14:00,415,
2019/7/17,15:00,411,
2019/7/17,16:00,411,
2019/7/17,17:00,390,
2019/7/17,18:00,376,
2019/7/17,19:00,364,
2019/7/17,20:00,350,
2019/7/17,21:00,332,
2019/7/17,22:00,318,
2019/7/17,23:00,304,
